Wrist_R	Thumb_R	Index_R	Middle_R	Ring_R	Pinky_R	Wrist_L	Thumb_L	Index_L	Middle_L	Ring_L	Pinky_L	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76
1363.7254994769687	1363.7254994769687	1363.7254994769687	1363.7254994769687	1363.7254994769687	1363.7254994769687	0.0	0.0	0.0	0.0	0.0	0.0	0.8
1341.5329447883119	1341.5329447883119	1341.5329447883119	1341.5329447883119	1341.5329447883119	1341.5329447883119	0.0	0.0	0.0	0.0	0.0	0.0	0.84
1302.4149680440064	1302.4149680440064	1302.4149680440064	1302.4149680440064	1302.4149680440064	1302.4149680440064	0.0	0.0	0.0	0.0	0.0	0.0	0.88
1277.4222308151946	1277.4222308151946	1277.4222308151946	1277.4222308151946	1277.4222308151946	1277.4222308151946	0.0	0.0	0.0	0.0	0.0	0.0	0.92
1262.65214523521	1262.65214523521	1262.65214523521	1262.65214523521	1262.65214523521	1262.65214523521	0.0	0.0	0.0	0.0	0.0	0.0	0.96
1269.5868004456413	1269.5868004456413	1269.5868004456413	1269.5868004456413	1269.5868004456413	1269.5868004456413	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1284.275793348597	1284.275793348597	1284.275793348597	1284.275793348597	1284.275793348597	1284.275793348597	0.0	0.0	0.0	0.0	0.0	0.0	1.04
1301.4008975622035	1301.4008975622035	1301.4008975622035	1301.4008975622035	1301.4008975622035	1301.4008975622035	0.0	0.0	0.0	0.0	0.0	0.0	1.08
1326.3815730320591	1326.3815730320591	1326.3815730320591	1326.3815730320591	1326.3815730320591	1326.3815730320591	0.0	0.0	0.0	0.0	0.0	0.0	1.12
