Thumb_R	Index_R	Thumb_L	Index_L	Time
0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	1.24
0.0	0.0	1238.1254058478419	1239.6436879436174	1.28
1145.5729300204948	1149.106184507595	0.0	0.0	1.32
1069.3878244658372	1069.3691953774867	0.0	0.0	1.36
1597.7479015275535	1640.0376326395765	1009.8955918449464	1004.046080067425	1.4
972.4873930486514	964.1364722688423	1507.8534217675365	1540.1548613459552	1.44
955.0695667661817	959.1480544667594	1423.9827344489502	1445.2657054501178	1.48
943.8155601253777	955.9381273304629	1355.0188826120525	1363.971545923139	1.52
944.8130250327949	923.0879634168995	1295.067757334309	1295.944258624321	1.56
954.445081344391	900.1533954951708	1242.630281926205	1233.7990869477567	1.6
969.4800650228343	898.8516495674806	1208.6371781158157	1184.8062636401241	1.64
979.2457934245574	902.2969020622079	1176.6386773767051	1150.0057343514604	1.68
1003.876929450828	911.4607097183173	1154.2076754522132	1120.8334320151525	1.72
1013.6989740713552	931.7528454787055	1135.3301610744466	1095.060305141234	1.76
1021.571027372612	958.2914379329524	1121.444193019908	1077.9875924680057	1.8
1018.4910971418798	971.2723139273883	1113.9411878297294	1067.4950442929157	1.84
1010.0290723654197	970.673842954761	1108.8445216764121	1059.4219152574158	1.88
1016.8957143546321	979.2305521238384	1103.7299292393402	1060.745159260191	1.92
1020.1391947845868	979.738493076426	1097.8214319449698	1063.4223251268625	1.96
1015.3702983690314	976.1630939084479	1091.2226885236978	1062.581047496156	2.0
1009.0101216594651	985.1840622113315	1090.2273008877105	1065.4519276860021	2.04
1006.326971954345	994.6945600130798	1091.6357569947008	1069.1236518607398	2.08
1001.3311988805011	983.8538610075268	1091.3592510905728	1063.5057663326709	2.12
982.4723752803758	987.6526176591317	1081.595751948984	1057.42357190573	2.16
962.3553508877166	980.8130578714689	1069.4334864891525	1045.0053615112374	2.2
950.958843115818	975.8034437529483	1059.0415308153308	1028.0898452625763	2.24
936.5878120743488	967.9591610852527	1046.2141159892615	1012.2041168777755	2.28
930.2215840201314	959.439373046527	1036.157922364562	998.4934669372764	2.32
916.7500816269703	952.7698965292766	1033.2086113631467	983.825777462606	2.36
901.8829946233392	943.6016550116309	1018.0122143070319	976.557703309136	2.4
897.8626112871282	931.748044868212	1005.420823978253	968.6887475896751	2.44
903.0735748414911	924.1888425581016	991.5173726468323	958.9611866427698	2.48
897.0730251556289	923.3138046205555	981.054146713899	956.1941244452105	2.52
896.0972575889854	940.2609951728251	977.323354520103	949.787566133475	2.56
892.421306548659	931.0551298094427	970.3619417646155	945.3752152051431	2.6
883.4665583709066	937.0098649197307	966.3012832855039	941.6449169145872	2.64
874.964859476944	925.1434236116701	963.4738349246444	937.5682712847263	2.68
858.0655645994688	905.134685754982	951.2340703774705	928.582455203142	2.72
842.525076403836	894.4113826883569	937.4681189296717	921.740060139335	2.76
828.6481057613482	881.9320473740202	925.4442231990855	916.8144114466447	2.8
830.0965427159139	879.8925243085413	924.2264025961048	914.0113400232948	2.84
830.6362149821961	893.5135851359911	921.9621259033939	914.6158398683809	2.88
831.0201602020918	888.7853771959814	923.366786876139	913.6376267792422	2.92
833.3147690920144	892.6325583345024	922.3293447169165	913.1574160394692	2.96
829.7599344461523	896.9583546912838	920.1045893048199	913.923256316184	3.0
830.035393347877	903.6985041522929	924.1421941771554	916.8406116942826	3.04
832.1159523663572	905.7445178926955	927.1706702592728	918.7570458806109	3.08
830.9458471222224	895.2051315345727	929.2328695332542	923.4306156984617	3.12
837.7183068807403	900.0468898582366	934.2761085976482	928.222346938357	3.16
839.8651349999885	907.0142006601676	939.4461635387962	931.9239818754128	3.2
842.0712905848725	918.2742909981512	938.6664531174187	936.2375909692626	3.24
845.1155526571938	916.8624985034943	938.4848593226848	939.0978136549136	3.28
845.2683250221321	921.2239822866995	940.5501856741472	939.5620805106224	3.32
850.0973563339655	914.1096290129841	947.3797844585173	941.5112966199154	3.36
853.5465144486056	925.2825155888553	950.1429722685563	945.8919712311339	3.4
856.4335061912373	929.0578836542422	955.727832322663	953.2971906243068	3.44
859.464850971868	927.3124793263848	963.1141712958374	960.3666664842519	3.48
865.8855174673429	927.5288635418457	964.3434268641233	965.3320951301226	3.52
846.7509210253143	927.1417135022176	983.8427823774181	997.7074739310465	3.56
801.0676827268254	902.5589543745625	1056.2354499058385	1064.082062606809	3.6
748.0437153876333	875.9882999549617	1139.765804798837	1140.710862118165	3.64
715.7110098904905	849.0258348119844	1180.8681680063712	1184.6967037853804	3.68
714.5775209826095	835.5688889877133	1193.8613153208898	1204.8163736748286	3.72
724.4956377145512	849.6944476381473	1188.9840322064774	1191.0349395056755	3.76
735.2544085566329	836.1246335902731	1179.2056968283991	1175.9571138873443	3.8
745.7100034421522	856.8872767066584	1171.553293747924	1172.8755085252214	3.84
755.24547442353	850.9409374766412	1164.5228425069881	1165.5502698765126	3.88
766.3664216854918	870.8453894955694	1161.0387055661258	1166.6055683234972	3.92
779.5780608061822	882.3733289781642	1157.578233339374	1171.484075612809	3.96
792.8363806507791	894.8557015386241	1154.7934466560055	1171.229275407666	4.0
804.406280292441	901.1715227738238	1155.059797179808	1171.3340877109777	4.04
815.0385658712526	902.3907163246652	1152.987548397967	1170.914386184247	4.08
825.3297790941305	896.4087660699917	1147.2349274044022	1175.750015769341	4.12
842.7224895608257	904.8613379405748	1143.3428539681258	1172.8880057719102	4.16
860.1216930201953	909.6688759730686	1144.5850259553913	1168.2387693870555	4.2
881.1772397864964	918.2998531810053	1134.033050240782	1156.6324469086694	4.24
897.1895160465419	928.9006353933731	1134.777397730272	1142.7607145601417	4.28
907.5372647310352	933.4179983572674	1130.390825086294	1128.1619274958994	4.32
905.9430898154602	923.2511017362664	1126.031697733165	1115.8639502460367	4.36
901.4529626606104	920.9683900530069	1116.9922348478112	1109.409731759199	4.4
885.5195927804193	900.2715605470469	1111.685279654883	1099.3300549098924	4.44
863.0359344610389	866.741014041018	1106.9431950597957	1089.681140024903	4.48
831.4047908107009	837.8726301369277	1110.4690575888371	1085.5996734526636	4.52
799.8974631583951	805.0243842459427	1117.7512078775212	1088.8238099582882	4.56
770.2046876558425	778.7647866002236	1132.6004201190365	1099.6082366296453	4.6
748.8077575787548	753.5162733829794	1150.55572200826	1122.2384991488004	4.64
734.8974574062743	736.7202695896817	1165.724164198326	1142.9368084292364	4.68
725.4036458632551	727.7662807671137	1176.813489228221	1164.3222902722007	4.72
718.4979829573981	726.662853825458	1196.159120992579	1181.9573384836553	4.76
715.9281675008217	722.3073569447592	1210.9374870022841	1197.5218353145497	4.8
713.5604703718074	710.1668506785647	1220.7622682398055	1207.1042005956544	4.84
706.8161355856889	707.1838750092287	1231.0902057968487	1209.970708819443	4.88
697.4663752891432	695.0090457923488	1236.1901073966183	1205.8835852941857	4.92
690.6801422733848	684.914099322378	1233.502551064616	1200.2805680911429	4.96
683.8487866702188	674.8441561845174	1229.4441708286531	1199.4758027219889	5.0
679.9858032332993	668.8316116525406	1223.3905116923493	1196.9921347253057	5.04
