Thumb_R	Index_R	Thumb_L	Index_L	Time
0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	1.24
0.0	0.0	1238.1254058478419	1238.1254058478419	1.28
1145.5729300204948	1145.5729300204948	0.0	0.0	1.32
1069.3878244658372	1069.3878244658372	0.0	0.0	1.36
1009.8955918449464	1009.8955918449464	1009.8955918449464	1004.046080067425	1.4
972.4873930486514	964.1364722688423	1507.8534217675365	1507.8534217675365	1.44
955.0695667661817	959.1480544667594	1423.9827344489502	1423.9827344489502	1.48
943.8155601253777	955.9381273304629	1355.0188826120525	1355.0188826120525	1.52
944.8130250327949	923.0879634168995	1295.067757334309	1295.067757334309	1.56
954.445081344391	900.1533954951708	1242.630281926205	1242.630281926205	1.6
969.4800650228343	898.8516495674806	1208.6371781158157	1208.6371781158157	1.64
979.2457934245574	902.2969020622079	1176.6386773767051	1176.6386773767051	1.68
1003.876929450828	911.4607097183173	1154.2076754522132	1154.2076754522132	1.72
1013.6989740713552	931.7528454787055	1135.3301610744466	1135.3301610744466	1.76
1021.571027372612	958.2914379329524	1121.444193019908	1121.444193019908	1.8
1018.4910971418798	971.2723139273883	1113.9411878297294	1113.9411878297294	1.84
1010.0290723654197	970.673842954761	1108.8445216764121	1108.8445216764121	1.88
1016.8957143546321	979.2305521238384	1103.7299292393402	1103.7299292393402	1.92
1020.1391947845868	979.738493076426	1097.8214319449698	1097.8214319449698	1.96
1015.3702983690314	976.1630939084479	1091.2226885236978	1091.2226885236978	2.0
1009.0101216594651	985.1840622113315	1090.2273008877105	1090.2273008877105	2.04
1006.326971954345	994.6945600130798	1091.6357569947008	1091.6357569947008	2.08
1001.3311988805011	983.8538610075268	1091.3592510905728	1091.3592510905728	2.12
982.4723752803758	987.6526176591317	1081.595751948984	1081.595751948984	2.16
962.3553508877166	980.8130578714689	1069.4334864891525	1069.4334864891525	2.2
950.958843115818	975.8034437529483	1059.0415308153308	1059.0415308153308	2.24
936.5878120743488	967.9591610852527	1046.2141159892615	1046.2141159892615	2.28
930.2215840201314	959.439373046527	1036.157922364562	1036.157922364562	2.32
916.7500816269703	952.7698965292766	1033.2086113631467	1033.2086113631467	2.36
901.8829946233392	943.6016550116309	1018.0122143070319	1018.0122143070319	2.4
897.8626112871282	931.748044868212	1005.420823978253	1005.420823978253	2.44
903.0735748414911	924.1888425581016	991.5173726468323	991.5173726468323	2.48
897.0730251556289	923.3138046205555	981.054146713899	981.054146713899	2.52
896.0972575889854	940.2609951728251	977.323354520103	977.323354520103	2.56
892.421306548659	931.0551298094427	970.3619417646155	970.3619417646155	2.6
883.4665583709066	937.0098649197307	966.3012832855039	966.3012832855039	2.64
874.964859476944	925.1434236116701	963.4738349246444	963.4738349246444	2.68
858.0655645994688	905.134685754982	951.2340703774705	951.2340703774705	2.72
842.525076403836	894.4113826883569	937.4681189296717	937.4681189296717	2.76
828.6481057613482	881.9320473740202	925.4442231990855	925.4442231990855	2.8
830.0965427159139	879.8925243085413	924.2264025961048	924.2264025961048	2.84
830.6362149821961	893.5135851359911	921.9621259033939	921.9621259033939	2.88
831.0201602020918	888.7853771959814	923.366786876139	923.366786876139	2.92
833.3147690920144	892.6325583345024	922.3293447169165	922.3293447169165	2.96
829.7599344461523	896.9583546912838	920.1045893048199	920.1045893048199	3.0
830.035393347877	903.6985041522929	924.1421941771554	924.1421941771554	3.04
832.1159523663572	905.7445178926955	927.1706702592728	927.1706702592728	3.08
830.9458471222224	895.2051315345727	929.2328695332542	929.2328695332542	3.12
837.7183068807403	900.0468898582366	934.2761085976482	934.2761085976482	3.16
839.8651349999885	907.0142006601676	939.4461635387962	939.4461635387962	3.2
842.0712905848725	918.2742909981512	938.6664531174187	938.6664531174187	3.24
845.1155526571938	916.8624985034943	938.4848593226848	938.4848593226848	3.28
845.2683250221321	921.2239822866995	940.5501856741472	940.5501856741472	3.32
850.0973563339655	914.1096290129841	947.3797844585173	947.3797844585173	3.36
853.5465144486056	925.2825155888553	950.1429722685563	950.1429722685563	3.4
856.4335061912373	929.0578836542422	955.727832322663	955.727832322663	3.44
859.464850971868	927.3124793263848	963.1141712958374	963.1141712958374	3.48
865.8855174673429	927.5288635418457	964.3434268641233	964.3434268641233	3.52
846.7509210253143	927.1417135022176	983.8427823774181	983.8427823774181	3.56
801.0676827268254	902.5589543745625	1056.2354499058385	1056.2354499058385	3.6
748.0437153876333	875.9882999549617	1139.765804798837	1139.765804798837	3.64
715.7110098904905	849.0258348119844	1180.8681680063712	1180.8681680063712	3.68
714.5775209826095	835.5688889877133	1193.8613153208898	1193.8613153208898	3.72
724.4956377145512	849.6944476381473	1188.9840322064774	1188.9840322064774	3.76
735.2544085566329	836.1246335902731	1179.2056968283991	1179.2056968283991	3.8
745.7100034421522	856.8872767066584	1171.553293747924	1171.553293747924	3.84
755.24547442353	850.9409374766412	1164.5228425069881	1164.5228425069881	3.88
766.3664216854918	870.8453894955694	1161.0387055661258	1161.0387055661258	3.92
779.5780608061822	882.3733289781642	1157.578233339374	1157.578233339374	3.96
792.8363806507791	894.8557015386241	1154.7934466560055	1154.7934466560055	4.0
804.406280292441	901.1715227738238	1155.059797179808	1155.059797179808	4.04
815.0385658712526	902.3907163246652	1152.987548397967	1152.987548397967	4.08
825.3297790941305	896.4087660699917	1147.2349274044022	1147.2349274044022	4.12
842.7224895608257	904.8613379405748	1143.3428539681258	1143.3428539681258	4.16
860.1216930201953	909.6688759730686	1144.5850259553913	1144.5850259553913	4.2
881.1772397864964	918.2998531810053	1134.033050240782	1134.033050240782	4.24
897.1895160465419	928.9006353933731	1134.777397730272	1134.777397730272	4.28
907.5372647310352	933.4179983572674	1130.390825086294	1130.390825086294	4.32
905.9430898154602	923.2511017362664	1126.031697733165	1126.031697733165	4.36
901.4529626606104	920.9683900530069	1116.9922348478112	1116.9922348478112	4.4
885.5195927804193	900.2715605470469	1111.685279654883	1111.685279654883	4.44
863.0359344610389	866.741014041018	1106.9431950597957	1106.9431950597957	4.48
831.4047908107009	837.8726301369277	1110.4690575888371	1110.4690575888371	4.52
799.8974631583951	805.0243842459427	1117.7512078775212	1117.7512078775212	4.56
770.2046876558425	778.7647866002236	1132.6004201190365	1132.6004201190365	4.6
748.8077575787548	753.5162733829794	1150.55572200826	1150.55572200826	4.64
734.8974574062743	736.7202695896817	1165.724164198326	1165.724164198326	4.68
725.4036458632551	727.7662807671137	1176.813489228221	1176.813489228221	4.72
718.4979829573981	726.662853825458	1196.159120992579	1196.159120992579	4.76
715.9281675008217	722.3073569447592	1210.9374870022841	1210.9374870022841	4.8
713.5604703718074	710.1668506785647	1220.7622682398055	1220.7622682398055	4.84
706.8161355856889	707.1838750092287	1231.0902057968487	1231.0902057968487	4.88
697.4663752891432	695.0090457923488	1236.1901073966183	1236.1901073966183	4.92
690.6801422733848	684.914099322378	1233.502551064616	1233.502551064616	4.96
683.8487866702188	674.8441561845174	1229.4441708286531	1229.4441708286531	5.0
679.9858032332993	668.8316116525406	1223.3905116923493	1223.3905116923493	5.04
