Wrist_R	Thumb_R	Index_R	Middle_R	Ring_R	Pinky_R	Wrist_L	Thumb_L	Index_L	Middle_L	Ring_L	Pinky_L	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	1807.2723791347958	1807.2723791347958	1807.2723791347958	1807.2723791347958	1807.2723791347958	1807.2723791347958	0.48
0.0	0.0	0.0	0.0	0.0	0.0	1820.6443603717348	1820.6443603717348	1820.6443603717348	1820.6443603717348	1820.6443603717348	1820.6443603717348	0.52
0.0	0.0	0.0	0.0	0.0	0.0	1819.5977156165031	1819.5977156165031	1819.5977156165031	1819.5977156165031	1819.5977156165031	1819.5977156165031	0.56
0.0	0.0	0.0	0.0	0.0	0.0	1818.6086851739356	1818.6086851739356	1818.6086851739356	1818.6086851739356	1818.6086851739356	1818.6086851739356	0.6
0.0	0.0	0.0	0.0	0.0	0.0	1817.4505086972717	1817.4505086972717	1817.4505086972717	1817.4505086972717	1817.4505086972717	1817.4505086972717	0.64
0.0	0.0	0.0	0.0	0.0	0.0	1817.1562024122663	1817.1562024122663	1817.1562024122663	1817.1562024122663	1817.1562024122663	1817.1562024122663	0.68
0.0	0.0	0.0	0.0	0.0	0.0	1818.4907206494509	1818.4907206494509	1818.4907206494509	1818.4907206494509	1818.4907206494509	1818.4907206494509	0.72
0.0	0.0	0.0	0.0	0.0	0.0	1821.3815918905066	1821.3815918905066	1821.3815918905066	1821.3815918905066	1821.3815918905066	1821.3815918905066	0.76
0.0	0.0	0.0	0.0	0.0	0.0	1819.389916055094	1819.389916055094	1819.389916055094	1819.389916055094	1819.389916055094	1819.389916055094	0.8
0.0	0.0	0.0	0.0	0.0	0.0	1817.087272902016	1817.087272902016	1817.087272902016	1817.087272902016	1817.087272902016	1817.087272902016	0.84
0.0	0.0	0.0	0.0	0.0	0.0	1813.2989586832193	1813.2989586832193	1813.2989586832193	1813.2989586832193	1813.2989586832193	1813.2989586832193	0.88
0.0	0.0	0.0	0.0	0.0	0.0	1814.730518770542	1814.730518770542	1814.730518770542	1814.730518770542	1814.730518770542	1814.730518770542	0.92
0.0	0.0	0.0	0.0	0.0	0.0	1826.8111106809963	1826.8111106809963	1826.8111106809963	1826.8111106809963	1826.8111106809963	1826.8111106809963	0.96
1458.7713511452457	1458.7713511452457	1458.7713511452457	1458.7713511452457	1458.7713511452457	1458.7713511452457	1458.7713511452457	1395.4501716893699	1357.5125063077319	1353.4081180135556	1324.7755803424832	1282.6695130057199	1.0
