Wrist_R	Thumb_R	Index_R	Middle_R	Ring_R	Pinky_R	Wrist_L	Thumb_L	Index_L	Middle_L	Ring_L	Pinky_L	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16
1435.867684455601	1435.867684455601	1435.867684455601	1435.867684455601	1435.867684455601	1435.867684455601	0.0	0.0	0.0	0.0	0.0	0.0	0.2
1461.9479840845022	1461.9479840845022	1461.9479840845022	1461.9479840845022	1461.9479840845022	1461.9479840845022	0.0	0.0	0.0	0.0	0.0	0.0	0.24
1461.7533781979382	1461.7533781979382	1461.7533781979382	1461.7533781979382	1461.7533781979382	1461.7533781979382	0.0	0.0	0.0	0.0	0.0	0.0	0.28
1451.4317132200918	1451.4317132200918	1451.4317132200918	1451.4317132200918	1451.4317132200918	1451.4317132200918	0.0	0.0	0.0	0.0	0.0	0.0	0.32
1448.8591915592497	1448.8591915592497	1448.8591915592497	1448.8591915592497	1448.8591915592497	1448.8591915592497	0.0	0.0	0.0	0.0	0.0	0.0	0.36
1437.0582671509176	1437.0582671509176	1437.0582671509176	1437.0582671509176	1437.0582671509176	1437.0582671509176	0.0	0.0	0.0	0.0	0.0	0.0	0.4
1438.615358035193	1438.615358035193	1438.615358035193	1438.615358035193	1438.615358035193	1438.615358035193	0.0	0.0	0.0	0.0	0.0	0.0	0.44
1420.4404699316958	1420.4404699316958	1420.4404699316958	1420.4404699316958	1420.4404699316958	1420.4404699316958	0.0	0.0	0.0	0.0	0.0	0.0	0.48
1405.6033991885633	1405.6033991885633	1405.6033991885633	1405.6033991885633	1405.6033991885633	1405.6033991885633	0.0	0.0	0.0	0.0	0.0	0.0	0.52
1404.5421594676423	1404.5421594676423	1404.5421594676423	1404.5421594676423	1404.5421594676423	1404.5421594676423	0.0	0.0	0.0	0.0	0.0	0.0	0.56
1390.3289832961739	1390.3289832961739	1390.3289832961739	1390.3289832961739	1390.3289832961739	1390.3289832961739	0.0	0.0	0.0	0.0	0.0	0.0	0.6
1363.6764013474096	1363.6764013474096	1363.6764013474096	1363.6764013474096	1363.6764013474096	1363.6764013474096	0.0	0.0	0.0	0.0	0.0	0.0	0.64
1323.6348639749774	1323.6348639749774	1323.6348639749774	1323.6348639749774	1323.6348639749774	1323.6348639749774	0.0	0.0	0.0	0.0	0.0	0.0	0.68
1286.8557211089912	1286.8557211089912	1286.8557211089912	1286.8557211089912	1286.8557211089912	1286.8557211089912	0.0	0.0	0.0	0.0	0.0	0.0	0.72
1258.2016160910832	1258.2016160910832	1258.2016160910832	1258.2016160910832	1258.2016160910832	1258.2016160910832	0.0	0.0	0.0	0.0	0.0	0.0	0.76
1225.633944374688	1225.633944374688	1225.633944374688	1225.633944374688	1225.633944374688	1225.633944374688	0.0	0.0	0.0	0.0	0.0	0.0	0.8
1239.2482084300204	1239.2482084300204	1239.2482084300204	1239.2482084300204	1239.2482084300204	1239.2482084300204	0.0	0.0	0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96
