start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
1.669	1.789	242.0	10.0	199.0	490.7	0.0	410.2	1600.0	Cap Off	304.0618395246939	316.4963848992979	409.82174228273675	417.8685997700665
1.809	1.919	249.0	9.4	202.5	500.1	0.0	1600.0	1600.0	Cap Off	266.617043412299	290.58591371563296	344.5830160032015	391.7313320135404
2.069	2.359	280.9	15.3	186.1	501.8	0.0	395.8	406.3	Cap Off	318.2904705413272	329.6723444421004	332.5888585019611	398.7058246972809
2.409	3.139	290.1	22.2	205.4	506.2	0.0	321.7	788.1	Cap Off	426.0854340533587	440.9114025561228	429.3300792666056	497.8382665991873
3.178	3.358	302.9	47.4	218.0	508.1	0.0	358.3	1600.0	Cap Off	487.59355406995184	514.7029821543421	486.32428191409883	560.3897721952628
3.458	3.618	334.0	48.0	220.0	533.0	0.0	350.6	1600.0	Cap Off	530.36888605419	566.4246685484393	513.0513907504254	604.7683081171518
3.628	3.758	330.9	36.4	286.2	538.4	0.0	393.8	1600.0	Cap Off	592.0856044897712	695.4973129434935	586.8034313001789	723.9144952573207
3.858	4.288	398.2	288.0	343.0	1600.0	0.0	251.6	1600.0	Cap Off	571.7276957853222	640.8490579122464	581.7335061449439	702.0112265177731
4.308	4.428	358.3	70.8	319.2	555.6	0.0	278.9	1600.0	Cap Off	384.49257071972437	431.2194685742371	402.0978264088253	510.39299164545815
4.447	4.537	350.2	117.7	318.7	526.7	0.0	308.9	1600.0	Cap Off	397.491095477134	363.1826486949478	417.5880242576277	449.82447134926116
4.557	4.687	295.5	118.4	340.5	479.7	0.0	356.2	1600.0	Cap Off	447.74174677362976	274.87028604626425	454.6862064219055	367.10945101676043
4.707	4.937	274.6	123.2	330.6	463.7	0.0	382.6	1600.0	Cap Off	469.3790433549821	257.99653492919174	471.3155157266868	303.98866949589626
5.037	5.127	311.2	127.4	258.1	532.6	0.0	320.5	1600.0	Apply Tip	567.2169817824237	267.4087142909936	570.4751583058354	309.5832673057335
5.177	5.277	248.1	69.1	296.4	490.0	0.0	340.2	825.1	Apply Tip	442.74183432985956	304.2074565874242	458.1980377455125	345.4008334771048
5.297	5.407	220.1	50.6	306.2	460.0	0.0	349.0	1600.0	Apply Tip	386.97487884166907	367.9743592450754	416.8052184541757	432.9435110217216
5.427	5.777	226.0	61.3	340.3	458.4	0.0	336.0	796.9	Apply Tip	339.4599564736852	329.23043247007746	382.7946305549444	356.08902756435947
5.867	5.977	626.0	346.6	1600.0	881.7	313.1	22.7	407.3	Apply Tip	579.0019959203131	505.379296705453	616.1162247092439	510.8003731638141
5.997	6.107	618.2	334.9	1600.0	879.1	299.2	11.7	417.2	Apply Tip	503.2614117974762	442.5174313813843	565.5326116053793	457.09589183759084
