Thumb_RX	Index_RX	Thumb_RY	Index_RY	Thumb_LX	Index_LX	Thumb_LY	Index_LY	Action	start_time	end_time
843.1026096343994	860.3241901397705	792.3528649806976	701.1196517944336	959.8857975006104	919.4925003051758	827.8657672405243	716.319479227066	Apply Tip	12.913	14.122
854.9342079162598	867.7131843566895	807.3704009056091	754.6402359008789	180.8147735595703	181.3490295410156	209.25946283340454	145.2353482246399	Apply Tip	14.202	14.412
824.02099609375	856.1835479736328	844.0806198120117	790.1227927207947	0.0	0.0	0.0	0.0	Apply Tip	14.452	14.562
831.9565582275391	854.3126487731934	875.8780145645142	837.4188280105591	0.0	0.0	0.0	0.0	Apply Tip	14.602	14.712
847.4957370758057	860.6553554534912	880.6562572717667	851.004227399826	0.0	0.0	0.0	0.0	Apply Tip	14.751	14.931
833.0748748779297	840.2597236633301	892.2243189811707	859.5040941238403	0.0	0.0	0.0	0.0	Apply Tip	15.001	15.111
788.8227939605713	815.3582763671875	770.585560798645	756.1319410800934	0.0	0.0	0.0	0.0	Apply Tip	15.731	15.941
893.9675045013428	912.258882522583	871.7548370361328	848.6117559671402	0.0	0.0	0.0	0.0	Apply Tip	16.041	16.181
1103.8533782958984	1113.8467025756836	950.051736831665	921.9435811042786	0.0	0.0	0.0	0.0	Setting Units	16.261	16.331
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	16.47	16.56
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	16.67	16.95
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	17.07	17.33
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	17.37	17.91
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	17.93	18.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	18.169	18.279
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	18.319	18.499
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	18.519	18.759
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	18.779	18.859
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	18.899	19.109
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	19.149	19.399
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	19.419	19.529
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	19.549	19.879
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	19.898	22.457
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	22.507	22.717
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	23.047	23.147
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	23.167	23.357
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	23.416	23.816
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	23.836	24.116
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	24.136	24.396
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	24.416	24.636
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	24.696	25.076
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	25.145	25.265
0.0	0.0	0.0	0.0	841.5921746230707	823.8068948140958	641.1251917117979	611.6306139201653	Priming	25.285	26.914
0.0	0.0	0.0	0.0	996.3772964477539	972.4467849731445	707.5742483139038	698.2299256324768	Priming	27.054	27.154
0.0	0.0	0.0	0.0	594.2813079587875	576.4444800346129	409.20001537569107	407.84319623824086	Priming	27.294	29.773
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Priming	29.813	31.112
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	31.262	31.382
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Setting Units	31.582	31.692
0.0	0.0	0.0	0.0	816.0680389404297	1144.9132919311523	184.21260237693787	43.5418975353241	Setting Units	31.762	31.882
0.0	0.0	0.0	0.0	1159.763240814209	1466.9903182983398	334.42680537700653	59.44250464439392	Setting Units	31.901	32.161
0.0	0.0	0.0	0.0	1071.702003479004	1245.9827613830566	399.3882340192795	164.0772271156311	Setting Units	32.351	32.441
0.0	0.0	0.0	0.0	1040.771369934082	1188.3470916748047	394.4762992858887	179.09597218036652	Setting Units	32.461	32.711
0.0	0.0	0.0	0.0	831.4387321472168	933.0909156799316	708.8161625862122	472.8001821041107	Setting Units	33.011	33.601
0.0	0.0	0.0	0.0	766.3537216186523	779.7015953063965	878.2548701763153	683.5780262947083	Injection	33.76	33.84
0.0	0.0	0.0	0.0	769.0674591064453	784.7583389282227	909.301106929779	716.0032725334167	Injection	33.88	34.01
0.0	0.0	0.0	0.0	761.7217254638672	779.6340179443359	943.5256969928741	747.587206363678	Injection	34.04	34.11
0.0	0.0	0.0	0.0	754.8099136352539	771.3568496704102	980.7184839248657	784.5189070701599	Injection	34.26	34.37
0.0	0.0	0.0	0.0	709.5306205749512	734.5214366912842	999.0270173549652	808.6497008800507	Injection	34.43	34.68
0.0	0.0	0.0	0.0	715.3893538082348	735.4733411003562	990.5939837063061	795.0034462704378	Injection	34.7	35.38
0.0	0.0	0.0	0.0	726.7375373840332	745.1258659362793	1002.3084211349487	799.4475030899048	Injection	35.419	35.529
0.0	0.0	0.0	0.0	729.3688201904297	742.3996067047119	998.4977746009827	791.6467380523682	Injection	35.549	35.659
0.0	0.0	0.0	0.0	733.6688804626465	749.8645401000977	994.052324295044	798.0219197273254	Injection	35.699	35.809
0.0	0.0	0.0	0.0	731.4040418771597	752.3838131244366	987.2973649318402	795.4681134223938	Injection	35.829	36.379
0.0	0.0	0.0	0.0	727.1547317504883	748.3658123016357	992.1573650836945	795.6601274013519	Injection	36.949	37.199
0.0	0.0	0.0	0.0	715.4682540893555	744.5199966430664	1001.2625634670258	808.2887721061707	Injection	37.248	37.338
0.0	0.0	0.0	0.0	726.4997863769531	760.0907707214355	1016.3370501995087	820.9976470470428	Injection	37.518	37.608
0.0	0.0	0.0	0.0	718.4228229522705	751.4428997039795	1018.5576510429382	825.9379649162292	Injection	38.528	38.778
0.0	0.0	0.0	0.0	726.6594314575195	758.8461358206613	1011.7418881825039	820.0577320371356	Injection	38.877	39.147
0.0	0.0	0.0	0.0	726.7875480651855	760.3208084106445	1001.2149724960327	810.4726524353027	Injection	39.197	39.387
0.0	0.0	0.0	0.0	734.1671619415283	761.3369693756104	995.6061129570007	805.6929109096527	Injection	39.447	39.837
0.0	0.0	0.0	0.0	736.9154777526855	764.7532768249512	986.838418006897	801.34947681427	Injection	40.137	40.317
0.0	0.0	0.0	0.0	734.2328780038016	760.9499631609235	987.7083665984018	798.0532356670925	Injection	40.417	41.247
0.0	0.0	0.0	0.0	720.0119333267212	737.768497467041	964.2375251054764	773.2447650432587	Injection	41.266	42.096
0.0	0.0	0.0	0.0	768.525789805821	807.1893801007952	811.276935338974	637.2410370622363	Injection	42.116	42.676
0.0	0.0	0.0	0.0	787.2405416315252	834.4263735684482	761.8869931047612	590.8086328072982	Injection	42.945	43.395
0.0	0.0	0.0	0.0	843.3839451182972	914.5953577215022	718.604116006331	542.9287615689365	Injection	43.435	43.895
0.0	0.0	0.0	0.0	1125.0874099731445	1185.4474296569824	664.1173295974731	561.0101841688156	Injection	43.915	44.315
25.945945430446315	24.524981524493242	24.559718467093802	24.37130966702023	893.1642908663363	873.4052848815918	663.1158660553597	612.4072182500685	Injection	44.364	48.781
0.0	0.0	0.0	0.0	955.8014488220215	963.0713653564453	798.1281995773315	662.5180399417877	Injection	48.832	48.912
0.0	0.0	0.0	0.0	973.905200958252	954.2281913757324	757.417641878128	732.6907539367676	Injection	48.932	49.162
0.0	0.0	0.0	0.0	947.149143218994	958.009443283081	805.1262545585632	666.1048400402069	Injection	49.181	49.291
0.0	0.0	0.0	0.0	967.4849891662598	950.8696746826172	790.4304957389832	751.7238593101501	Injection	49.311	49.551
0.0	0.0	0.0	0.0	956.4505904061454	940.7225663321359	796.231563602175	738.6094742161887	Injection	49.611	50.141
0.0	0.0	0.0	0.0	963.1355381011963	931.0111141204834	761.9063079357147	756.1423480510712	Injection	50.181	50.341
0.0	0.0	0.0	0.0	941.3642978668213	933.3643054962158	811.1538702249527	699.0386062860489	Injection	50.351	50.511
0.0	0.0	0.0	0.0	951.9194412231445	927.9871673583984	766.3858652114868	753.9763698577881	Injection	50.531	50.721
0.0	0.0	0.0	0.0	924.8863220214844	924.818286895752	789.8852348327637	690.7683312892914	Injection	50.741	50.831
0.0	0.0	0.0	0.0	950.5656509399414	926.1407318115234	758.4507837295532	750.2604374885559	Injection	50.9	51.06
0.0	0.0	0.0	0.0	951.6235113143921	929.5295691490173	793.8552072644234	738.1108304858208	Remove Tip	51.13	51.45
0.0	0.0	0.0	0.0	952.5275611877441	922.292652130127	799.9163317680359	741.6482591629028	Remove Tip	51.47	51.62
0.0	0.0	0.0	0.0	953.0910873413086	922.5977325439453	807.2662711143494	757.5019383430481	Remove Tip	51.78	51.98
0.0	0.0	0.0	0.0	977.8387069702148	943.5101795196533	783.523120880127	728.9438796043396	Remove Tip	52.17	52.26
0.0	0.0	0.0	0.0	1038.147554397583	1020.2655601501465	729.7421130537987	674.478409588337	Remove Tip	52.3	52.59
0.0	0.0	0.0	0.0	1177.828628540039	1174.399887084961	706.3560318946838	652.1923570632935	Remove Tip	52.629	52.849
0.0	0.0	0.0	0.0	1275.9572410583496	1268.403034210205	677.2066533565521	620.294748544693	Remove Tip	52.869	53.129
0.0	0.0	0.0	0.0	1219.998378753662	1228.480167388916	693.1687045097351	604.4296324253082	Remove Tip	53.149	53.249
0.0	0.0	0.0	0.0	981.057071685791	968.0593872070312	686.3785421848297	574.2512083053589	Remove Tip	53.269	53.369
0.0	0.0	0.0	0.0	920.5881881713867	900.2164077758789	697.1365284919739	640.5737400054932	Remove Tip	53.429	53.549
0.0	0.0	0.0	0.0	1066.3757419586182	1040.8947563171387	783.3926957845688	710.1098477840424	Remove Tip	53.569	54.059
0.0	0.0	0.0	0.0	1008.5893993377686	977.3593711853027	882.583459854126	811.4135541915894	Remove Tip	54.129	54.939
0.0	0.0	0.0	0.0	969.7117195129395	959.5764083862305	776.0562372207642	700.4069738388062	Remove Tip	54.978	55.158
214.87524795532227	213.31963729858398	144.45731663703918	123.00739073753357	574.9074592590332	569.539478302002	439.98991441726685	386.0509400367737	Remove Tip	55.178	56.367
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	56.387	56.727
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	56.747	57.127
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	57.147	57.217
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	57.367	57.547
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	57.567	57.847
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Remove Tip	57.866	58.606
								Remove Tip	58.646	58.796
								Remove Tip	58.816	59.076
								Remove Tip	59.216	59.496
								Remove Tip	60.095	60.345
								Remove Tip	60.365	61.075
								Remove Tip	61.135	61.455
								Remove Tip	61.494	61.744
								Remove Tip	61.804	61.984
								Remove Tip	62.054	62.134
								Cap On	62.534	62.634
								Cap On	63.013	63.413
								Cap On	63.433	63.683
								Cap On	63.703	63.873
								Cap On	63.913	63.983
								Cap On	64.033	64.113
								Cap On	65.652	65.872
								Cap On	65.932	66.002
								Cap On	66.052	66.182
								Cap On	66.202	66.282
								Cap On	66.331	66.481
								Cap On	66.501	66.761
								Cap On	66.781	66.851
								Cap On	66.931	67.031
								Cap On	67.621	68.181
								Cap On	68.2	68.36
