Thumb_RX	Index_RX	Thumb_RY	Index_RY	Thumb_LX	Index_LX	Thumb_LY	Index_LY	Action	start_time	end_time
0.0	0.0	0.0	0.0	971.1607996622721	956.188580195109	801.8154394626617	697.3003256320953	Cap Off	0.87	1.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cap Off	1.669	1.839
347.44224071502686	344.0510845184326	310.3177374601364	299.0406149625778	0.0	0.0	0.0	0.0	Cap Off	1.929	2.079
589.2678165435791	573.9714431762695	489.7460299730301	471.6022539138794	0.0	0.0	0.0	0.0	Cap Off	2.099	2.179
718.5181045532227	696.6796493530273	477.17620611190796	444.2406642436981	0.0	0.0	0.0	0.0	Cap Off	2.199	2.309
707.3786201477051	679.0176086425781	570.4868996143341	482.4805920124054	0.0	0.0	0.0	0.0	Cap Off	2.369	2.579
830.0808334350586	800.21484375	919.3508505821228	773.0484294891357	0.0	0.0	0.0	0.0	Cap Off	2.618	2.728
778.663444519043	796.3506889343262	978.5987555980682	842.759073972702	0.0	0.0	0.0	0.0	Cap Off	2.748	2.838
732.8855895996094	735.2521514892578	963.3554935455322	830.3478813171387	306.169319152832	314.6076202392578	295.199933052063	256.7808723449707	Cap Off	2.878	2.998
643.0025400434222	647.9150717599051	963.7919272695269	857.1772915976388	1109.6982519967216	1144.0206037248884	714.4169037682669	597.7533275740487	Cap Off	3.018	3.278
580.9602737426758	618.3954048156738	1010.2043724060059	874.3394136428833	1128.0125427246094	1114.4500350952148	700.2174854278564	591.299307346344	Cap Off	3.298	3.388
583.0422878265381	609.9186515808105	983.7627589702606	855.4347324371338	1139.6944999694824	1124.5192909240723	668.9516401290894	626.3180029392242	Cap Off	3.428	3.508
592.6564064025879	578.7385482788086	921.0246434211731	848.4272146224976	1124.796272277832	1123.9597549438477	685.4826564788818	641.8014578819275	Cap Off	3.598	3.818
596.256534576416	617.9239196777344	884.7233991622925	811.2935628890991	1023.81591796875	1018.437126159668	782.7343325614929	731.5689597129822	Cap Off	3.898	4.078
584.1593551635742	604.2280197143555	872.0898985862732	800.6022691726685	996.4519500732422	984.1172409057617	775.5290007591248	732.3758625984192	Cap Off	4.118	4.228
591.3910961151123	610.4413318634033	870.4128527641296	796.5741062164307	990.5221366882324	980.9763336181641	780.1707029342651	734.3061518669128	Cap Off	4.248	4.338
603.2333564758301	617.7822875976562	882.0343708992004	801.4068138599396	991.0778617858887	975.7575416564941	786.2574130296707	739.358806014061	Cap Off	4.377	4.517
614.370002746582	632.0964431762695	898.7846159934998	800.246844291687	988.4827423095704	965.581512451172	787.7453470230103	740.8389186859131	Cap Off	4.547	4.617
586.1801528930664	568.4903144836426	873.1023144721985	730.6390357017517	976.214485168457	957.9589653015137	806.4485621452332	755.9702897071838	Apply Tip	4.747	4.887
583.808422088623	622.2423362731934	834.1884398460388	763.9693880081177	929.0507125854492	925.6395530700684	817.1337962150574	758.4205412864685	Apply Tip	4.977	5.077
598.4506034851074	617.0104217529297	795.6030178070068	744.5818662643433	913.0184936523438	925.8681106567383	813.0414533615112	753.7953615188599	Apply Tip	5.247	5.347
604.2420673370361	576.5631866455078	799.9092078208923	754.5679664611816	901.7262744903564	900.3282070159912	801.7475938796997	743.2390773296356	Apply Tip	5.437	5.677
593.1581783294678	644.6212577819824	832.3386919498444	756.0435998439789	913.9975833892822	891.1223316192627	778.3418655395508	785.8596682548523	Apply Tip	5.847	5.937
605.4467868804932	675.4083395004272	835.4783892631531	754.8436063528061	897.2078132629395	898.2080698013306	854.8141121864319	745.7200187444687	Apply Tip	6.007	6.177
593.0420150756836	656.0927810668945	840.5669088363647	761.8687076568604	898.4047508239746	888.4254684448242	826.8941059112549	750.2333493232727	Apply Tip	6.236	6.456
602.9604721069336	657.1174335479736	844.4944739341736	763.174649477005	901.7143535614014	890.5305862426758	839.8272371292114	779.0248954296112	Apply Tip	6.496	6.576
600.5021667480469	669.1349029541016	849.05189037323	772.6847004890442	911.0882377624512	895.2886390686035	824.1196095943451	754.1852796077728	Apply Tip	6.666	6.776
599.9281311035156	637.259578704834	849.8438501358032	773.0225944519043	919.7329139709473	894.7414207458496	806.4947605133057	776.6122698783875	Apply Tip	6.966	7.076
603.7120056152344	649.5955467224121	857.4600040912628	778.5027658939362	911.4783954620361	902.651309967041	826.9010388851166	783.7656784057617	Apply Tip	7.096	7.166
613.2313810076032	669.1071019853864	857.9298765318734	788.308767250606	908.8387380327497	890.2800750732422	840.7793600218637	777.3058921950204	Apply Tip	7.236	7.516
605.6472144126892	672.5345578193665	843.5316579937935	766.4992180466652	904.2245020866394	890.7108750343323	822.1978352665901	750.7923919558525	Apply Tip	7.536	9.105
600.3398990631104	674.3286228179932	818.5021948814392	744.5465898513794	899.8118019104004	886.5260410308838	805.8163332939148	743.3465373516083	Apply Tip	9.145	9.395
610.0882415771484	668.674633026123	818.0468008518219	743.6936945915222	892.4718761444092	895.3048324584961	799.096884727478	742.3181526660919	Apply Tip	9.415	9.805
594.9259791654699	659.3207998836742	807.3259524738087	731.7384258438559	897.3647050296559	899.8916513779584	789.1248039638294	727.1015390227823	Apply Tip	9.844	10.504
643.8713064193726	632.1093950271606	837.4018034934998	785.8082503080368	1219.0576629638672	1217.8591346740723	735.6591857671738	663.622928738594	Apply Tip	10.544	11.364
825.7073078155518	852.5220050811768	792.494414806366	699.1830689907074	953.3584299087524	943.966269493103	888.8766077756882	778.8783792257309	Apply Tip	11.403	12.183
844.6711349487305	837.9996165107278	782.8671446968527	698.5230664645924	980.4118268630084	971.6164263556985	824.9754999665653	752.3652594229754	Apply Tip	12.203	12.893
