start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.32	0.4	332.6	62.0	150.6	584.9	0.0	841.1	1600.0	Cap Off	1354.816592753425	564.961267453199	1354.816592753425	541.18805976283
0.57	0.7	348.2	67.0	147.4	614.5	0.0	809.7	1600.0	Cap Off	1262.8927111991738	474.739582341928	1262.8927111991738	456.3340416541903
0.72	0.83	323.1	49.0	163.2	582.1	0.0	807.0	1600.0	Cap Off	1296.8338366961282	507.9811341449226	1296.8338366961282	487.36622535651827
0.85	1.08	349.6	77.0	135.4	611.3	0.0	782.1	1600.0	Cap Off	1237.4368670764582	449.87698300586356	1237.4368670764582	433.34622132665356
1.099	1.379	377.8	115.0	95.3	644.9	0.0	736.5	1600.0	Cap Off	1265.72113832392	477.50595232862736	1265.72113832392	458.90432653179386
1.439	1.699	315.7	48.0	152.4	567.6	0.0	777.9	1600.0	Cap Off	1223.2947314527273	436.0940064975124	1223.2947314527273	420.6980281060679
1.799	1.929	328.9	58.0	148.0	575.0	0.0	787.4	1600.0	Cap Off	1231.7800128269657	444.3610839219562	1231.7800128269657	428.27572994951163
1.949	2.199	317.8	48.0	164.3	580.2	0.0	812.1	1600.0	Cap Off	1204.909955141877	418.21199165856666	1204.909955141877	404.4033619554273
2.349	2.459	405.4	146.7	66.5	685.6	0.0	716.2	1600.0	Cap Off	1329.3607486307094	473.4763594794314	1329.3607486307094	466.71614968451826
2.479	2.549	402.6	145.0	62.2	677.2	0.0	704.2	1600.0	Cap Off	1316.6328265693514	580.4238004150897	1316.6328265693514	597.3892231414804
2.559	3.728	314.4	43.2	183.0	594.4	0.0	850.5	1600.0	Cap Off	447.3644900943919	348.2484588517435	531.1745961407912	411.71937454876496
3.768	3.928	674.5	344.0	6.0	1013.3	24.0	718.2	1600.0	Cap Off	432.32328782141695	568.2562266338381	575.8544399221773	603.2177357821732
3.938	4.038	717.9	533.4	8.0	1056.4	20.0	648.8	1600.0	Cap Off	485.62377311518793	727.5414877127879	630.5287133675582	699.7430377866203
4.058	4.208	796.5	814.0	21.5	1600.0	73.0	491.4	1600.0	Cap Off	588.986700399414	1035.8037544224119	729.3185751636736	1030.6563781247512
4.248	4.418	405.0	397.5	269.3	766.0	0.0	810.1	656.5	Cap Off	269.4176222894635	530.1063481934983	380.1573549706704	530.7025546115051
4.457	5.047	712.3	655.6	30.7	1600.0	95.0	526.5	297.5	Cap Off	540.6003276340109	743.0601268084812	663.9334942497222	762.8179583634213
5.127	5.247	674.1	704.8	1.0	1600.0	64.6	592.7	310.0	Cap Off	502.7515873487608	498.6970392108798	608.59037240229	498.78111614124117
5.367	5.907	240.4	305.2	1600.0	633.1	0.0	998.0	1600.0	Cap Off	110.35062808208835	129.80510160326543	232.168572627438	215.18865342136138
6.056	6.156	1354.2	1440.6	1217.0	1600.0	950.0	61.1	1600.0	Apply Tip	1021.6701606937522	1323.3911066229655	1074.4360314247344	1358.9667082003828
6.196	6.316	1600.0	1600.0	1298.5	1600.0	920.7	60.7	1600.0	Apply Tip	1919.08780414029	977.4290380811827	1919.08780414029	1007.8151072878816
6.336	6.476	1600.0	1600.0	1265.3	1600.0	891.2	55.5	1600.0	Apply Tip	1876.661397269097	912.7876194222384	1876.661397269097	988.4651439273802
6.586	6.746	513.4	686.2	1600.0	1600.0	29.7	715.1	1600.0	Apply Tip	533.4588005960162	323.5873846527278	540.596326666858	384.4015278699621
6.766	6.896	537.9	715.9	1600.0	1600.0	46.3	500.4	1600.0	Apply Tip	797.9286174810242	392.65852800614215	819.1510350828534	359.0247423329515
6.916	7.136	582.7	737.0	525.4	1600.0	47.4	115.1	641.9	Apply Tip	567.3604307622575	355.1780822393865	599.0354689834128	378.8664332565835
7.196	7.466	1600.0	1600.0	85.9	1600.0	87.5	0.0	575.0	Apply Tip	500.88638164321736	526.8789993854687	531.7164761331749	526.29401142438
7.486	7.876	1600.0	1600.0	1600.0	1600.0	53.8	0.0	588.4	Apply Tip	513.9706869926335	536.3467196527746	555.7315498225253	548.4206599295806
7.915	8.864	1600.0	823.9	1600.0	1600.0	29.0	0.0	1600.0	Apply Tip	548.0813498708113	559.8946516539887	567.8934671426824	582.249508620975
8.885	9.565	1600.0	810.8	1600.0	1600.0	19.0	0.0	1600.0	Apply Tip	580.8888675450075	568.707530007609	570.1453552067685	600.646690005922
9.584	10.134	1600.0	826.8	1600.0	1600.0	36.0	0.0	1600.0	Apply Tip	678.6996622346841	588.1344347236405	509.77178825779663	630.4571898446598
10.154	10.674	1600.0	1600.0	1600.0	1600.0	39.6	0.0	1600.0	Apply Tip	603.2986984894889	598.1192193321351	597.9891074893046	642.0320119902858
10.714	11.094	1600.0	894.9	1600.0	1600.0	45.0	0.0	1600.0	Apply Tip	595.1921318299387	606.2427508442719	591.0530353557151	642.4789185416
11.114	11.384	1600.0	1600.0	609.6	878.3	47.0	0.0	1600.0	Apply Tip	506.18075647967356	570.8387934395994	600.5117185378618	609.198036777414
11.403	12.083	1600.0	858.2	1600.0	1600.0	43.7	23.5	1600.0	Apply Tip	494.6542425833695	572.2911867885888	586.3126948898472	595.2956858216253
12.103	12.233	1600.0	1600.0	1600.0	1600.0	59.0	206.8	15.0	Apply Tip	594.4209246966202	602.7036621099282	644.8543044141707	573.4737905345495
12.253	12.513	1600.0	1600.0	624.6	1600.0	69.5	214.5	20.2	Apply Tip	621.8468996122851	537.1915385052654	686.0811930668203	530.1378170637952
12.533	12.623	1600.0	1600.0	1600.0	1600.0	79.9	549.0	34.0	Apply Tip	802.5604083537911	519.8916319066689	865.9352808174909	513.7966437464332
12.663	12.833	1600.0	770.0	561.4	1600.0	60.4	753.4	15.5	Apply Tip	925.1655599622851	646.3823853543132	958.4684844186999	645.6740108415396
12.853	12.933	581.5	681.2	1600.0	1600.0	36.6	833.3	1.0	Apply Tip	982.5532515630321	805.0867097875959	1001.0131285713387	812.3444764553517
12.952	13.062	558.0	672.3	1600.0	1600.0	58.2	780.4	15.3	Apply Tip	957.4309507356676	416.4251896526768	957.1356104938882	411.51913607835496
13.192	13.352	363.9	417.9	169.1	663.3	26.6	970.2	246.3	Setting Units	989.3719500737498	185.5153870381012	1039.5394924333584	230.6371150597186
13.372	13.722	352.2	381.6	3.0	657.2	15.3	946.3	389.7	Setting Units	467.5216485711074	217.2401286402995	489.68246193796193	300.10290172868474
13.762	13.882	502.6	495.8	10.3	884.3	29.0	823.2	424.6	Setting Units	90.24945508894596	379.30049822823696	301.15706270419867	384.1455111804911
13.902	14.032	523.3	520.0	0.0	1600.0	21.5	852.4	448.6	Setting Units	154.80650556459446	350.5765092410339	317.0571882477655	412.18900247029194
14.052	14.332	568.0	572.2	0.0	1600.0	46.0	886.0	497.1	Setting Units	272.10410799819067	354.3498820947705	372.8382926363876	366.68340691345367
14.352	14.482	604.0	605.4	1.4	1600.0	79.0	888.7	559.0	Setting Units	324.13271707557476	399.9703787400968	420.06400238311204	382.9221634054305
14.502	14.992	622.1	619.5	0.0	1600.0	71.0	943.6	590.2	Setting Units	369.53201868021824	471.2762388809388	474.0272732251517	401.89504123332557
15.031	15.141	625.0	631.6	0.0	1600.0	63.0	978.1	597.9	Setting Units	415.34141667808706	516.4842992898579	518.5400099666762	442.17230376628794
15.221	15.511	628.4	639.8	0.0	1600.0	59.0	976.0	607.1	Setting Units	411.3772914541516	514.1711001729352	511.89401524159734	448.62194408514995
15.611	15.681	264.8	455.7	400.5	1600.0	0.0	1600.0	129.5	Priming	327.1361929402156	157.93414353229704	346.60024258536646	223.18769952550957
15.701	15.831	270.0	597.5	557.3	1600.0	62.6	1600.0	11.7	Priming	278.74702871599277	171.04442204161182	276.31604242214047	223.2215958071175
15.851	15.981	389.0	666.4	544.9	1600.0	67.3	1600.0	14.9	Priming	138.61511615734557	169.8062450586171	246.5628805682735	240.47295203449497
16.43	16.93	453.2	660.5	558.0	1600.0	93.0	1600.0	37.8	Priming	161.24631252652082	125.27748789602667	235.05075301056692	159.78930215264842
16.97	19.918	468.0	676.7	599.1	1600.0	103.0	1600.0	41.8	Priming	142.7207705500848	116.9160579661766	248.25476800157145	148.75938714585834
19.958	20.058	485.7	518.8	359.2	1600.0	0.0	1600.0	153.0	Priming	137.53628767520945	123.27674040226552	260.23168944260055	151.18093849064323
20.068	20.228	497.8	498.6	295.1	1600.0	17.7	1600.0	215.7	Priming	135.54288156919785	133.29769033531127	281.4417292788619	151.90020191887004
20.268	20.688	469.9	651.8	579.0	1600.0	77.0	16.8	23.7	Priming	132.89471893322983	128.46863882176638	322.26484111298925	141.5978899547912
20.758	20.978	0.0	535.1	878.7	1600.0	591.7	1633.0	585.3	Priming	919.0784786781489	738.5261306893152	676.6769275851243	783.3933422463816
21.358	21.508	500.7	397.2	14.6	796.3	42.7	996.5	472.6	Priming	75.09039427348435	233.58014888472846	413.74859158305605	219.8563506280364
21.547	21.907	475.7	435.3	28.0	805.1	46.1	1600.0	457.2	Priming	43.274884221989524	271.3687332036677	274.06615896122145	282.395505722415
22.237	22.477	0.0	305.4	635.8	348.0	234.0	1600.0	197.9	Priming	564.223807115369	403.2887840158848	571.2966155347436	532.5689931216947
22.497	22.727	0.0	350.1	689.6	375.9	286.0	1600.0	251.2	Priming	593.7749074846715	410.70026683397356	605.4514355998161	513.8290649457758
22.767	23.437	0.0	352.8	681.3	387.4	280.4	1600.0	250.2	Priming	592.6578074888263	424.1391389780657	603.0531439352712	544.5577114979764
23.496	23.896	0.0	344.8	677.5	383.3	282.7	1600.0	253.4	Priming	590.6443634834117	443.1038957717871	588.1160441629625	578.8134602311919
23.916	24.096	0.0	344.2	669.6	386.1	273.1	1600.0	243.4	Priming	585.8327353412711	484.89590441431784	587.3801203964165	598.8944869925144
24.446	24.566	517.0	465.9	0.0	879.0	30.4	864.2	428.5	Setting Units	158.27028791548247	345.2754164933433	296.1467170665802	386.83503461275234
24.586	24.696	549.4	504.4	31.8	1600.0	60.3	830.0	488.5	Setting Units	169.20635137919467	382.2324166178153	313.30989914996456	425.76246396129255
24.716	24.826	573.7	564.2	8.9	1600.0	70.0	793.6	517.2	Setting Units	260.28809791758573	417.01822814392455	365.25098469424154	402.01572569513087
24.865	24.955	554.3	586.5	0.0	1600.0	57.0	826.9	501.1	Setting Units	286.0372488936333	384.1763830979723	371.17895151599987	403.5946482640359
24.995	25.115	560.0	587.2	0.0	1600.0	43.0	875.1	513.9	Setting Units	332.3701796399968	376.01182562135034	419.317857365545	334.42202848948904
25.135	25.245	572.1	598.6	0.0	1600.0	52.0	895.5	529.8	Setting Units	393.12144578804003	424.5070350363524	481.8617854953603	381.47942242276247
25.285	25.765	577.0	606.0	0.0	1600.0	58.0	908.7	546.9	Setting Units	427.3650062612343	448.57922425265656	502.5098738916847	423.5084710521242
25.835	27.084	579.0	607.4	0.0	1600.0	53.8	913.7	549.7	Setting Units	433.6951865435538	443.0384850971817	498.6387039778979	434.29423293236954
27.104	27.214	572.3	593.0	0.0	1600.0	42.0	898.4	527.9	Setting Units	414.7677522452345	445.80265967790643	536.4830624417725	440.55617063002666
27.254	27.344	555.0	580.2	0.0	1600.0	42.8	874.8	507.4	Setting Units	396.80575526840454	417.643541043091	494.80428433266337	396.79028829619403
27.384	27.634	534.6	547.0	0.0	1600.0	39.2	842.2	480.6	Setting Units	295.4398561259814	422.06996571816643	391.0644648842922	412.0391376368471
27.684	27.764	482.9	463.1	15.8	1600.0	0.0	852.7	404.4	Setting Units	148.60499867243354	423.10734303777355	332.34574067218705	477.6635968827622
27.954	28.024	360.6	557.3	411.3	846.2	8.2	957.0	8.1	Injection	76.71655321390399	243.78289700054825	354.36613300889894	362.4368849008815
28.244	28.344	0.0	362.0	659.9	372.9	319.2	1600.0	299.3	Injection	453.53982762564993	379.6424949771372	500.7571519100749	468.33826928618925
28.363	28.573	0.0	312.7	679.1	317.8	313.7	1600.0	285.2	Injection	489.94500966687207	425.9623819719731	533.4014525969739	458.38502178506326
28.653	28.723	277.5	293.5	1016.7	0.0	581.4	1600.0	550.5	Injection	893.7258569044257	710.465102439834	744.2118792997248	666.4883063997468
28.763	29.013	257.1	290.7	1032.5	0.0	617.7	1600.0	584.8	Injection	474.9497445502179	473.09358234208537	490.43684272871394	487.32484552211065
