Thumb_RX	Index_RX	Thumb_RY	Index_RY	Thumb_LX	Index_LX	Thumb_LY	Index_LY	Action	start_time	end_time
738.9504432678223	786.020393371582	686.1386346817017	740.2984857559204	1045.8071899414062	1024.5516204833984	445.5522644519806	438.0617666244507	Cap On	56.577	56.667
703.0752427237375	760.1683371407645	716.6246959141323	756.7221512113299	1178.4394945417132	1160.8613858904157	322.2614908218384	283.17999805722917	Cap On	56.807	57.087
696.5628623962402	758.4685039520264	715.9952795505524	719.3196952342987	575.8905792236328	576.3315010070801	172.442307472229	170.61244010925293	Cap On	57.127	57.357
680.3480529785156	716.6650199890137	720.8491337299347	753.7022888660431	766.4888381958008	777.0048904418945	0.0	487.886383831501	Cap On	57.397	57.487
667.8293609619141	731.9730758666992	725.4571795463562	727.4852514266968	873.9083480834961	857.1067810058594	312.4172794818878	289.7494161128998	Cap On	57.526	57.646
689.5932197570801	766.2078993661063	737.3315273012433	740.9687222753253	1053.3970969063896	1022.4704033987863	486.1373315538679	464.3579077720642	Cap On	57.666	57.976
740.0303077697754	821.5098667144775	733.603407740593	726.1877650022507	1040.2704334259033	1014.5587348937988	519.3279173970222	508.5952618718147	Cap On	57.996	58.176
747.9436254501343	838.0231475830078	723.1912332773209	715.675892829895	1055.9919548034668	1031.6671657562256	523.2363894581795	516.2402012944221	Cap On	58.196	58.346
745.0102615356445	823.4574508666992	720.8015620708466	725.7172465324402	1039.2804336547852	1014.6471977233888	534.7472584247589	524.5395648479462	Cap On	58.366	58.446
740.2100276947021	829.799222946167	713.2490837574005	711.9208431243896	1028.0981063842773	999.2151260375977	544.8035734891891	528.818439245224	Cap On	58.466	58.726
747.6841163635254	830.0808048248291	704.5761501789093	719.12792801857	1015.7036018371582	987.6897811889648	554.9779272079468	538.9672636985779	Cap On	58.756	58.856
744.5913276672363	834.020679473877	705.6797804832458	707.911728143692	1027.6612701416016	990.2071838378906	545.1483864784241	532.2057892084122	Cap On	58.896	59.286
744.8985862731934	839.2788124084473	703.9863753318787	701.7525672912598	981.17431640625	1010.7731246948242	547.494124174118	602.463948726654	Cap On	59.315	59.455
753.1664657592773	848.3396244049072	701.6669082641602	706.6220051050186	993.6870288848877	971.3092803955078	613.751585483551	573.1137692928314	Cap On	59.515	59.685
