start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.85	1.1	300.6	28.2	183.6	550.0	0.0	373.4	1600.0	Cap Off	921.1632254084944	346.57796544307644	951.4092830530242	381.4296612203766
1.119	1.249	279.7	65.8	151.1	533.0	0.0	431.7	1600.0	Cap Off	255.31390196980445	254.97798934520839	341.72049365208784	286.23598096735776
1.269	1.579	266.6	91.2	126.5	506.9	0.0	460.4	1600.0	Cap Off	266.20535450000557	249.51633019984914	331.57292230851203	275.3192703215782
1.599	1.709	268.8	92.0	123.0	507.7	0.0	457.9	1600.0	Cap Off	210.95715616520667	256.1081050729856	252.9642216528616	272.3067748238432
1.819	1.949	362.3	0.0	243.6	617.9	38.6	313.1	1600.0	Cap Off	305.3247772358771	378.49339157767815	318.1757939086116	341.3902764462464
1.969	2.069	375.7	0.0	248.7	619.1	45.0	348.9	1600.0	Cap Off	437.1741250419818	367.6515704389705	463.7609009204655	370.0050692502694
2.129	2.249	368.7	0.0	244.1	631.0	33.0	327.7	1600.0	Cap Off	439.7893314118201	316.75788594194574	434.37130570596287	322.0546110944792
2.399	2.559	332.1	0.0	241.6	637.5	5.0	348.9	637.6	Cap Off	779.0717932282157	259.74731465764324	787.0334887597638	280.04897898474536
2.579	2.659	251.8	100.7	150.3	543.0	0.0	461.9	1600.0	Cap Off	826.0399563992016	125.5617636331315	825.2652285715361	171.71022333631433
2.678	2.798	243.4	125.0	130.4	526.0	0.0	483.3	1600.0	Cap Off	557.6260977736063	152.8102510858804	539.7760394151691	206.88328486017252
2.848	3.248	357.1	4.0	256.2	658.3	2.0	364.9	1600.0	Cap Off	544.557738128492	336.9965728588943	575.2494001362104	328.19409873267125
3.308	3.458	322.0	228.4	349.9	647.4	0.0	1600.0	1600.0	Cap Off	476.61926484433457	625.973219237096	494.2522775162312	568.071194477152
3.498	3.568	376.0	270.1	365.5	692.4	0.0	285.4	1600.0	Cap Off	902.7533508734945	453.4874439451602	902.5500769538304	476.18105757831466
3.648	3.728	366.3	340.8	368.8	677.7	12.5	281.1	1600.0	Cap Off	903.7122698434611	537.3475206250508	903.515151497138	580.7074436281642
3.768	3.878	347.1	437.2	352.7	659.0	8.5	288.3	1600.0	Cap Off	897.0251320891376	580.0863472100758	896.7846541707653	598.5941468408643
3.918	4.168	340.1	404.8	335.7	653.0	6.7	280.5	1600.0	Cap Off	590.4672753556076	372.83051245888555	643.4393075637462	416.20156971327515
4.218	4.318	331.3	449.2	306.8	640.1	0.0	283.0	1600.0	Cap Off	202.73394994183676	364.21088957025853	349.74449609096683	373.0014011108216
4.337	4.597	326.5	437.0	285.4	624.9	0.0	295.4	1600.0	Cap Off	206.60970730736628	361.79475709747794	363.5433819480145	328.4759399328241
4.617	4.747	349.6	430.0	308.4	653.8	0.0	275.0	1600.0	Cap Off	543.4412119932739	400.8587615601875	558.0107343367354	356.2255811326585
4.787	4.997	636.5	226.5	591.7	950.5	266.8	24.0	243.2	Apply Tip	798.8570911839025	752.0489354210639	839.2357839057869	702.6008679853857
5.047	5.147	677.5	243.3	654.1	1015.7	314.4	7.1	1600.0	Apply Tip	705.0063615005331	705.0923400010469	769.5966397702203	636.4150028968317
5.167	5.277	696.6	255.5	687.3	1053.7	326.2	13.4	407.5	Apply Tip	661.2910953713034	670.1774279992532	724.3041061954975	603.9390629877793
5.317	5.577	728.0	269.8	704.9	1114.2	320.4	43.1	433.3	Apply Tip	673.8590140122403	664.6052652849912	700.9445764759088	607.033132837015
5.597	5.847	698.6	340.9	700.1	1089.1	297.7	14.8	1600.0	Apply Tip	704.9552959340733	558.8028424954224	730.6188564307196	555.6279789165538
5.907	6.147	493.0	458.2	86.5	876.8	91.3	47.8	1600.0	Apply Tip	491.28222965518955	220.44297702746735	521.4963475715305	318.3154142263011
6.166	6.266	488.4	1600.0	494.4	874.6	52.8	34.5	1600.0	Apply Tip	469.1291755855145	203.40406282990506	490.76597231965553	237.36457987295435
6.286	6.546	506.3	639.4	35.7	891.8	43.0	5.8	1600.0	Apply Tip	460.6286990944563	215.05812645065612	484.49543742333697	250.12622116992722
6.686	7.216	514.1	634.6	492.1	897.4	30.1	1.0	1600.0	Apply Tip	451.64746174683404	252.99126148391457	466.3616137147816	259.4037986828703
7.266	8.135	546.0	579.0	502.1	1600.0	40.8	0.0	1600.0	Apply Tip	470.30066471873005	298.1628842959568	472.5477958409105	287.3690585540093
8.195	8.845	554.3	546.5	498.7	1600.0	24.2	8.0	1600.0	Apply Tip	489.63646512242127	360.3993785881667	488.6395853477914	335.52608128828666
8.865	9.115	547.5	525.6	504.0	1600.0	35.8	0.0	1600.0	Apply Tip	445.2910647114622	298.19846210402795	428.38286175943045	273.0898762597379
9.135	9.395	572.3	479.3	499.4	1600.0	47.9	24.8	662.4	Apply Tip	997.4089910817462	285.256874771069	991.105050234677	269.8674751427852
9.415	9.985	546.7	500.4	491.1	1600.0	49.4	4.0	1600.0	Apply Tip	899.3338117312642	291.0716763384073	905.4959316777574	282.69846442047043
10.004	11.413	532.9	525.3	480.1	1600.0	44.6	0.0	1600.0	Apply Tip	565.2107776022273	293.707931811991	607.3641687446432	303.8893017739102
11.433	11.663	520.3	1600.0	509.3	1600.0	50.4	68.0	10.6	Apply Tip	254.35475897733352	270.9183632609985	326.36262033437464	321.4033411713953
11.703	11.943	443.0	503.0	487.3	829.0	44.1	323.3	7.8	Apply Tip	268.684787467398	245.803572384005	341.2190804951289	323.75525271385743
11.983	12.393	434.0	496.8	474.6	813.6	40.8	449.4	1.0	Apply Tip	278.14144720662574	243.37268007572135	343.13492190019423	315.60924034666584
12.413	12.523	389.7	506.2	422.7	752.1	21.2	428.1	1.0	Apply Tip	271.1181167848826	228.11554011405528	334.93920734408977	299.7708641787784
12.603	12.763	370.9	536.2	406.2	721.4	31.6	1600.0	0.0	Apply Tip	301.98343729289786	272.44671869267484	355.96606158384697	345.74203568966544
12.783	12.893	368.5	619.8	408.9	718.6	30.4	437.9	0.0	Apply Tip	311.87146337459103	287.7059817297199	357.10804376609036	369.8145712852367
13.232	13.302	346.6	484.4	76.0	644.4	0.0	500.9	280.9	Setting Units	308.795070230901	327.63999451606287	362.6790033935119	388.0552471392078
13.342	13.612	388.1	462.3	80.3	702.2	29.0	467.8	294.3	Setting Units	296.467005870169	347.37069530749307	359.07123495251284	407.6467782975202
