start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.33	1.19	238.2	52.1	127.0	422.7	0.0	359.1	685.0	Cap Off	353.87460980069267	381.12895348108384	362.2724152773459	439.4875572958286
1.209	1.279	327.0	0.0	202.7	512.0	28.9	304.2	624.9	Cap Off	198.60690535874045	126.2735245577248	233.1484814957252	194.74378249116697
1.299	1.399	325.8	0.0	207.5	515.0	31.0	300.2	625.0	Cap Off	231.38150143269144	184.28279279170408	265.27830112774603	243.51714701538293
1.419	1.529	323.6	0.0	211.5	516.2	36.0	293.5	621.7	Cap Off	268.57598489624013	234.74003343967922	297.7832408309868	263.55461630975225
1.569	1.809	286.9	8.5	170.6	473.0	0.0	331.5	665.2	Cap Off	228.04307171947724	174.47971102652147	242.605771128835	168.47510655357692
1.829	1.939	318.4	0.0	1600.0	515.0	25.7	313.6	649.0	Cap Off	219.80700811896088	195.82889477285008	223.4506495317989	181.42576968701258
1.979	2.099	321.3	0.0	1600.0	520.0	23.3	318.6	655.8	Cap Off	209.06183258678027	158.1308228771814	210.29188383765924	150.8080512073978
2.119	2.229	348.8	0.0	231.6	549.1	44.0	293.5	631.0	Cap Off	229.5703474278722	171.5107286228667	213.08379620256332	164.46230934399352
2.299	2.499	369.4	0.0	243.1	575.0	53.0	288.1	616.4	Cap Off	181.4431313523921	598.9299064792759	195.03454311893103	601.2564040060624
2.519	2.649	339.0	6.3	217.4	549.0	20.0	310.7	642.5	Cap Off	203.2561815494167	1240.2652942012044	241.2662903737785	1240.2652942012044
2.668	2.778	340.6	0.0	218.2	550.0	15.1	313.6	564.6	Cap Off	348.28564610110135	700.3091979885609	370.82961204424566	690.4192276121227
2.798	3.438	336.3	0.0	222.5	546.1	15.5	331.2	667.0	Cap Off	370.36871434258313	239.72646376761594	368.89086266814223	243.26293785170574
3.478	3.578	341.5	0.0	226.6	553.0	22.0	313.8	651.7	Cap Off	466.57642742062393	509.9317643721126	413.8690021573968	534.2658216093897
3.618	3.858	347.6	0.0	218.9	557.0	15.0	315.9	649.9	Cap Off	345.56808905586445	609.2423852737302	361.77641299813143	628.6164738515872
3.918	4.108	353.2	5.0	219.5	566.0	14.0	306.5	642.5	Cap Off	238.80610245163166	587.9928814278095	267.6090646491509	601.1820532295392
4.168	4.278	340.3	179.0	255.8	555.0	0.0	305.0	40.3	Cap Off	365.004015539707	514.1425651060681	387.57295735213495	518.7966652980332
4.298	4.398	404.6	157.3	303.4	621.1	11.3	242.4	576.3	Cap Off	391.2401617912772	483.15771154281896	430.7332944414831	474.46125460037376
4.417	4.537	399.9	163.0	306.0	616.9	15.0	246.4	578.4	Cap Off	325.92747783025425	391.9771400752164	370.5974718884013	387.71204360390055
4.617	4.707	661.5	0.0	570.5	884.4	277.7	147.9	340.8	Cap Off	533.9789591986746	634.5414459273665	578.9655060541869	624.8454868821541
4.847	4.977	763.9	0.0	685.9	1006.2	408.9	201.7	287.1	Cap Off	456.6892483705468	545.2908376201649	503.8222937523179	536.3535949481725
5.027	5.097	852.4	0.0	769.0	1085.5	500.6	284.3	261.9	Cap Off	570.8619635364375	672.4502511104148	615.3094163537535	682.3755112244413
5.117	5.227	911.9	0.0	830.0	1150.3	559.7	326.9	245.5	Cap Off	639.6514946754066	745.4432530132334	679.5292643104868	740.973956927276
5.247	5.447	941.1	0.0	857.0	1184.5	583.7	348.9	243.8	Cap Off	673.7337769620116	759.3887527970279	689.3561618200864	754.8619528683261
5.487	6.027	662.3	268.8	626.3	937.5	319.0	0.0	301.3	Apply Tip	371.13329636255645	393.6529136316955	353.59479102885683	389.0679000835906
6.096	6.216	645.4	299.0	613.7	918.7	307.5	0.0	284.3	Apply Tip	396.48773305952614	404.83538591395615	333.28914650681924	399.1137480585892
6.236	6.366	636.3	306.2	603.8	906.6	297.0	3.6	326.3	Apply Tip	442.57078790056266	434.355381939228	353.30753800714865	421.0016436014597
6.386	6.476	632.6	304.9	598.3	899.2	296.4	6.0	324.3	Apply Tip	412.13598481751563	485.7360929200598	444.6853382784742	473.4735485801587
6.516	6.766	632.3	308.5	595.6	896.3	294.5	10.0	322.0	Apply Tip	481.01518194363365	527.9106127409251	465.4033895155527	516.1863733084488
6.786	7.176	679.6	324.6	647.5	949.3	344.2	1600.0	0.0	Apply Tip	533.3410845749221	591.3232310592429	515.87144861211	581.2095388986245
7.196	7.296	683.9	342.5	656.5	957.4	349.3	1600.0	326.8	Apply Tip	552.8201039061767	588.4659682459406	462.8722338701653	573.2721514330509
7.376	7.576	361.1	483.0	316.9	620.0	14.1	1600.0	605.5	Apply Tip	243.57436199294943	210.4108831331145	235.9548604598365	197.5228678088546
7.745	7.865	389.1	562.1	327.0	639.9	18.2	86.3	596.9	Apply Tip	295.5476250195529	278.03414599827926	295.90464171993915	254.29381212516756
7.885	8.545	399.1	464.0	337.3	653.6	24.0	3.0	597.6	Apply Tip	320.9160280065235	317.2601900408435	305.3426380360423	307.07666621840224
8.565	9.564	407.3	466.9	338.3	651.2	16.1	0.0	553.0	Apply Tip	384.817818754512	351.76320029056103	390.4080502655714	353.92300940032766
9.584	9.904	394.6	460.6	325.2	632.9	19.8	1600.0	530.0	Apply Tip	239.33975544385794	346.2892541805442	309.8925647008296	359.15287887698366
9.944	10.324	385.6	436.5	312.6	615.3	25.0	1600.0	500.4	Apply Tip	286.98312614504107	256.7183993701153	373.34535781552364	289.6932588689941
10.344	10.754	389.5	436.6	316.5	619.6	32.0	1600.0	483.8	Apply Tip	305.84926937216636	287.23822397806464	343.0411566351652	300.932655472811
10.794	11.174	390.2	438.0	307.0	615.0	22.8	18.0	480.2	Apply Tip	264.520758981938	284.71620245213114	309.51832101045983	300.90595232767197
11.213	11.613	409.5	421.2	312.1	636.1	15.0	0.0	604.4	Apply Tip	265.71241102624714	287.02293179692185	309.0625374932952	306.1084421945868
11.633	11.743	400.3	434.4	325.5	632.2	21.0	0.0	497.4	Apply Tip	258.7845356211144	280.0696359218753	299.7132929496631	307.7462007731591
11.763	12.423	400.0	437.4	332.7	636.9	30.0	0.0	502.4	Apply Tip	259.82673987172956	291.0937535895888	305.0139849516436	317.610092927204
12.463	12.713	389.0	449.6	328.8	628.4	26.0	1.0	527.3	Apply Tip	176.72574708911267	306.00359731465335	280.98622181796384	322.5140787904217
12.753	12.993	376.1	468.7	343.8	619.9	34.4	97.0	7.8	Apply Tip	108.3656683272728	286.8821197895649	289.8943764318566	280.62671270413136
13.182	13.282	364.2	533.7	342.2	611.5	36.1	114.0	14.8	Apply Tip	58.86482273040974	203.9882852541907	320.8467045366851	156.05896125966942
