start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.7	0.82	266.1	0.0	170.0	503.3	18.0	280.1	624.0	Cap Off	1261.4784976368007	1261.4784976368007	1261.4784976368007	1261.4784976368007
0.84	1.28	256.8	0.0	166.0	500.1	10.0	290.4	647.6	Cap Off	1051.9060281962188	1269.9637790110394	1050.3524634996313	1269.9637790110394
1.369	1.449	262.9	0.0	173.4	511.3	12.0	291.6	659.0	Cap Off	261.9976121057768	314.51957725735514	319.49549407294506	436.22103242404535
1.519	1.699	295.0	0.0	1600.0	527.0	13.0	292.8	661.0	Cap Off	197.20919623636263	232.2705460000168	316.07015787517815	346.4310594380111
1.789	1.929	293.4	7.0	197.6	570.1	22.8	300.5	683.0	Cap Off	272.1463411202416	308.33054475975547	340.9884946234855	363.02958539662365
1.989	2.079	292.9	27.7	1600.0	595.0	40.8	302.7	708.3	Cap Off	302.31938148161254	360.047196872871	375.7803351500965	397.9957596701046
2.099	2.249	313.2	8.0	1600.0	634.2	40.2	308.8	1600.0	Cap Off	288.2260282901816	339.26825803827086	340.06873201377914	371.9346428229135
2.269	2.369	337.2	8.1	1600.0	670.3	44.3	303.7	1600.0	Cap Off	313.86321331641966	345.4382929198202	343.54975240384624	376.9090027103878
2.389	2.499	384.6	0.0	1600.0	723.5	76.3	279.7	1600.0	Cap Off	365.8448029368557	443.0985383670824	381.37933191611603	450.689807566077
2.668	2.748	362.0	0.0	1600.0	699.3	62.6	329.0	1600.0	Cap Off	309.17302659662266	527.5052640775849	347.32217850052115	547.0297608518916
2.788	3.178	329.8	0.0	1600.0	661.6	31.3	385.5	1600.0	Cap Off	265.8276034584517	355.4693742407654	307.1166378803767	377.067001169662
3.218	3.288	334.7	0.0	1600.0	670.7	27.2	387.4	1600.0	Cap Off	283.2029943650555	214.36538596098694	322.6279376089458	243.78848524125002
3.348	3.428	343.8	0.0	1600.0	683.1	33.2	377.9	1600.0	Cap Off	320.7031080555379	155.42116773318025	328.51742959794086	225.97581287787187
3.498	3.578	347.9	0.0	1600.0	690.7	34.5	382.0	1600.0	Cap Off	366.171166226098	340.71071924522386	372.881932274982	367.8214748189619
3.618	3.728	321.5	199.1	1600.0	671.2	31.0	1600.0	1600.0	Cap Off	347.3838420623882	431.3017759687119	347.61113866925433	470.1239475591072
3.748	3.818	285.1	212.0	1600.0	641.5	9.9	1600.0	1600.0	Cap Off	299.01349805608976	403.62368219700164	294.53687461229526	445.06596365897724
3.898	4.028	283.4	177.0	1600.0	637.8	15.3	1600.0	1600.0	Cap Off	308.0237714068751	403.38821874286833	299.08145260860897	421.0371684860067
4.048	4.168	303.2	175.1	1600.0	653.6	18.6	1600.0	1600.0	Cap Off	310.5486378370396	439.20433599019015	320.4344416092263	447.0458724210569
4.188	4.278	309.5	168.0	1600.0	652.9	11.7	1600.0	1600.0	Cap Off	266.3932466097473	455.67345997871644	298.40008469297	458.1372729826702
4.337	4.447	529.2	0.0	1600.0	856.1	234.4	1600.0	468.0	Cap Off	533.1068162172458	568.0904980051982	569.5661754007555	593.3254101375844
4.467	4.577	612.3	0.0	566.6	947.2	326.5	102.0	370.7	Cap Off	534.1986526205482	562.3285427968616	573.7768713772577	594.8266822364923
4.597	4.697	697.0	0.0	625.1	1600.0	412.8	184.6	314.8	Cap Off	572.8239722521704	573.8499794896113	614.8742998040393	604.9018250569301
4.787	5.037	829.8	0.0	745.0	1600.0	536.3	293.6	236.0	Cap Off	677.3269112768587	659.1189407263669	711.6971699442465	691.1404423542984
5.207	5.277	286.6	505.8	275.1	629.6	0.0	284.5	662.1	Apply Tip	183.1248400742493	423.5951208513754	264.32243408632553	422.6307545311348
5.337	5.467	280.1	517.2	277.9	608.5	1.4	290.1	23.3	Apply Tip	264.79852499435606	429.73227073608615	334.46678423754827	437.86270441058946
5.487	5.587	277.8	1600.0	278.9	601.2	9.4	289.1	1600.0	Apply Tip	316.94627173519996	440.27644545044126	381.10494831870966	459.25920302957155
5.607	5.717	270.0	648.8	1600.0	592.8	0.0	298.0	819.1	Apply Tip	342.82209824601637	441.40060219981933	406.66952964406505	468.9187604503872
5.737	5.847	300.4	537.7	295.6	624.7	0.0	272.0	690.8	Apply Tip	402.76221832618035	468.8675109651308	459.1370263364062	498.56303611073486
5.867	5.997	315.4	545.9	1600.0	645.9	12.0	271.0	701.5	Apply Tip	426.5265084329145	489.4161288204848	485.18526425680653	512.1099170443382
6.016	6.126	362.1	520.9	1600.0	697.6	30.9	234.0	672.4	Apply Tip	481.1362890453626	524.097109203936	536.9190427108991	548.9077972997965
6.336	6.416	640.4	342.1	563.0	993.4	303.0	4.5	394.9	Apply Tip	734.9698648295147	709.7134844521197	783.5795474540641	737.0095321412161
6.436	6.506	635.8	348.9	1600.0	992.8	299.6	0.0	288.4	Apply Tip	698.1370612809371	679.2780579822179	749.0511454612579	703.5816210762713
6.586	6.696	656.8	361.1	1600.0	1034.5	313.0	13.0	1600.0	Apply Tip	692.4884170412137	681.4942082913257	743.9118133314635	695.291710002063
6.716	6.826	659.6	362.4	1600.0	1048.5	307.2	15.0	411.5	Apply Tip	674.6802365538737	683.7643131011941	723.0926093022351	682.1322718320375
6.866	7.116	679.8	384.4	639.5	1600.0	310.5	0.0	1600.0	Apply Tip	675.1856584797914	723.2609393251417	733.15770960026	662.0203533571741
7.256	7.646	726.2	441.0	722.5	1131.4	370.4	1600.0	1600.0	Apply Tip	743.7151982032434	724.7147938346669	780.8331299404382	777.593188681019
7.785	7.935	380.4	562.5	395.2	757.0	23.3	253.9	253.9	Apply Tip	393.76378265243085	553.1820023227943	473.270042972509	451.16661372466723
7.955	8.065	391.0	553.9	396.1	766.1	20.6	143.4	140.9	Apply Tip	442.98920791495505	597.5049861225319	495.68254064933484	473.6594029415396
8.105	8.215	412.1	538.9	412.8	786.4	35.0	49.5	1600.0	Apply Tip	515.719072506445	528.3505804790551	567.2610466999698	595.4287107884262
8.235	8.345	421.9	532.1	417.4	794.7	35.8	15.7	1600.0	Apply Tip	531.1851254030793	582.3488369107455	593.6514080463677	583.4364153979266
8.365	9.584	432.6	689.6	425.7	810.5	33.7	0.0	1600.0	Apply Tip	561.054145557732	599.252374754965	597.3808972709684	595.7249261271687
9.664	10.094	420.7	633.5	419.4	800.0	37.1	0.0	1600.0	Apply Tip	589.38648641918	739.9103041922283	619.3584865406743	770.0393719039005
10.114	10.344	408.8	640.1	406.4	779.0	23.8	9.5	1600.0	Apply Tip	510.0050815413436	653.1406931665471	543.8113674130757	682.5673839210735
10.784	11.733	405.8	640.4	398.7	762.5	34.7	0.0	1600.0	Apply Tip	379.5046344181778	327.6727656703845	417.90096364982264	389.6277865466507
11.773	12.303	411.0	636.5	406.7	775.0	33.0	0.0	1600.0	Apply Tip	554.5669991754655	494.0099328088038	584.3886200442967	556.035298691841
12.453	12.633	396.8	697.2	412.3	762.0	31.0	0.0	1600.0	Apply Tip	542.8697054178492	489.06930270963716	571.818278041138	548.4525670942537
12.852	13.022	410.2	696.4	418.1	784.2	35.4	6.3	16.6	Apply Tip	524.9780311356923	443.2876170420095	551.756832472987	544.9766373871464
13.122	13.632	353.2	606.1	432.7	733.1	51.6	346.5	15.6	Apply Tip	232.55865685094204	43.01942159740647	274.49416260117005	321.9877013531838
13.652	13.762	382.3	564.0	433.4	755.5	59.8	343.4	29.2	Apply Tip	145.7118908969057	86.9346191771534	185.12611595738338	259.91408833136444
13.782	13.912	391.1	554.2	430.3	760.2	67.9	322.7	37.7	Apply Tip	145.16392260175152	86.43725120632949	156.24541196797287	251.85318230502384
13.932	14.032	383.2	550.5	406.8	740.4	51.7	1600.0	20.0	Apply Tip	162.14023272617982	83.31687118160326	181.12023145274122	263.3991698823398
14.072	14.272	398.3	546.1	1600.0	754.9	32.0	317.0	0.0	Apply Tip	156.68479444819081	97.32079895640896	175.9096141738096	255.23039553251323
14.332	14.502	363.2	604.1	249.3	721.8	12.0	1600.0	66.5	Apply Tip	92.18987516288324	146.8971081596949	120.1500597569776	197.46396629905226
14.621	14.851	470.8	434.6	0.0	817.9	39.0	1600.0	360.9	Setting Units	192.90933629031986	111.00758367854613	209.71734741031085	293.8283739985245
14.871	15.011	473.7	483.7	8.0	836.8	47.5	1600.0	394.1	Setting Units	121.1691471841801	118.79144871200401	148.0230683028669	228.19277044590265
15.031	15.191	468.2	506.8	6.3	840.6	43.7	1600.0	396.5	Setting Units	92.1831721915735	134.59318550443632	115.1374319786835	202.00171581107102
15.301	15.411	475.0	513.9	0.0	846.8	42.0	1600.0	398.5	Setting Units	106.13657763227215	121.86037512365938	135.86806696408036	216.85831627146868
