start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.32	1.05	640.4	131.0	42.0	356.0	0.0	288.7	1600.0	Cap Off	899.9508699565332	1000.0865185821116	870.5988328876273	1000.9579376983577
1.129	1.219	549.2	30.0	150.0	265.7	0.0	406.1	1600.0	Cap Off	348.87844819051344	904.3499578622373	398.5489653821318	903.618361849419
1.569	1.679	565.5	28.0	154.9	310.4	0.0	444.8	1600.0	Cap Off	341.8590345843109	899.6459271776268	391.94028192769235	898.8216624524731
1.699	2.129	600.6	29.0	170.3	278.3	0.0	446.9	1600.0	Cap Off	397.7065299621675	450.1995291875336	520.57632590473	540.3520896412623
2.149	2.379	646.6	36.0	181.8	302.8	0.0	466.3	1600.0	Cap Off	223.24084336781857	244.95203656992294	319.4999024747831	336.85064927783446
2.399	2.499	615.3	24.0	190.8	282.3	0.0	462.8	1600.0	Cap Off	264.8681777824449	287.3508885544195	330.74708427908087	328.0416532243839
2.569	2.649	618.0	43.3	180.4	283.4	12.6	427.1	1600.0	Cap Off	295.48990670062005	374.32724430346724	410.6159027089884	410.6797839059434
2.788	2.908	645.1	147.0	272.7	331.3	0.0	398.6	1600.0	Cap Off	351.8151847141153	375.8207138556832	436.44065683268605	438.04039554144134
2.968	3.078	716.1	198.0	243.5	374.0	0.0	1600.0	650.9	Cap Off	354.74641654518484	377.477455802872	432.24008303667057	438.76506261402335
3.098	3.188	734.0	189.2	239.4	396.4	0.0	1600.0	1600.0	Cap Off	348.0852820383422	376.4231732629803	429.6359642698696	430.5867077069058
3.228	3.628	676.6	38.6	1600.0	338.6	0.0	349.0	676.0	Cap Off	413.81818799667366	535.3944792650533	469.35214186341705	572.7052506550161
3.648	3.758	684.9	49.2	1600.0	335.5	6.4	357.6	1600.0	Cap Off	360.0081359461701	644.8797427159172	408.38846528546935	680.2741106704609
3.818	3.888	720.6	70.3	250.4	372.8	3.2	354.0	1600.0	Cap Off	288.14616202128053	714.9327498782136	341.82074506794777	754.313361560253
3.898	4.048	768.0	84.5	171.0	395.6	10.8	294.9	632.0	Cap Off	315.44125860757794	728.9493719186034	366.61500050951236	781.8309116099855
4.188	4.348	671.7	92.0	82.8	298.0	0.0	405.7	747.5	Cap Off	143.88854152283588	571.2769439017846	199.6718355788474	562.6369320295762
4.367	4.517	638.0	70.9	82.6	286.4	0.0	437.1	783.9	Cap Off	162.87311302034672	543.3941035676382	224.65771784134537	531.8921004609368
4.527	4.747	586.2	81.4	42.5	246.6	0.0	494.1	842.9	Cap Off	104.47299782614805	588.6039065376358	181.2944637749588	579.8936396020954
5.067	5.157	1600.0	422.4	591.9	815.2	266.3	8.2	289.1	Apply Tip	557.2043976231353	600.6704707943547	588.3055395984503	659.7669815923024
5.197	5.447	1600.0	417.6	593.8	812.0	267.0	15.0	286.3	Apply Tip	568.2106168202466	540.277601197996	593.5335879049876	600.091615159526
5.467	5.577	1600.0	427.1	597.9	821.4	271.1	24.8	1600.0	Apply Tip	638.7330404559232	620.3091638790422	661.1890202866404	648.1170671616281
5.647	5.717	1600.0	185.0	372.8	581.0	39.0	120.9	1600.0	Apply Tip	342.0452185317371	501.2806882728503	359.2649427238536	509.10342803721085
5.737	5.877	1600.0	183.1	366.3	581.0	29.2	57.0	541.1	Apply Tip	357.3091567701914	520.2896770589912	378.1570713572572	523.5559264650079
5.897	6.047	1600.0	223.3	395.9	619.8	42.2	0.0	1600.0	Apply Tip	398.90875267589047	481.07347743124564	430.9314610368979	505.98684259063464
6.066	6.166	1600.0	239.8	420.2	642.4	62.4	1.0	514.0	Apply Tip	441.7951856858666	476.3338948930956	482.943940766491	514.3558383919914
6.186	7.295	1600.0	223.6	402.3	621.9	42.7	3.0	1600.0	Apply Tip	457.76043059854095	491.57738375006136	526.9529353688138	533.073717306485
7.316	8.056	1600.0	230.5	391.6	620.7	23.6	0.0	1600.0	Apply Tip	478.9167330562794	514.7998892716078	545.4704553446494	543.7246425171527
8.115	9.764	1600.0	266.3	390.2	638.4	30.0	11.0	521.4	Apply Tip	476.74132138103704	514.5360084917999	533.2755229529329	509.1770746028903
9.784	10.973	1600.0	243.8	396.3	629.9	29.2	0.0	1600.0	Apply Tip	454.7863236116134	438.9019448239762	504.3353870749361	448.84199895916805
11.034	11.364	1600.0	227.2	398.0	631.2	32.0	0.0	581.2	Apply Tip	437.98640582676325	387.1182817134494	533.9580587972198	443.50995134842026
11.453	11.543	1600.0	224.0	404.7	635.6	34.7	2.0	583.4	Apply Tip	412.8424976636632	391.46549746487267	480.34028735816986	435.7193434143617
