start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.959	1.269	338.7	45.7	148.0	565.9	0.0	359.8	1600.0	Cap Off	938.2068592047717	508.2759528686983	592.8486382126911	559.2396901932683
1.299	1.509	629.2	300.7	66.9	872.0	110.1	160.4	1600.0	Cap Off	1194.9242913784942	837.2614998958309	868.7584305114185	1177.288685608214
1.679	1.789	623.6	300.0	64.2	838.3	109.0	144.9	1600.0	Cap Off	523.2242422523354	695.133930084855	675.7452096983849	734.2813461182544
1.829	2.019	395.3	74.2	118.0	598.3	0.0	305.6	1600.0	Cap Off	295.80820150743114	343.02983311026316	388.2446733918106	481.00993865137235
2.359	2.759	294.0	0.0	222.5	494.4	23.0	374.3	1600.0	Cap Off	340.61648970343293	331.3670152871918	405.6035397070644	380.981468242042
2.778	2.938	311.7	8.1	217.7	525.6	0.0	338.1	1600.0	Cap Off	388.45654048674925	400.0090711933389	445.26557314949605	435.8845899561474
2.958	3.278	346.7	70.1	186.9	562.7	0.0	322.7	1600.0	Cap Off	420.31156844762876	432.4080809370984	469.08198121326046	461.7142555158799
3.298	3.498	341.1	71.8	208.3	556.3	0.0	353.6	1600.0	Cap Off	414.35371808152644	422.62458184089417	457.6478844087383	457.499669851832
3.598	3.668	465.5	443.6	319.9	1600.0	0.0	218.4	595.2	Cap Off	496.06902869391047	532.8424682352776	556.731362683519	561.6837238643453
3.708	3.958	449.2	335.9	309.9	686.8	0.0	229.8	602.7	Cap Off	580.2032597282815	641.3772772353861	614.6864693579146	647.5762248208483
3.978	4.168	444.5	301.4	312.0	669.6	0.0	249.4	619.9	Cap Off	545.1127159873959	599.8374182692968	583.6109951928883	625.1137369300902
4.307	4.437	251.1	8.0	912.1	150.8	561.7	894.4	1600.0	Cap Off	636.9643647948174	223.4279269109133	602.5891111425932	218.37156710068373
4.457	4.557	244.0	0.0	857.5	149.0	505.0	859.4	1600.0	Cap Off	545.7933208635657	209.79649600691988	517.9417212607667	156.7886484089032
4.577	4.677	260.0	5.0	842.3	155.8	492.5	864.5	1600.0	Cap Off	515.2452781975427	317.7648622491108	486.9628112526922	227.07945600161977
4.697	4.827	270.0	0.0	825.2	168.2	478.6	862.6	1600.0	Cap Off	467.27704290158107	439.6049870362412	434.3381864236069	336.0350017142805
4.987	5.227	447.7	581.4	222.8	669.2	1.4	257.7	621.4	Apply Tip	373.09653706663863	501.15679136103876	466.32229954889755	515.1912794246765
5.267	5.507	358.3	590.8	261.7	598.0	8.5	270.8	663.1	Apply Tip	273.4170018491528	260.93250908209956	359.8736248868482	409.4212340963647
5.547	5.957	347.1	613.8	1600.0	607.4	22.1	280.2	670.7	Apply Tip	225.63751547270266	243.5997118682292	315.0316326595133	340.5132224311955
6.017	6.127	356.9	629.3	1600.0	620.3	0.0	278.3	668.7	Apply Tip	248.3994410421177	289.77052436085745	344.9071775236022	362.48477164297213
6.296	6.446	667.7	982.8	638.4	927.1	305.1	0.0	360.2	Apply Tip	656.7932387063896	691.901851798329	740.3563768808752	767.615075035046
6.576	6.826	687.1	1002.7	667.2	957.9	283.2	21.9	341.6	Apply Tip	605.4235337878031	617.7657330087999	664.8104816905815	697.4902167693596
6.866	7.106	674.2	977.8	650.7	942.8	281.0	0.0	1600.0	Apply Tip	652.5644099156873	799.0412127765397	677.9845413813149	767.3667708429105
7.266	7.406	666.0	943.2	619.5	927.6	251.1	1.0	12.0	Apply Tip	753.1518682031867	812.4583250162589	781.4210417122002	822.4065666434649
7.526	7.646	482.4	735.0	401.3	731.2	21.9	82.2	80.5	Apply Tip	641.7964663282186	490.4234052428575	690.0157719959552	569.1192953046968
7.696	8.396	512.1	750.8	414.2	758.0	24.5	0.0	545.5	Apply Tip	660.0355727693185	629.2951128021821	704.3518542278734	627.1055618801247
8.415	9.974	515.2	720.9	404.9	749.2	23.0	0.0	556.7	Apply Tip	683.5168702676833	673.3246828025098	707.7163443318624	652.6903003149511
10.014	10.913	539.5	710.2	401.1	771.2	36.5	1.0	540.1	Apply Tip	695.4841503004878	653.9490900717998	662.6623492691712	649.0507798852706
11.533	11.643	560.0	724.1	405.1	788.6	30.4	1.0	499.9	Apply Tip	634.8211051706893	600.6615503388751	595.4274601381111	640.6180573732871
11.663	11.903	541.2	709.0	389.5	767.1	7.0	2.0	566.5	Apply Tip	728.630863305493	573.2884555919743	565.1241577916472	626.810738140412
11.943	12.213	535.4	714.8	392.8	764.1	12.0	0.0	561.4	Apply Tip	601.97365021864	580.3151566012502	648.125476047607	596.1472768179743
12.233	12.303	535.1	724.2	400.5	766.8	19.0	0.0	561.3	Apply Tip	648.7671939617957	537.2500286888352	529.0444134784457	589.7893674216398
12.343	12.573	550.2	734.2	399.0	786.0	20.0	0.0	541.6	Apply Tip	626.8409267744514	570.1440022684106	612.652473568536	583.0054333542743
12.633	12.743	579.2	747.7	414.0	820.0	24.6	39.2	0.0	Apply Tip	636.2989946215135	601.5848167528694	638.0643660521325	635.4820779652134
12.763	13.073	513.2	785.9	442.7	765.0	48.8	323.7	17.7	Apply Tip	583.6624942309805	561.2253761395452	607.5756171051771	573.0675333046527
13.092	13.242	541.9	800.0	458.2	795.4	60.1	419.8	23.3	Apply Tip	577.0787598956906	562.9446898088643	594.9628501161928	557.5740322001931
13.282	13.542	510.3	811.8	465.1	772.0	61.8	507.8	33.2	Apply Tip	555.521680028451	493.8037140509566	533.7161324462354	461.8473592501936
13.562	13.672	486.7	764.4	421.2	767.1	34.9	290.5	3.0	Apply Tip	546.4124363669754	448.3260076126327	520.9517036238838	426.78657547834916
13.692	13.792	546.4	847.8	403.5	843.4	24.4	513.6	0.0	Apply Tip	679.1144178172774	530.0567858426098	664.2502974492091	506.00075832025163
13.832	13.942	605.7	917.7	428.8	911.9	64.4	457.8	34.1	Apply Tip	747.9033458438042	560.3660671097126	727.5997029754747	555.0899869331776
14.002	14.092	460.0	660.3	1600.0	711.5	0.0	507.4	193.0	Apply Tip	664.8917855861156	457.042195732093	654.2546937985636	470.31616919059127
14.112	14.342	478.8	673.0	1600.0	729.0	22.4	492.7	245.2	Apply Tip	661.8177778656574	480.9987558201806	668.346358544153	501.05460949955693
14.382	14.492	560.4	708.7	10.4	797.0	36.0	420.5	375.7	Setting Units	676.5289869716947	568.1798326398131	666.6262341949205	598.2652979243973
14.532	14.972	512.1	682.8	0.0	758.4	39.0	482.4	402.0	Setting Units	460.374610616456	425.49652028293707	548.0510326100597	480.46884934542686
