start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.32	0.67	234.8	50.7	143.3	462.0	11.0	352.1	1600.0	Cap Off	1264.306924761547	941.663129731755	1264.306924761547	924.4456270187894
0.82	0.9	343.0	0.0	245.5	572.4	59.0	277.6	1600.0	Cap Off	1417.0419894978413	615.7049219885512	1417.0419894978413	679.0403067747402
0.919	1.179	356.5	0.0	254.7	588.4	73.0	276.1	644.3	Cap Off	1003.758896027658	317.1905393467159	1043.1811611052208	398.63937824908965
1.259	1.399	324.2	8.0	1600.0	554.6	50.0	268.5	1600.0	Cap Off	375.80869339338767	454.94189606293975	559.3758485822924	471.3962969125658
1.419	1.649	339.5	11.0	1600.0	566.2	53.3	271.2	1600.0	Cap Off	378.90412391034823	524.0456482464228	556.3584646881337	602.690166146107
1.689	1.799	334.8	0.0	1600.0	569.2	36.0	304.8	1600.0	Cap Off	400.9321983451525	537.3565599359453	580.592577216608	653.1425371418333
1.839	1.949	328.3	3.0	1600.0	574.2	33.0	307.0	1600.0	Cap Off	393.9192678158448	501.43819276605194	575.4111157992083	619.0343103209336
1.989	2.219	303.9	0.0	1600.0	553.4	47.3	295.2	578.5	Cap Off	404.0696956200424	481.94100974126815	501.7153883767772	567.934594830989
2.319	2.419	289.7	39.8	1600.0	531.2	2.0	326.0	1600.0	Cap Off	365.5413930473545	408.43860613550214	433.1435312050719	461.34526170291593
2.568	3.208	280.1	231.7	376.1	538.1	49.8	272.9	1600.0	Cap Off	332.1124462960231	328.1170165296739	364.8636568152997	384.4929705023821
3.248	3.328	617.5	271.1	639.3	890.0	333.9	21.5	352.7	Apply Tip	515.8854365369519	620.331119856573	601.3183627249233	644.7397856891527
3.388	3.628	617.9	272.0	652.2	907.0	340.3	7.3	360.4	Apply Tip	430.9647466804817	633.5916279379612	509.3581906632471	628.4113451380465
3.818	4.068	655.3	306.0	689.8	972.9	356.9	7.0	371.1	Apply Tip	463.7354602773607	651.8975242183823	537.4149348413956	660.4325668243098
4.158	4.328	458.2	324.4	489.6	774.3	145.9	78.2	1600.0	Apply Tip	376.9587062923226	496.39494550810616	449.659355948493	509.81571624198216
4.387	4.497	379.7	316.8	417.3	697.9	50.1	48.3	1600.0	Apply Tip	406.2340527857819	465.5931703189592	470.3385029141203	474.50233229946235
4.517	4.627	381.7	325.6	420.4	702.8	46.2	22.1	1600.0	Apply Tip	403.6700183430736	422.1535540620184	433.0066209496953	412.11050815649946
4.667	4.947	407.4	318.0	441.7	731.3	55.1	0.0	1600.0	Apply Tip	377.17252374660194	436.87013191773025	425.0854234423025	429.4550328097855
4.967	5.237	403.4	325.8	437.8	733.1	41.2	5.0	1600.0	Apply Tip	295.4919190413993	534.5385301846351	358.4212823232423	546.3228326392449
5.287	6.047	406.4	321.4	435.5	738.0	33.1	3.0	1600.0	Apply Tip	313.3557123701773	176.61562075060507	380.93646958786695	355.96660342213994
6.066	7.565	422.8	302.9	428.9	755.0	36.4	0.0	1600.0	Apply Tip	474.67107080900115	379.194981619793	508.3713234973553	436.3315914113139
7.586	8.116	435.8	279.0	422.0	770.0	22.5	7.0	577.4	Apply Tip	455.8274634588931	419.80097709788294	474.8911558283983	483.0602093268621
8.305	8.835	425.3	306.5	434.7	760.0	41.0	12.0	1600.0	Apply Tip	427.45082316258913	414.21257035531795	460.2919901602024	476.20368275897164
8.875	9.095	412.5	300.8	432.1	743.0	37.3	5.8	1600.0	Apply Tip	407.9862773238091	394.3565940868147	434.7659618242759	463.1004612674221
9.135	9.385	405.4	302.8	423.6	733.0	29.2	0.0	1600.0	Apply Tip	388.27602763635207	369.5926128016824	412.99611561955373	429.48362142389226
9.534	9.714	381.2	350.7	477.1	711.7	81.0	241.1	43.3	Apply Tip	390.9430226179243	336.11090159835544	353.74474778532436	401.875227437299
9.824	10.084	386.0	360.6	462.6	715.7	67.6	317.3	34.2	Apply Tip	402.3446667961623	311.58604894457227	359.62592111364023	372.80013710449316
10.104	10.684	351.0	379.1	431.7	664.9	73.8	366.1	41.8	Apply Tip	338.0586356753372	304.1527195123611	352.83140045436323	365.25289420297577
10.704	10.834	373.8	440.8	377.1	691.9	62.9	1600.0	28.2	Apply Tip	379.830123612386	277.92439910702177	277.28764371849394	335.51580379123874
10.854	11.044	348.7	437.9	204.8	660.7	15.0	402.0	115.7	Setting Units	314.9506541339326	254.84880705476743	335.5096675360161	324.1929735332827
11.273	11.383	476.8	327.8	15.8	790.7	39.0	294.2	373.8	Setting Units	358.51847719755295	362.469170764782	372.64305599086714	424.63819403934855
11.403	11.483	493.3	325.4	11.4	810.0	57.3	283.8	395.0	Setting Units	345.3280881184456	321.55313220326366	293.19757499535666	376.80752449948574
11.523	11.633	495.7	331.3	11.0	819.3	68.0	295.9	412.3	Setting Units	350.3557194097131	273.45300513644145	267.3977495222423	329.179210426822
11.673	11.933	487.0	335.4	0.0	810.3	44.0	326.7	401.0	Setting Units	304.7128316395394	288.73952057410344	360.1101094513609	357.3103394503742
11.953	12.703	497.4	344.1	8.0	820.2	49.0	1600.0	404.2	Setting Units	330.7003507403999	300.3840006611663	342.4505009597354	363.1084021365141
12.962	13.052	243.0	628.0	340.8	609.2	40.0	578.8	44.0	Priming	646.1616033464178	60.850988327367766	623.7771422098091	154.85230489660216
13.072	13.182	299.0	635.7	354.5	663.5	18.1	536.7	0.0	Priming	606.8979943356169	192.3318906747328	600.9266583833504	265.3627193139631
