start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action	Thumb_R	Thumb_L	Index_R	Index_L
0.48	0.65	479.6	0.0	156.2	510.9	16.0	498.1	480.2	Cap Off	347.2055557829379	1359.0592334405444	350.4462988022702	1359.0592334405444
0.67	3.109	495.4	7.0	188.9	549.4	25.0	507.7	483.1	Cap Off	705.195681059804	753.9987052843418	732.322669624771	784.5285367146282
3.168	3.298	1034.4	199.6	707.4	974.5	483.8	15.0	897.2	Apply Tip	860.2693189404725	819.516277146481	886.7799169706738	863.2855553465769
3.348	3.858	1600.0	201.7	786.1	1600.0	530.1	48.0	508.7	Apply Tip	642.3551569744511	583.9797844225299	651.7160834401176	619.9489215450393
3.928	4.078	1600.0	217.0	298.2	705.7	24.3	372.6	2.2	Apply Tip	141.28258569183413	550.9892393146513	265.41392870428035	533.2159085969727
4.218	6.407	583.7	225.1	266.1	622.7	18.0	23.8	538.1	Apply Tip	438.3580171400055	451.1440929496491	440.8132256939987	479.34888993262825
6.466	9.384	594.9	209.4	275.4	637.4	24.2	1600.0	536.2	Apply Tip	436.10420077376233	478.2423686971957	477.2397046245636	472.3752099860635
9.415	9.665	502.7	307.0	118.7	559.9	0.0	498.6	138.1	Apply Tip	197.3068138134602	374.8830228403584	269.38444509487243	359.5176160195721
9.674	10.024	505.9	307.6	1600.0	529.2	16.6	493.1	254.3	Apply Tip	224.06863392515376	321.47869324224416	289.7076557648957	330.80263992436
10.044	11.113	591.6	221.7	30.4	583.6	57.5	402.6	310.0	Setting Units	374.1468930415213	468.8699584390853	421.1953040789587	382.7692728413763
11.134	12.523	578.9	229.2	5.4	580.2	43.0	409.8	299.1	Setting Units	365.1696133745563	461.1150243945354	406.9635985731541	425.10456093014955
12.563	12.843	399.2	396.0	136.7	479.8	0.0	591.1	129.8	Priming	112.24193693451923	601.8505006744998	184.44552782046011	609.3682906539146
12.863	13.143	447.0	343.3	170.0	527.5	0.0	545.7	96.6	Priming	152.17662821759825	526.7470273271255	210.332054358281	585.7329411633273
13.162	14.071	468.9	332.7	288.5	605.7	27.0	556.4	8.1	Priming	335.22657458010747	281.8355964065066	350.79645136684763	361.815933083659
14.632	14.792	0.0	824.6	542.6	291.3	486.3	1047.1	500.0	Priming	185.1198653500807	355.41061131957156	220.49163366359934	374.976501328383
14.871	16.08	0.0	821.7	542.6	290.0	483.7	1043.3	498.9	Priming	197.5844497534601	352.98237809965025	196.8796379407238	371.773578645452
16.471	16.621	0.0	828.1	551.2	289.2	491.2	1053.4	502.2	Priming	246.46559547072474	341.31458008034235	267.5563469367174	264.9847376565012
16.63	17.43	0.0	845.7	556.2	260.3	505.7	1065.0	522.1	Priming	291.055875402542	379.30574956955616	291.18828725117913	297.4217417819271
17.44	18.529	0.0	863.3	567.7	242.1	523.0	1079.3	545.3	Priming	318.5585414596318	409.7821023238099	318.333159301007	310.7719553042043
18.649	18.799	0.0	829.7	552.2	296.0	489.1	1054.6	501.2	Priming	285.39457209834853	359.1701729434439	274.72929594255	286.19335930218847
18.809	19.039	0.0	825.4	551.5	301.1	485.1	1052.2	495.8	Priming	281.2218661046566	352.32696253586454	270.380061899754	283.3101868600384
19.169	19.279	0.0	829.8	551.8	294.2	489.2	1055.8	500.4	Priming	286.1702447095115	358.79127865799666	279.05446387588313	287.2911133475973
19.289	19.399	0.0	833.9	554.1	282.1	493.5	1059.4	506.9	Priming	291.2420643800157	361.18007437168404	273.6875948213281	296.80074431862664
19.429	19.789	0.0	826.1	545.5	280.0	484.3	1049.9	498.6	Priming	279.24416087856343	329.70645041222656	262.8412294650873	299.4299267920604
19.799	20.718	0.0	840.4	557.8	272.0	501.7	1065.4	517.5	Priming	498.198663591192	497.91127402000615	460.41613462409674	532.1914510746918
20.728	20.878	0.0	822.3	543.1	281.0	482.9	1047.8	497.9	Priming	865.7256989524359	826.428310937714	824.4622728109731	876.3712266697986
20.888	20.998	0.0	825.1	547.5	287.0	485.1	1051.4	498.4	Priming	857.7940835464087	816.8603409810505	815.7457270093623	867.5445695720948
21.008	21.158	0.0	823.9	546.4	288.0	484.1	1049.2	495.9	Priming	847.5850387672851	807.119726518934	809.2343852488298	859.1061837437483
21.168	21.398	0.0	826.8	550.4	288.1	487.3	1052.9	498.8	Priming	843.3150558858173	804.2411952453594	806.6978801489338	857.6913144454701
21.408	21.598	0.0	855.4	571.9	273.3	516.4	1078.7	531.5	Priming	872.2210298170834	838.9473626359096	834.5806400808045	888.8421212099786
21.608	21.918	0.0	836.3	560.7	291.6	496.9	1062.8	508.4	Priming	847.1608751233193	812.2705584312102	811.586995665727	864.6190208414004
21.927	21.997	0.0	827.8	553.3	300.0	487.8	1054.9	499.7	Priming	835.4523304272781	793.646514608006	797.9818506357211	851.4256940172903
