Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
320.0	400.0	80	958.0	304.0	Cap Off
570.0	700.0	130	893.0	334.0	Cap Off
720.0	830.0	110	917.0	368.0	Cap Off
850.0	1080.0	230	875.0	412.0	Cap Off
1099.0	1379.0	280	895.0	405.0	Cap Off
1439.0	1699.0	260	865.0	435.0	Cap Off
1799.0	1929.0	130	871.0	411.0	Cap Off
1949.0	2199.0	250	852.0	397.0	Cap Off
2349.0	2459.0	110	940.0	428.0	Cap Off
2479.0	2549.0	70	931.0	448.0	Cap Off
2559.0	3728.0	1169	874.0	499.0	Cap Off
3768.0	3928.0	160	1051.0	557.0	Cap Off
3938.0	4038.0	100	1094.0	588.0	Cap Off
4058.0	4208.0	150	1174.0	546.0	Cap Off
4248.0	4418.0	170	864.0	524.0	Cap Off
4457.0	5047.0	590	1099.0	558.0	Cap Off
5127.0	5247.0	120	1047.0	585.0	Cap Off
5367.0	5907.0	540	727.0	469.0	Cap Off
6056.0	6156.0	100	1465.0	419.0	Apply Tip
6196.0	6316.0	120	1357.0	417.0	Apply Tip
6336.0	6476.0	140	1327.0	406.0	Apply Tip
6586.0	6746.0	160	700.0	438.0	Apply Tip
6766.0	6896.0	130	805.0	412.0	Apply Tip
6916.0	7136.0	220	853.0	434.0	Apply Tip
7196.0	7466.0	270	920.0	397.0	Apply Tip
7486.0	7876.0	390	916.0	378.0	Apply Tip
7915.0	8864.0	949	944.0	371.0	Apply Tip
8885.0	9565.0	680	951.0	359.0	Apply Tip
9584.0	10134.0	550	972.0	368.0	Apply Tip
10154.0	10674.0	520	952.0	327.0	Apply Tip
10714.0	11094.0	380	942.0	344.0	Apply Tip
11114.0	11384.0	270	930.0	352.0	Apply Tip
11403.0	12083.0	680	934.0	366.0	Apply Tip
12103.0	12233.0	130	898.0	340.0	Apply Tip
12253.0	12513.0	260	875.0	343.0	Apply Tip
12533.0	12623.0	90	868.0	358.0	Apply Tip
12663.0	12833.0	170	865.0	401.0	Apply Tip
12853.0	12933.0	80	868.0	426.0	Apply Tip
12952.0	13062.0	110	883.0	441.0	Apply Tip
13192.0	13352.0	160	756.0	637.0	Setting Units
13372.0	13722.0	350	765.0	683.0	Setting Units
13762.0	13882.0	120	868.0	596.0	Setting Units
13902.0	14032.0	130	860.0	577.0	Setting Units
14052.0	14332.0	280	889.0	540.0	Setting Units
14352.0	14482.0	130	922.0	525.0	Setting Units
14502.0	14992.0	490	885.0	449.0	Setting Units
15031.0	15141.0	110	876.0	392.0	Setting Units
15221.0	15511.0	290	880.0	386.0	Setting Units
15611.0	15681.0	70	603.0	292.0	Priming
15701.0	15831.0	130	668.0	203.0	Priming
15851.0	15981.0	130	803.0	258.0	Priming
16430.0	16930.0	500	854.0	324.0	Priming
16970.0	19918.0	2948	846.0	277.0	Priming
19958.0	20058.0	100	853.0	519.0	Priming
20068.0	20228.0	160	856.0	580.0	Priming
20268.0	20688.0	420	866.0	309.0	Priming
20758.0	20978.0	220	306.0	232.0	Priming
21358.0	21508.0	150	890.0	831.0	Priming
21547.0	21907.0	360	892.0	757.0	Priming
22237.0	22477.0	240	576.0	515.0	Priming
22497.0	22727.0	230	635.0	445.0	Priming
22767.0	23437.0	670	660.0	429.0	Priming
23496.0	23896.0	400	648.0	425.0	Priming
23916.0	24096.0	180	633.0	426.0	Priming
24446.0	24566.0	120	935.0	687.0	Setting Units
24586.0	24696.0	110	910.0	663.0	Setting Units
24716.0	24826.0	110	921.0	597.0	Setting Units
24865.0	24955.0	90	872.0	524.0	Setting Units
24995.0	25115.0	120	857.0	466.0	Setting Units
25135.0	25245.0	110	870.0	417.0	Setting Units
25285.0	25765.0	480	867.0	397.0	Setting Units
25835.0	27084.0	1249	855.0	382.0	Setting Units
27104.0	27214.0	110	869.0	393.0	Setting Units
27254.0	27344.0	90	865.0	416.0	Setting Units
27384.0	27634.0	250	861.0	480.0	Setting Units
27684.0	27764.0	80	855.0	588.0	Setting Units
27954.0	28024.0	70	828.0	339.0	Injection
28244.0	28344.0	100	652.0	397.0	Injection
