Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
1279	1499	220	891	673	Cap Off
1519	1629	110	918	669	Cap Off
1679	1799	120	906	670	Cap Off
1969	2079	110	891	671	Cap Off
2229	2299	70	854	651	Cap Off
2648	2778	130	1233	811	Cap Off
2798	2898	100	1164	771	Apply Tip
2918	3028	110	1175	769	Apply Tip
3328	3458	130	913	767	Apply Tip
3498	3708	210	955	782	Apply Tip
3798	4318	520	983	815	Apply Tip
4338	4718	380	1004	850	Apply Tip
4797	4967	170	1015	852	Apply Tip
5047	5247	200	1017	848	Apply Tip
5337	6067	730	1018	834	Apply Tip
6087	6377	290	1023	851	Apply Tip
6406	6816	410	926	919	Apply Tip
6916	8015	1099	1030	844	Apply Tip
8175	8395	220	775	573	Apply Tip
8415	8655	240	805	591	Apply Tip
8695	8965	270	843	596	Apply Tip
8985	9215	230	858	602	Apply Tip
9385	9465	80	874	613	Apply Tip
9954	10464	510	1058	968	Apply Tip
10614	10784	170	776	573	Apply Tip
10804	10894	90	804	567	Apply Tip
10914	11074	160	824	562	Apply Tip
11214	11294	80	1114	962	Apply Tip
11314	11444	130	1063	934	Apply Tip
11463	11713	250	1020	893	Apply Tip
11753	11983	230	966	815	Apply Tip
12003	12183	180	977	795	Apply Tip
12213	12793	580	934	874	Apply Tip
12813	12893	80	942	829	Apply Tip
12963	13093	130	946	918	Setting Units
13232	13642	410	984	788	Setting Units
13802	14182	380	970	667	Setting Units
14352	14762	410	981	693	Setting Units
14812	15022	210	1019	596	Setting Units
15061	15311	250	977	572	Priming
15351	16171	820	975	602	Priming
16221	16331	110	777	646	Priming
16351	16851	500	822	633	Priming
16870	16960	90	853	595	Priming
17020	17560	540	861	577	Priming
17580	17650	70	857	595	Priming
17670	18190	520	861	622	Priming
18230	18340	110	826	620	Priming
18379	18639	260	841	624	Priming
18829	18909	80	1081	649	Priming
18949	19049	100	1045	623	Priming
19199	19429	230	803	595	Priming
19509	19759	250	1038	1013	Priming
19869	20329	460	986	943	Priming
20418	20728	310	767	590	Priming
20748	21298	550	815	608	Priming
21318	21418	100	842	618	Priming
21468	21848	380	809	622	Priming
21867	22197	330	834	635	Priming
22217	22387	170	817	644	Priming
22797	23047	250	1076	650	Priming
23067	23317	250	1074	666	Priming
23337	23727	390	1070	687	Priming
23746	24655	909	1073	701	Priming
24716	24926	210	1070	675	Priming
24966	25346	380	1068	641	Priming
25385	25645	260	1058	634	Priming
25685	26125	440	823	608	Priming
26145	26445	300	782	672	Priming
26615	27035	420	973	947	Priming
27055	27315	260	957	925	Setting Units
27334	28723	1389	973	915	Setting Units
29903	30113	210	1016	757	Setting Units
30163	30293	130	981	821	Setting Units
30333	30513	180	939	818	Injection
30563	30683	120	934	785	Injection
30832	30942	110	908	686	Injection
31102	31212	110	944	676	Injection
31252	31392	140	965	675	Injection
31412	33531	2119	985	706	Injection
33571	33731	160	1037	557	Injection
33801	34011	210	1053	531	Injection
34090	34590	500	996	707	Injection
34640	34760	120	1088	485	Injection
34780	34850	70	1078	495	Injection
35020	35430	410	956	545	Injection
35450	35550	100	890	611	Injection
35570	35730	160	870	637	Injection
35750	36150	400	862	656	Injection
36299	36399	100	849	690	Injection
36419	36509	90	840	700	Injection
36549	36789	240	830	729	Injection
36829	36979	150	813	740	Injection
36999	37109	110	806	754	Injection
37149	37249	100	823	745	Injection
37269	37379	110	832	737	Injection
37399	37809	410	856	733	Injection
37848	38698	850	824	741	Injection
38718	38918	200	850	731	Injection
38938	39298	360	837	734	Injection
39387	39607	220	826	737	Injection
39647	40047	400	851	735	Injection
40087	41126	1039	844	754	Injection
41166	41296	130	858	748	Injection
41316	41826	510	879	709	Injection
41866	41966	100	898	680	Injection
42316	42596	280	901	625	Injection
42696	43476	780	896	665	Injection
43495	43765	270	930	638	Injection
43795	43865	70	942	616	Injection
43935	44115	180	917	869	Injection
44185	44445	260	949	795	Injection
44485	44865	380	962	800	Injection
45054	45124	70	1121	680	Injection
45164	45284	120	1092	780	Injection
45324	45394	70	1183	883	Injection
45564	45784	220	1057	873	Injection
45834	46344	510	1333	855	Injection
46383	46473	90	1313	801	Remove Tip
46533	46773	240	887	656	Remove Tip
46933	47043	110	911	599	Remove Tip
47103	47323	220	958	606	Remove Tip
47363	47633	270	1003	656	Remove Tip
47653	47793	140	1019	677	Remove Tip
47813	48033	220	1013	693	Remove Tip
48052	48262	210	1021	708	Remove Tip
48362	49261	899	1027	726	Remove Tip
49412	49482	70	757	587	Remove Tip
49522	49602	80	853	588	Remove Tip
49622	49712	90	869	594	Remove Tip
49772	49852	80	874	618	Remove Tip
49871	49981	110	888	640	Remove Tip
50001	50111	110	901	669	Remove Tip
50391	50701	310	1111	834	Remove Tip
50721	50831	110	1025	782	Remove Tip
50871	51231	360	1017	742	Remove Tip
51301	51381	80	1005	694	Remove Tip
51401	52081	680	990	669	Remove Tip
52130	52770	640	992	690	Remove Tip
52830	52930	100	1083	749	Remove Tip
52950	53040	90	1048	748	Remove Tip
53080	53240	160	1076	743	Remove Tip
53369	53519	150	1346	844	Remove Tip
53559	53729	170	1032	761	Cap On
53899	54159	260	899	705	Cap On
54179	54289	110	923	706	Cap On
54329	54559	230	944	734	Cap On
54599	54829	230	926	819	Cap On
54849	55249	400	955	834	Cap On
55268	55358	90	970	850	Cap On
55438	55668	230	711	627	Cap On
55718	55788	70	1057	688	Cap On
55898	56118	220	789	629	Cap On
56138	56658	520	843	627	Cap On
56698	57218	520	1043	705	Cap On
57297	57377	80	983	664	Cap On
57397	57477	80	974	653	Cap On
57497	57567	70	970	635	Cap On
57667	57747	80	686	804	Cap On
57787	57917	130	813	696	Cap On
57937	58267	330	824	611	Cap On
58307	58487	180	870	445	Cap On
