Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
320.0	670.0	350	894.0	578.0	Cap Off
820.0	900.0	80	1002.0	589.0	Cap Off
919.0	1179.0	260	986.0	571.0	Cap Off
1259.0	1399.0	140	982.0	591.0	Cap Off
1419.0	1649.0	230	969.0	603.0	Cap Off
1689.0	1799.0	110	959.0	570.0	Cap Off
1839.0	1949.0	110	949.0	543.0	Cap Off
1989.0	2219.0	230	947.0	531.0	Cap Off
2319.0	2419.0	100	909.0	546.0	Cap Off
2568.0	3208.0	640	901.0	479.0	Cap Off
3248.0	3328.0	80	1149.0	436.0	Apply Tip
3388.0	3628.0	240	1077.0	448.0	Apply Tip
3818.0	4068.0	250	1096.0	505.0	Apply Tip
4158.0	4328.0	170	982.0	484.0	Apply Tip
4387.0	4497.0	110	942.0	450.0	Apply Tip
4517.0	4627.0	110	935.0	425.0	Apply Tip
4667.0	4947.0	280	948.0	399.0	Apply Tip
4967.0	5237.0	270	945.0	377.0	Apply Tip
5287.0	6047.0	760	956.0	365.0	Apply Tip
6066.0	7565.0	1499	974.0	339.0	Apply Tip
7586.0	8116.0	530	965.0	357.0	Apply Tip
8305.0	8835.0	530	962.0	342.0	Apply Tip
8875.0	9095.0	220	944.0	360.0	Apply Tip
9135.0	9385.0	250	932.0	361.0	Apply Tip
9534.0	9714.0	180	916.0	332.0	Apply Tip
9824.0	10084.0	260	909.0	336.0	Apply Tip
10104.0	10684.0	580	903.0	434.0	Apply Tip
10704.0	10834.0	130	885.0	553.0	Apply Tip
10854.0	11044.0	190	865.0	621.0	Setting Units
11273.0	11383.0	110	935.0	538.0	Setting Units
11403.0	11483.0	80	906.0	475.0	Setting Units
11523.0	11633.0	110	874.0	441.0	Setting Units
11673.0	11933.0	260	878.0	408.0	Setting Units
11953.0	12703.0	750	887.0	384.0	Setting Units
12962.0	13052.0	90	681.0	322.0	Priming
13072.0	13182.0	110	776.0	329.0	Priming
13202.0	13322.0	120	851.0	340.0	Priming
13342.0	14401.0	1059	883.0	443.0	Priming
14442.0	15571.0	1129	891.0	481.0	Priming
15651.0	15781.0	130	482.0	674.0	Priming
19689.0	20229.0	540	872.0	474.0	Priming
20308.0	21827.0	1519	874.0	472.0	Priming
21967.0	22077.0	110	876.0	521.0	Priming
22137.0	22397.0	260	883.0	471.0	Priming
22417.0	25275.0	2858	870.0	463.0	Priming
25355.0	25455.0	100	1248.0	636.0	Setting Units
25475.0	25615.0	140	1113.0	599.0	Setting Units
25635.0	25715.0	80	1016.0	567.0	Setting Units
25775.0	26135.0	360	888.0	497.0	Setting Units
26155.0	26245.0	90	827.0	461.0	Setting Units
26285.0	26455.0	170	832.0	420.0	Setting Units
26475.0	28754.0	2279	877.0	397.0	Setting Units
28783.0	29183.0	400	830.0	436.0	Injection
29343.0	29503.0	160	620.0	642.0	Injection
29603.0	29753.0	150	811.0	591.0	Injection
29773.0	29853.0	80	870.0	584.0	Injection
29873.0	29963.0	90	909.0	576.0	Injection
30003.0	30273.0	270	942.0	534.0	Injection
30292.0	30512.0	220	993.0	491.0	Injection
30572.0	30672.0	100	1007.0	437.0	Injection
30822.0	31052.0	230	965.0	358.0	Injection
31092.0	31352.0	260	954.0	328.0	Injection
31372.0	31502.0	130	962.0	313.0	Injection
31522.0	31642.0	120	980.0	302.0	Injection
31702.0	31882.0	180	993.0	282.0	Injection
31971.0	32211.0	240	997.0	288.0	Injection
32821.0	32921.0	100	987.0	304.0	Injection
32941.0	33171.0	230	977.0	308.0	Injection
33191.0	33431.0	240	1002.0	283.0	Injection
33451.0	33561.0	110	1021.0	257.0	Injection
33790.0	34620.0	830	1028.0	196.0	Injection
