Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
1619	1829	210	1104	513	Cap Off
1839	3068	1229	1005	603	Cap Off
3088	3228	140	1100	699	Cap Off
3248	3708	460	994	719	Cap Off
3748	3878	130	905	533	Cap Off
3898	4638	740	1003	573	Cap Off
4687	6696	2009	810	588	Cap Off
6716	7595	879	895	453	Cap Off
7785	8015	230	1189	681	Cap Off
8065	13482	5417	1090	621	Apply Tip
13652	15691	2039	1165	620	Apply Tip
15891	16131	240	1169	604	Apply Tip
16161	17220	1059	1096	641	Apply Tip
17420	21088	3668	1068	530	Apply Tip
21148	21358	210	724	519	Apply Tip
21627	21907	280	983	585	Apply Tip
21917	23356	1439	1032	554	Apply Tip
23376	27424	4048	1079	550	Apply Tip
31122	31882	760	1058	539	Apply Tip
31902	32242	340	971	498	Apply Tip
32401	32641	240	1198	393	Apply Tip
32691	33940	1249	955	685	Apply Tip
34060	34160	100	830	525	Apply Tip
34230	34590	360	997	769	Apply Tip
35110	35200	90	1047	872	Apply Tip
35310	35470	160	953	833	Setting Units
35499	35589	90	865	723	Setting Units
35739	35859	120	928	745	Setting Units
35909	37538	1629	981	636	Setting Units
37688	37808	120	1005	698	Setting Units
38108	38178	70	977	700	Setting Units
38328	38788	460	969	826	Setting Units
38798	38918	120	990	739	Setting Units
38947	39237	290	998	569	Setting Units
39277	39847	570	973	818	Setting Units
39907	40657	750	1014	355	Setting Units
40666	40896	230	998	521	Priming
40906	41536	630	1037	547	Priming
41566	41726	160	1197	557	Priming
41746	41856	110	1093	651	Priming
41996	42196	200	775	469	Priming
42206	43056	850	935	554	Priming
43065	44004	939	885	440	Priming
44134	44584	450	1288	572	Priming
44604	44744	140	1095	509	Priming
44904	45044	140	717	318	Priming
45064	46603	1539	842	398	Priming
46613	47263	650	822	286	Priming
47283	47903	620	829	310	Priming
47912	50231	2319	841	267	Priming
50241	50691	450	793	375	Priming
50711	50931	220	837	324	Priming
50941	52360	1419	794	429	Priming
52490	52610	120	1098	666	Priming
52630	53080	450	1065	711	Priming
53279	53639	360	806	329	Priming
53649	54109	460	735	363	Priming
54239	54569	330	1049	685	Priming
54608	56807	2199	963	631	Setting Units
56987	57177	190	711	683	Setting Units
57197	60665	3468	959	375	Injection
60725	62214	1489	957	182	Injection
62394	62854	460	1056	261	Injection
62954	63184	230	939	455	Injection
63193	64222	1029	978	514	Injection
64233	64453	220	1001	436	Injection
64543	65323	780	958	453	Injection
65332	65682	350	992	408	Injection
65762	66911	1149	1014	434	Injection
66931	67711	780	999	436	Injection
68081	68461	380	1034	340	Injection
68470	69010	540	1014	400	Injection
69060	69620	560	966	406	Injection
69630	70190	560	1029	403	Injection
70279	70919	640	1003	429	Injection
70959	71719	760	986	420	Injection
71858	72258	400	1026	416	Injection
72268	72938	670	984	413	Injection
73118	73678	560	982	323	Injection
73757	74427	670	981	319	Injection
74447	75017	570	932	409	Injection
75126	75556	430	978	295	Injection
75716	76256	540	907	426	Injection
76276	76416	140	958	428	Injection
76875	77894	1019	1093	556	Injection
78115	78415	300	1098	554	Injection
78435	78645	210	1198	544	Injection
78664	79304	640	1121	738	Injection
79414	79494	80	968	632	Injection
79724	79834	110	876	652	Injection
79854	79974	120	989	681	Injection
80014	80124	110	970	620	Injection
80174	80404	230	1321	656	Injection
80413	80543	130	1193	655	Remove Tip
80833	81143	310	933	631	Remove Tip
81163	81973	810	1044	613	Remove Tip
82092	82492	400	1095	668	Remove Tip
82512	82622	110	1104	674	Remove Tip
82662	83282	620	1101	651	Remove Tip
83562	83652	90	442	279	Remove Tip
83761	84561	800	709	448	Remove Tip
84701	85361	660	830	477	Remove Tip
85520	86240	720	888	529	Remove Tip
86490	86720	230	1068	816	Remove Tip
86940	87020	80	1026	700	Remove Tip
87599	87709	110	1068	687	Remove Tip
87729	87949	220	1073	737	Remove Tip
87969	88179	210	1080	681	Remove Tip
88349	88519	170	1085	742	Remove Tip
88659	89189	530	1092	740	Remove Tip
89248	89688	440	1098	734	Remove Tip
89768	90068	300	1104	717	Remove Tip
91417	91747	330	1096	683	Remove Tip
91837	92217	380	1100	672	Remove Tip
92276	93285	1009	1105	667	Remove Tip
93366	93636	270	1098	681	Remove Tip
93796	94006	210	1083	669	Remove Tip
94125	94545	420	1050	472	Remove Tip
94835	94965	130	1143	557	Remove Tip
95015	95205	190	844	412	Remove Tip
95215	95475	260	837	436	Cap On
95525	95705	180	1021	838	Cap On
95814	95974	160	1020	774	Cap On
96134	96334	200	1031	692	Cap On
96344	96474	130	983	733	Cap On
96514	97004	490	1011	717	Cap On
97054	97174	120	945	743	Cap On
97474	97674	200	941	678	Cap On
97713	97843	130	880	723	Cap On
97903	97993	90	611	397	Cap On
98093	98353	260	695	425	Cap On
98403	98683	280	947	528	Cap On
98713	98963	250	1046	577	Cap On
