Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
568.0	1467.0	899.0	912.0	567.0	Cap Off
1484.0	1604.0	120.0	911.0	547.0	Cap Off
1645.0	1765.0	120.0	846.0	581.0	Cap Off
1789.0	1969.0	180.0	862.0	570.0	Cap Off
2995.0	3105.0	110.0	1230.0	514.0	Cap Off
3358.0	3518.0	160.0	1223.0	587.0	Cap Off
3884.0	4144.0	260.0	774.0	560.0	Cap Off
4163.0	4263.0	100.0	872.0	498.0	Cap Off
4308.0	4398.0	90.0	912.0	493.0	Cap Off
4683.0	4783.0	100.0	1257.0	348.0	Apply Tip
4874.0	4984.0	110.0	1177.0	385.0	Apply Tip
5084.0	5174.0	90.0	1144.0	399.0	Apply Tip
5253.0	5463.0	210.0	1129.0	397.0	Apply Tip
5482.0	5742.0	260.0	1087.0	393.0	Apply Tip
5762.0	5832.0	70.0	1050.0	386.0	Apply Tip
5907.0	6017.0	110.0	976.0	465.0	Apply Tip
6033.0	6143.0	110.0	899.0	531.0	Apply Tip
6186.0	6286.0	100.0	914.0	510.0	Apply Tip
6303.0	7562.0	1259.0	941.0	491.0	Apply Tip
7583.0	7943.0	360.0	954.0	489.0	Apply Tip
7962.0	8092.0	130.0	943.0	470.0	Apply Tip
8113.0	8763.0	650.0	934.0	478.0	Apply Tip
8785.0	8985.0	200.0	932.0	493.0	Apply Tip
9060.0	9250.0	190.0	930.0	489.0	Apply Tip
10072.0	10162.0	90.0	877.0	506.0	Apply Tip
10354.0	10564.0	210.0	904.0	502.0	Apply Tip
10653.0	10733.0	80.0	842.0	778.0	Apply Tip
10804.0	10904.0	100.0	853.0	736.0	Setting Units
11030.0	11310.0	280.0	896.0	594.0	Setting Units
11329.0	11579.0	250.0	908.0	573.0	Setting Units
11599.0	11729.0	130.0	932.0	560.0	Setting Units
11753.0	11883.0	130.0	914.0	546.0	Setting Units
12079.0	13348.0	1269.0	903.0	524.0	Setting Units
13428.0	13538.0	110.0	910.0	533.0	Setting Units
13600.0	13670.0	70.0	927.0	573.0	Setting Units
13712.0	13852.0	140.0	775.0	470.0	Priming
13871.0	13991.0	120.0	849.0	523.0	Priming
14020.0	14110.0	90.0	864.0	431.0	Priming
14200.0	14280.0	80.0	881.0	401.0	Priming
14299.0	14459.0	160.0	891.0	410.0	Priming
14502.0	14682.0	180.0	903.0	390.0	Priming
14697.0	15117.0	420.0	920.0	383.0	Priming
15140.0	15380.0	240.0	904.0	361.0	Priming
15439.0	16348.0	909.0	896.0	344.0	Priming
16480.0	16630.0	150.0	630.0	536.0	Priming
16670.0	16750.0	80.0	670.0	535.0	Priming
16866.0	17026.0	160.0	685.0	513.0	Priming
17306.0	17426.0	120.0	726.0	490.0	Priming
17465.0	17585.0	120.0	772.0	499.0	Priming
17610.0	17690.0	80.0	761.0	492.0	Priming
17698.0	18418.0	720.0	738.0	484.0	Priming
18435.0	18545.0	110.0	756.0	481.0	Priming
18569.0	18639.0	70.0	779.0	492.0	Priming
18719.0	18899.0	180.0	758.0	487.0	Priming
19159.0	19269.0	110.0	784.0	512.0	Priming
19288.0	21237.0	1949.0	761.0	485.0	Priming
21254.0	21364.0	110.0	808.0	497.0	Priming
21453.0	23062.0	1609.0	759.0	480.0	Priming
23106.0	23716.0	610.0	752.0	495.0	Priming
23731.0	23861.0	130.0	769.0	504.0	Priming
23996.0	24186.0	190.0	804.0	493.0	Priming
24193.0	24263.0	70.0	791.0	489.0	Priming
24306.0	24396.0	90.0	806.0	492.0	Priming
24435.0	24605.0	170.0	786.0	486.0	Priming
24626.0	25306.0	680.0	750.0	487.0	Priming
25402.0	25662.0	260.0	754.0	474.0	Priming
25711.0	25831.0	120.0	788.0	479.0	Priming
25855.0	26005.0	150.0	748.0	483.0	Priming
26023.0	26103.0	80.0	752.0	508.0	Priming
26225.0	26345.0	120.0	994.0	659.0	Priming
26405.0	26835.0	430.0	949.0	663.0	Setting Units
26871.0	27201.0	330.0	944.0	621.0	Setting Units
27221.0	27461.0	240.0	929.0	596.0	Setting Units
27481.0	27581.0	100.0	925.0	580.0	Setting Units
27624.0	28374.0	750.0	901.0	566.0	Setting Units
28414.0	28844.0	430.0	902.0	556.0	Setting Units
28951.0	30100.0	1149.0	889.0	547.0	Setting Units
30183.0	30453.0	270.0	880.0	559.0	Setting Units
30472.0	30542.0	70.0	892.0	550.0	Setting Units
30660.0	30760.0	100.0	659.0	545.0	Injection
30871.0	30951.0	80.0	593.0	649.0	Injection
30960.0	31030.0	70.0	694.0	615.0	Injection
31152.0	31562.0	410.0	848.0	547.0	Injection
31570.0	31850.0	280.0	928.0	526.0	Injection
31867.0	31997.0	130.0	933.0	493.0	Injection
32022.0	32112.0	90.0	945.0	478.0	Injection
32570.0	33969.0	1399.0	957.0	426.0	Injection
34069.0	34139.0	70.0	1051.0	29.0	Injection
34180.0	34280.0	100.0	1048.0	65.0	Injection
34640.0	34860.0	220.0	1028.0	110.0	Injection
34865.0	34935.0	70.0	1063.0	124.0	Injection
34948.0	35018.0	70.0	1022.0	148.0	Injection
35035.0	35105.0	70.0	1045.0	133.0	Injection
35248.0	35798.0	550.0	923.0	461.0	Injection
35917.0	36027.0	110.0	1392.0	312.0	Injection
36049.0	36519.0	470.0	1253.0	356.0	Injection
36535.0	36685.0	150.0	1191.0	353.0	Injection
36839.0	37099.0	260.0	1145.0	363.0	Injection
37119.0	37799.0	680.0	1137.0	347.0	Injection
37818.0	38737.0	919.0	1126.0	350.0	Injection
38755.0	38975.0	220.0	1138.0	339.0	Injection
39015.0	39115.0	100.0	1085.0	365.0	Injection
39184.0	39764.0	580.0	1138.0	356.0	Injection
39857.0	39997.0	140.0	755.0	573.0	Injection
40054.0	40184.0	130.0	744.0	558.0	Injection
40315.0	40395.0	80.0	738.0	528.0	Injection
40417.0	41017.0	600.0	735.0	553.0	Injection
41103.0	41533.0	430.0	733.0	533.0	Injection
41636.0	41766.0	130.0	1053.0	393.0	Injection
41784.0	42064.0	280.0	1127.0	346.0	Injection
42185.0	42535.0	350.0	1012.0	366.0	Injection
42551.0	42931.0	380.0	1100.0	365.0	Injection
42981.0	43611.0	630.0	1109.0	345.0	Injection
43701.0	43931.0	230.0	1075.0	370.0	Injection
43972.0	44232.0	260.0	1090.0	356.0	Injection
44253.0	44813.0	560.0	1101.0	348.0	Injection
44974.0	45514.0	540.0	1105.0	349.0	Injection
45654.0	45754.0	100.0	720.0	537.0	Injection
45770.0	45910.0	140.0	745.0	562.0	Injection
45934.0	46034.0	100.0	752.0	544.0	Injection
46084.0	46164.0	80.0	809.0	503.0	Injection
46203.0	46863.0	660.0	854.0	501.0	Injection
47003.0	47073.0	70.0	893.0	524.0	Injection
47083.0	47153.0	70.0	854.0	522.0	Injection
47169.0	47399.0	230.0	837.0	499.0	Injection
47419.0	47639.0	220.0	839.0	471.0	Injection
47678.0	47768.0	90.0	831.0	485.0	Injection
47789.0	47899.0	110.0	810.0	487.0	Injection
47982.0	48112.0	130.0	867.0	491.0	Injection
48131.0	48201.0	70.0	864.0	504.0	Remove Tip
48248.0	48358.0	110.0	1023.0	505.0	Remove Tip
48402.0	48582.0	180.0	809.0	511.0	Remove Tip
48641.0	48741.0	100.0	1210.0	505.0	Remove Tip
48747.0	48947.0	200.0	1074.0	454.0	Remove Tip
48992.0	49272.0	280.0	1040.0	421.0	Remove Tip
49402.0	49622.0	220.0	1085.0	410.0	Remove Tip
49691.0	49821.0	130.0	1129.0	399.0	Remove Tip
49971.0	50271.0	300.0	969.0	465.0	Remove Tip
50291.0	50631.0	340.0	982.0	434.0	Remove Tip
50966.0	51196.0	230.0	993.0	390.0	Remove Tip
51349.0	52528.0	1179.0	978.0	401.0	Remove Tip
52568.0	52678.0	110.0	967.0	412.0	Remove Tip
52696.0	54165.0	1469.0	973.0	384.0	Remove Tip
54534.0	55024.0	490.0	964.0	390.0	Remove Tip
55068.0	55358.0	290.0	1057.0	250.0	Remove Tip
55368.0	55618.0	250.0	1093.0	335.0	Remove Tip
55736.0	55966.0	230.0	1102.0	367.0	Remove Tip
55986.0	56286.0	300.0	1111.0	349.0	Remove Tip
56387.0	56517.0	130.0	1076.0	379.0	Remove Tip
56667.0	56837.0	170.0	1311.0	594.0	Cap On
56877.0	57057.0	180.0	1088.0	453.0	Cap On
57252.0	57482.0	230.0	949.0	384.0	Cap On
57656.0	57896.0	240.0	1021.0	301.0	Cap On
57914.0	58164.0	250.0	1071.0	309.0	Cap On
58216.0	58296.0	80.0	899.0	480.0	Cap On
58333.0	58443.0	110.0	954.0	465.0	Cap On
58466.0	58596.0	130.0	992.0	428.0	Cap On
58634.0	58794.0	160.0	991.0	405.0	Cap On
58816.0	59146.0	330.0	968.0	486.0	Cap On
59166.0	59846.0	680.0	970.0	460.0	Cap On
59862.0	60192.0	330.0	952.0	554.0	Cap On
60235.0	60665.0	430.0	951.0	599.0	Cap On
60681.0	60811.0	130.0	938.0	609.0	Cap On
60835.0	60915.0	80.0	960.0	606.0	Cap On
60950.0	61460.0	510.0	915.0	615.0	Cap On
61480.0	61580.0	100.0	967.0	600.0	Cap On
