Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
580.0	820.0	240	866.0	422.0	Cap Off
860.0	1260.0	400	857.0	449.0	Cap Off
1289.0	1449.0	160	1013.0	513.0	Cap Off
1509.0	1779.0	270	912.0	542.0	Cap Off
1799.0	1879.0	80	898.0	505.0	Cap Off
1929.0	2339.0	410	1045.0	471.0	Cap Off
2409.0	2659.0	250	853.0	480.0	Cap Off
2758.0	2928.0	170	824.0	439.0	Cap Off
2938.0	3288.0	350	784.0	426.0	Cap Off
3308.0	3738.0	430	816.0	443.0	Cap Off
3758.0	3938.0	180	821.0	430.0	Cap Off
3958.0	4028.0	70	799.0	387.0	Apply Tip
4048.0	4268.0	220	765.0	378.0	Apply Tip
4307.0	4587.0	280	758.0	351.0	Apply Tip
4897.0	4977.0	80	1360.0	343.0	Apply Tip
5017.0	5117.0	100	1354.0	325.0	Apply Tip
5377.0	5587.0	210	734.0	446.0	Apply Tip
5607.0	5757.0	150	860.0	482.0	Apply Tip
5777.0	5987.0	210	895.0	486.0	Apply Tip
6026.0	6156.0	130	933.0	427.0	Apply Tip
6176.0	6826.0	650	921.0	405.0	Apply Tip
6846.0	7576.0	730	907.0	420.0	Apply Tip
7666.0	8476.0	810	946.0	408.0	Apply Tip
8495.0	9135.0	640	938.0	410.0	Apply Tip
9175.0	9495.0	320	937.0	387.0	Apply Tip
9504.0	9574.0	70	872.0	338.0	Apply Tip
9594.0	9844.0	250	846.0	340.0	Apply Tip
9864.0	10234.0	370	870.0	372.0	Apply Tip
10314.0	10394.0	80	692.0	455.0	Apply Tip
10464.0	10714.0	250	870.0	393.0	Apply Tip
10734.0	10804.0	70	791.0	430.0	Apply Tip
10824.0	10944.0	120	821.0	412.0	Apply Tip
10964.0	11074.0	110	848.0	411.0	Setting Units
11223.0	11373.0	150	940.0	515.0	Setting Units
11393.0	11613.0	220	932.0	523.0	Setting Units
11673.0	11743.0	70	910.0	472.0	Setting Units
11803.0	11923.0	120	880.0	452.0	Setting Units
11943.0	12373.0	430	886.0	432.0	Setting Units
12393.0	13113.0	720	883.0	402.0	Setting Units
13132.0	13252.0	120	782.0	393.0	Priming
13282.0	13492.0	210	896.0	465.0	Priming
