Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
1355.0	1465.0	110.0	889.0	494.0	Cap Off
1628.0	1718.0	90.0	920.0	595.0	Cap Off
1754.0	1864.0	110.0	948.0	651.0	Cap Off
2065.0	2145.0	80.0	940.0	611.0	Cap Off
2188.0	2398.0	210.0	914.0	616.0	Cap Off
2485.0	2605.0	120.0	921.0	591.0	Cap Off
2625.0	2735.0	110.0	935.0	585.0	Cap Off
2774.0	2954.0	180.0	959.0	582.0	Cap Off
3086.0	3196.0	110.0	919.0	543.0	Cap Off
3258.0	3338.0	80.0	932.0	544.0	Cap Off
3374.0	3454.0	80.0	911.0	517.0	Cap Off
3506.0	3656.0	150.0	906.0	500.0	Cap Off
3773.0	3883.0	110.0	1297.0	512.0	Apply Tip
4134.0	4204.0	70.0	1167.0	432.0	Apply Tip
4273.0	4363.0	90.0	1094.0	420.0	Apply Tip
4407.0	4517.0	110.0	1063.0	419.0	Apply Tip
4554.0	4664.0	110.0	1059.0	405.0	Apply Tip
4687.0	4837.0	150.0	1038.0	404.0	Apply Tip
4854.0	4954.0	100.0	1011.0	414.0	Apply Tip
4973.0	5263.0	290.0	1012.0	438.0	Apply Tip
5287.0	5467.0	180.0	1049.0	433.0	Apply Tip
5507.0	5617.0	110.0	1035.0	417.0	Apply Tip
5672.0	5892.0	220.0	1009.0	415.0	Apply Tip
5936.0	6026.0	90.0	988.0	440.0	Apply Tip
6066.0	6186.0	120.0	920.0	581.0	Apply Tip
6204.0	6314.0	110.0	922.0	549.0	Apply Tip
6486.0	6796.0	310.0	951.0	516.0	Apply Tip
6945.0	7025.0	80.0	983.0	524.0	Apply Tip
7172.0	7422.0	250.0	964.0	517.0	Apply Tip
7443.0	8103.0	660.0	970.0	527.0	Apply Tip
8255.0	8385.0	130.0	954.0	514.0	Apply Tip
8445.0	8675.0	230.0	951.0	526.0	Apply Tip
8955.0	9465.0	510.0	961.0	491.0	Apply Tip
9501.0	10011.0	510.0	958.0	469.0	Apply Tip
10050.0	10130.0	80.0	974.0	458.0	Apply Tip
10190.0	10300.0	110.0	969.0	484.0	Apply Tip
10344.0	10484.0	140.0	952.0	473.0	Apply Tip
10622.0	10702.0	80.0	929.0	686.0	Setting Units
10770.0	10860.0	90.0	920.0	685.0	Setting Units
