Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
2085.0	2225.0	140.0	809.0	488.0	Cap Off
2329.0	2399.0	70.0	903.0	604.0	Cap Off
2624.0	2794.0	170.0	921.0	547.0	Cap Off
2804.0	3154.0	350.0	886.0	563.0	Cap Off
3297.0	3507.0	210.0	911.0	583.0	Cap Off
3547.0	3657.0	110.0	909.0	573.0	Cap Off
3717.0	3787.0	70.0	944.0	580.0	Cap Off
3827.0	4037.0	210.0	938.0	564.0	Cap Off
4074.0	4204.0	130.0	895.0	539.0	Cap Off
4377.0	4607.0	230.0	1261.0	481.0	Apply Tip
4623.0	4693.0	70.0	1163.0	434.0	Apply Tip
4775.0	4925.0	150.0	1087.0	433.0	Apply Tip
5046.0	5226.0	180.0	1028.0	441.0	Apply Tip
5247.0	5457.0	210.0	1015.0	471.0	Apply Tip
5473.0	5553.0	80.0	1027.0	474.0	Apply Tip
5596.0	5726.0	130.0	1045.0	472.0	Apply Tip
5747.0	5857.0	110.0	1061.0	474.0	Apply Tip
5894.0	6004.0	110.0	1071.0	465.0	Apply Tip
6565.0	6695.0	130.0	957.0	525.0	Apply Tip
6716.0	6806.0	90.0	960.0	512.0	Apply Tip
6864.0	7094.0	230.0	969.0	492.0	Apply Tip
7133.0	8092.0	959.0	979.0	470.0	Apply Tip
8135.0	9014.0	879.0	977.0	497.0	Apply Tip
9090.0	9330.0	240.0	979.0	489.0	Apply Tip
9463.0	9663.0	200.0	949.0	473.0	Apply Tip
9684.0	10194.0	510.0	931.0	471.0	Apply Tip
10359.0	10489.0	130.0	923.0	731.0	Setting Units
10533.0	10643.0	110.0	927.0	662.0	Setting Units
10814.0	10974.0	160.0	915.0	628.0	Setting Units
10993.0	11073.0	80.0	919.0	610.0	Setting Units
11113.0	11343.0	230.0	920.0	601.0	Setting Units
11381.0	11491.0	110.0	912.0	595.0	Setting Units
11512.0	12461.0	949.0	922.0	589.0	Setting Units
12482.0	12592.0	110.0	885.0	583.0	Setting Units
12878.0	13058.0	180.0	845.0	395.0	Priming
13082.0	13682.0	600.0	909.0	399.0	Priming
13782.0	15041.0	1259.0	922.0	389.0	Priming
15250.0	15430.0	180.0	623.0	525.0	Priming
15511.0	15761.0	250.0	687.0	512.0	Priming
15829.0	15929.0	100.0	733.0	511.0	Priming
15950.0	16670.0	720.0	763.0	512.0	Priming
16959.0	17029.0	70.0	768.0	527.0	Priming
17200.0	17730.0	530.0	754.0	514.0	Priming
20078.0	20288.0	210.0	778.0	515.0	Priming
20366.0	20676.0	310.0	772.0	511.0	Priming
21175.0	21285.0	110.0	761.0	541.0	Priming
21323.0	22692.0	1369.0	765.0	513.0	Priming
22773.0	22853.0	80.0	753.0	542.0	Priming
23046.0	24765.0	1719.0	774.0	522.0	Priming
24841.0	24991.0	150.0	771.0	521.0	Priming
25242.0	25392.0	150.0	1019.0	784.0	Setting Units
25415.0	25495.0	80.0	989.0	719.0	Setting Units
25510.0	25620.0	110.0	986.0	670.0	Setting Units
25785.0	25865.0	80.0	958.0	585.0	Setting Units
26081.0	26471.0	390.0	933.0	548.0	Setting Units
28440.0	28550.0	110.0	703.0	522.0	Injection
28589.0	28659.0	70.0	828.0	525.0	Injection
28859.0	28989.0	130.0	950.0	500.0	Injection
29031.0	29131.0	100.0	965.0	485.0	Injection
29150.0	29270.0	120.0	974.0	476.0	Injection
29309.0	29539.0	230.0	972.0	449.0	Injection
30662.0	31072.0	410.0	973.0	436.0	Injection
31228.0	31408.0	180.0	1020.0	116.0	Injection
31431.0	31631.0	200.0	1028.0	175.0	Injection
31646.0	31756.0	110.0	1013.0	208.0	Injection
31830.0	31940.0	110.0	1000.0	224.0	Injection
31959.0	32069.0	110.0	978.0	247.0	Injection
32479.0	32609.0	130.0	1145.0	443.0	Injection
33027.0	33187.0	160.0	1054.0	398.0	Injection
33276.0	33556.0	280.0	1069.0	338.0	Injection
33745.0	34325.0	580.0	1079.0	395.0	Injection
34430.0	34660.0	230.0	1060.0	396.0	Injection
34748.0	35068.0	320.0	1062.0	402.0	Injection
35144.0	35634.0	490.0	1054.0	403.0	Injection
35878.0	36008.0	130.0	1059.0	401.0	Injection
36468.0	36708.0	240.0	1057.0	399.0	Injection
37013.0	37783.0	770.0	1052.0	401.0	Injection
38245.0	38425.0	180.0	1057.0	413.0	Injection
38447.0	39486.0	1039.0	1041.0	408.0	Injection
39545.0	39775.0	230.0	1048.0	403.0	Injection
39796.0	40695.0	899.0	1036.0	398.0	Injection
40814.0	42493.0	1679.0	1037.0	401.0	Injection
42624.0	42814.0	190.0	1015.0	456.0	Injection
42835.0	43015.0	180.0	1050.0	411.0	Injection
43114.0	43224.0	110.0	600.0	620.0	Injection
43381.0	43511.0	130.0	782.0	544.0	Injection
43530.0	43640.0	110.0	858.0	501.0	Injection
43814.0	44763.0	949.0	930.0	480.0	Injection
44783.0	44863.0	80.0	885.0	433.0	Injection
44913.0	45003.0	90.0	866.0	431.0	Injection
45492.0	45612.0	120.0	904.0	616.0	Setting Units
45631.0	45741.0	110.0	881.0	623.0	Setting Units
45763.0	45883.0	120.0	844.0	637.0	Setting Units
45898.0	46008.0	110.0	828.0	603.0	Setting Units
46282.0	46372.0	90.0	904.0	445.0	Setting Units
46409.0	48608.0	2199.0	910.0	403.0	Setting Units
49059.0	49139.0	80.0	649.0	510.0	Injection
49157.0	49257.0	100.0	732.0	525.0	Injection
49331.0	49491.0	160.0	858.0	529.0	Injection
49760.0	49920.0	160.0	949.0	515.0	Injection
50030.0	50140.0	110.0	968.0	448.0	Injection
50177.0	50287.0	110.0	962.0	413.0	Injection
50407.0	50577.0	170.0	964.0	375.0	Injection
50596.0	51126.0	530.0	949.0	371.0	Injection
51178.0	51258.0	80.0	933.0	395.0	Injection
