Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
1799	2219	420	868	754	Cap Off
2449	2889	440	1115	699	Cap Off
2918	6486	3568	958	798	Apply Tip
6646	8035	1389	971	829	Apply Tip
8065	8335	270	878	729	Apply Tip
8365	8635	270	722	788	Apply Tip
8665	10494	1829	887	814	Apply Tip
10534	10664	130	673	735	Setting Units
10684	10764	80	775	744	Setting Units
10804	10914	110	923	960	Setting Units
10934	11154	220	882	872	Setting Units
11173	11263	90	878	753	Setting Units
11293	12422	1129	843	590	Setting Units
12573	13013	440	894	664	Priming
13122	13872	750	898	643	Priming
13942	15271	1329	715	693	Priming
15361	15491	130	825	689	Priming
15631	16510	879	828	669	Priming
16650	18029	1379	813	691	Priming
18149	21847	3698	785	675	Priming
21917	23956	2039	989	800	Priming
23986	24266	280	777	769	Setting Units
24306	24506	200	966	799	Setting Units
24546	24676	130	775	711	Setting Units
24716	27205	2489	921	720	Setting Units
27224	27524	300	937	725	Injection
27554	27734	180	965	574	Injection
27774	28633	859	920	765	Injection
28763	29982	1219	927	562	Injection
30002	31261	1259	871	622	Injection
31282	31702	420	916	613	Injection
31711	32201	490	872	620	Injection
32341	33310	969	909	637	Injection
33321	33481	160	860	640	Injection
33600	34220	620	891	643	Injection
34310	34650	340	878	652	Injection
34670	35130	460	892	598	Injection
35259	35479	220	882	646	Injection
35489	36109	620	885	606	Injection
36129	36629	500	881	649	Injection
36639	37139	500	893	585	Injection
37228	37338	110	890	587	Injection
37398	39647	2249	879	613	Injection
39687	40027	340	885	923	Injection
40047	40507	460	1041	767	Injection
40536	41196	660	1046	702	Injection
41206	41316	110	971	798	Injection
41356	41736	380	1159	702	Injection
41846	44025	2179	922	743	Remove Tip
44154	46982	2828	951	779	Remove Tip
47013	47203	190	1117	781	Remove Tip
47242	47452	210	772	720	Remove Tip
47482	47562	80	891	702	Remove Tip
47612	47762	150	1180	575	Remove Tip
47812	48182	370	769	720	Cap On
48212	48852	640	979	714	Cap On
48861	49021	160	922	731	Cap On
49051	49221	170	744	697	Cap On
49251	49541	290	926	764	Cap On
49581	49941	360	915	763	Cap On
50081	51010	929	900	776	Cap On
51150	51520	370	934	732	Cap On
51680	51850	170	947	710	Cap On
51860	52040	180	898	666	Cap On
52050	52340	290	871	598	Cap On
