Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
999	1079	80	686	404	Cap Off
1099	1199	100	707	400	Cap Off
1219	1349	130	744	419	Cap Off
1369	1619	250	825	443	Cap Off
1639	1749	110	822	484	Cap Off
1809	1879	70	1088	549	Cap Off
1899	2049	150	1068	562	Cap Off
2099	2309	210	1043	584	Cap Off
2349	2499	150	1030	583	Cap Off
2519	2769	250	1024	611	Cap Off
2788	3078	290	1015	662	Cap Off
3098	3258	160	968	670	Cap Off
3318	3388	70	935	869	Cap Off
3488	3778	290	931	757	Cap Off
4188	4268	80	928	439	Cap Off
4288	5148	860	927	549	Cap Off
5167	5277	110	974	575	Cap Off
5297	5547	250	970	590	Cap Off
5567	5677	110	909	582	Cap Off
5807	5917	110	1343	596	Cap Off
5927	6147	220	1298	555	Apply Tip
6166	6236	70	1234	557	Apply Tip
6286	6476	190	1216	561	Apply Tip
6536	6766	230	1213	557	Apply Tip
6956	7066	110	886	546	Apply Tip
7086	7786	700	914	556	Apply Tip
7845	8005	160	500	411	Apply Tip
8165	8275	110	689	435	Apply Tip
8315	9374	1059	798	432	Apply Tip
9395	9895	500	754	431	Apply Tip
9944	10184	240	1134	564	Apply Tip
10204	10524	320	1128	550	Apply Tip
10784	11064	280	690	435	Apply Tip
11214	11444	230	711	431	Apply Tip
11503	12612	1109	761	432	Apply Tip
12733	13283	550	762	427	Apply Tip
13302	13412	110	740	432	Apply Tip
13472	13952	480	762	435	Apply Tip
14032	14931	899	764	441	Apply Tip
14951	15531	580	683	446	Apply Tip
15551	15781	230	716	453	Apply Tip
16081	16191	110	1023	477	Apply Tip
16231	16481	250	977	483	Apply Tip
16530	17200	670	915	485	Apply Tip
17290	17500	210	943	834	Apply Tip
17520	17780	260	964	828	Apply Tip
17800	17870	70	979	797	Apply Tip
17940	18570	630	885	419	Apply Tip
18589	18849	260	887	443	Apply Tip
18899	19109	210	894	473	Apply Tip
19149	19259	110	850	466	Apply Tip
19309	19679	370	1028	690	Apply Tip
19739	20059	320	956	633	Setting Units
20098	20498	400	968	627	Setting Units
20518	20898	380	974	630	Setting Units
21088	21198	110	993	610	Setting Units
21238	21328	90	997	626	Setting Units
21348	21498	150	1016	635	Setting Units
21548	21648	100	1036	660	Setting Units
21688	21798	110	1060	670	Setting Units
21947	22137	190	981	629	Setting Units
22237	22347	110	793	685	Injection
22367	22497	130	848	679	Injection
22547	22807	260	1143	496	Injection
22827	22897	70	1227	477	Setting Units
22917	22997	80	1253	468	Setting Units
23207	23367	160	1039	510	Setting Units
23387	23517	130	1005	560	Setting Units
23606	23766	160	975	605	Priming
23866	24016	150	946	592	Priming
24066	24166	100	980	508	Priming
24286	24546	260	1016	453	Priming
24566	24746	180	1035	422	Priming
24766	26065	1299	1044	388	Priming
26215	27085	870	1074	384	Priming
27214	27544	330	692	526	Priming
27604	27714	110	646	419	Priming
27934	28014	80	1089	403	Priming
28104	28674	570	1067	378	Priming
28733	28843	110	1079	392	Priming
28903	29113	210	653	481	Priming
29133	29253	120	686	455	Priming
29273	29383	110	694	442	Priming
29423	29703	280	715	430	Priming
29723	30553	830	724	417	Priming
30572	30662	90	736	426	Priming
30702	31212	510	728	446	Priming
31272	31502	230	742	507	Priming
31522	31842	320	719	480	Priming
31942	32102	160	1211	315	Priming
