Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
899	1009	110	615	668	Cap Off
1129	1339	210	972	756	Cap Off
1409	1519	110	927	801	Cap Off
1539	1659	120	902	847	Cap Off
1679	1869	190	899	814	Cap Off
1989	2189	200	935	800	Cap Off
2229	2319	90	913	817	Cap Off
2359	2469	110	925	816	Cap Off
2489	2839	350	932	825	Cap Off
2848	3118	270	970	768	Cap Off
3178	3288	110	1417	842	Cap Off
3508	3608	100	1232	744	Cap Off
3628	3738	110	1216	732	Apply Tip
3788	3998	210	1242	755	Apply Tip
4038	4148	110	1258	766	Apply Tip
4228	4408	180	1034	727	Apply Tip
4457	4587	130	756	751	Apply Tip
4607	4777	170	834	723	Apply Tip
4797	4967	170	899	690	Apply Tip
5007	5267	260	926	639	Apply Tip
5307	5387	80	922	649	Apply Tip
5427	5517	90	884	671	Apply Tip
5567	5837	270	931	673	Apply Tip
5897	6217	320	972	667	Apply Tip
6256	7026	770	989	649	Apply Tip
7226	8036	810	1017	645	Apply Tip
8095	8635	540	996	639	Apply Tip
8815	8885	70	997	658	Apply Tip
8905	9095	190	972	631	Apply Tip
9155	9735	580	958	635	Apply Tip
9824	9994	170	963	645	Apply Tip
10014	10354	340	978	638	Apply Tip
10394	10864	470	996	645	Apply Tip
11123	11193	70	984	646	Apply Tip
11213	11733	520	970	636	Apply Tip
11813	12023	210	964	619	Apply Tip
12373	12493	120	934	635	Apply Tip
12673	13572	899	939	641	Apply Tip
13752	13992	240	943	639	Apply Tip
14072	14342	270	845	572	Apply Tip
14362	14782	420	848	538	Apply Tip
14821	15041	220	871	521	Apply Tip
15061	15321	260	857	549	Apply Tip
15341	15571	230	875	547	Apply Tip
15611	15871	260	893	556	Apply Tip
15891	16001	110	908	570	Apply Tip
16190	16270	80	982	634	Apply Tip
16300	16570	270	824	693	Apply Tip
16590	16740	150	817	762	Apply Tip
16760	16960	200	829	808	Apply Tip
17040	17220	180	864	948	Apply Tip
17310	17420	110	891	903	Setting Units
17580	17710	130	910	819	Setting Units
17730	17840	110	912	789	Setting Units
17859	17969	110	893	765	Setting Units
18039	18119	80	870	737	Setting Units
18159	18259	100	846	718	Setting Units
18279	18409	130	832	703	Setting Units
18429	18499	70	821	693	Setting Units
18539	19528	989	801	683	Setting Units
19708	19868	160	809	696	Setting Units
20128	20218	90	755	535	Setting Units
20238	20338	100	793	579	Priming
20358	20578	220	827	637	Priming
20608	20888	280	860	502	Priming
20908	21278	370	877	487	Priming
21297	21937	640	887	476	Priming
21977	22167	190	872	483	Priming
22277	23136	859	877	939	Priming
23256	23326	70	884	622	Priming
23386	23736	350	854	889	Priming
23756	23856	100	848	870	Priming
23896	24376	480	858	873	Priming
24675	24775	100	494	425	Priming
24855	24985	130	645	461	Priming
25005	25085	80	695	482	Priming
25145	25235	90	706	490	Priming
25255	25505	250	718	509	Priming
25525	25785	260	730	520	Priming
25825	26085	260	697	532	Priming
26105	26335	230	711	535	Priming
26394	26774	380	745	547	Priming
26824	27604	780	791	566	Priming
27624	27754	130	872	576	Priming
27774	27844	70	850	582	Priming
28063	28733	670	842	564	Priming
28773	29003	230	868	570	Priming
29043	29463	420	820	573	Priming
29483	29593	110	853	505	Priming
29872	30572	700	834	493	Priming
30592	31092	500	822	504	Priming
31112	31752	640	832	468	Priming
31771	32041	270	812	545	Priming
32061	32151	90	790	572	Priming
32191	32601	410	792	601	Priming
32891	33141	250	1029	856	Priming
33160	33410	250	922	763	Setting Units
33430	33520	90	893	719	Setting Units
33560	33670	110	871	720	Setting Units
33690	34070	380	854	712	Setting Units
34090	35749	1659	878	701	Setting Units
35829	36299	470	889	687	Setting Units
36339	36469	130	902	691	Setting Units
37308	37438	130	1073	484	Setting Units
37458	37538	80	1048	485	Setting Units
37608	37738	130	909	526	Setting Units
37778	37848	70	1072	429	Setting Units
37888	38008	120	1031	438	Setting Units
38028	38138	110	1019	450	Setting Units
38157	38307	150	1034	470	Setting Units
38407	38487	80	595	729	Setting Units
38577	38787	210	687	708	Injection
38847	39047	200	792	628	Injection
39177	39507	330	867	570	Injection
39547	39767	220	877	524	Injection
39826	40036	210	886	509	Injection
40076	40316	240	943	521	Injection
40356	40616	260	1021	514	Injection
40646	40986	340	1275	458	Injection
41076	41436	360	961	494	Injection
41476	41706	230	969	422	Injection
