Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
1119	1479	360	956	476	Cap Off
1519	1789	270	942	507	Cap Off
1809	2319	510	966	515	Cap Off
2359	2619	260	921	505	Cap Off
2768	3438	670	946	561	Cap Off
3458	3718	260	965	577	Cap Off
3958	4158	200	971	582	Cap Off
4218	4638	420	943	585	Cap Off
4737	4827	90	931	605	Cap Off
4987	5247	260	935	604	Cap Off
5287	5657	370	953	586	Cap Off
5677	5877	200	931	565	Cap Off
5977	6077	100	1069	591	Cap Off
6236	6356	120	491	422	Cap Off
6376	6556	180	659	421	Cap Off
6656	6816	160	852	511	Cap Off
6876	7136	260	889	421	Cap Off
7276	7346	70	839	521	Cap Off
7576	7736	160	1097	565	Cap Off
7786	7906	120	1208	574	Cap Off
8025	8155	130	791	567	Cap Off
8405	8675	270	1314	582	Cap Off
8855	8985	130	701	547	Apply Tip
9055	9135	80	906	502	Apply Tip
9185	9285	100	953	525	Apply Tip
9305	9455	150	955	562	Apply Tip
9475	9585	110	965	550	Apply Tip
9604	10114	510	995	549	Apply Tip
10174	10414	240	1023	553	Apply Tip
10454	11703	1249	1052	570	Apply Tip
11723	11833	110	1069	581	Apply Tip
11853	12523	670	1087	582	Apply Tip
12623	12883	260	1097	579	Apply Tip
12923	14162	1239	1106	577	Apply Tip
14222	14292	70	1129	585	Apply Tip
14372	14752	380	948	574	Apply Tip
15001	15151	150	902	649	Apply Tip
15171	15251	80	926	651	Setting Units
15321	15531	210	996	601	Setting Units
15551	15721	170	992	573	Setting Units
15741	16900	1159	978	548	Setting Units
16970	17240	270	693	565	Setting Units
17260	17350	90	756	556	Priming
17370	17470	100	802	565	Priming
17510	18050	540	837	582	Priming
18070	18140	70	826	591	Priming
18220	18290	70	930	513	Priming
18309	18449	140	948	445	Priming
18469	18579	110	939	475	Priming
18639	18739	100	1105	509	Priming
18909	19139	230	931	558	Priming
19219	19299	80	879	560	Priming
19509	19619	110	822	563	Priming
19639	19869	230	870	525	Priming
19889	19999	110	897	446	Priming
20019	20269	250	912	404	Priming
20418	20668	250	917	385	Priming
20708	22597	1889	901	382	Priming
22657	22937	280	909	615	Priming
22947	23237	290	921	535	Priming
23277	23957	680	951	711	Priming
24006	24166	160	906	461	Priming
24226	24486	260	910	428	Priming
24506	25096	590	900	384	Priming
25156	25246	90	948	492	Priming
25285	25395	110	936	496	Priming
25855	26095	240	981	747	Priming
26155	26345	190	899	709	Priming
26405	26555	150	1063	609	Priming
26735	26895	160	1229	624	Priming
26935	27035	100	1127	601	Priming
27224	27474	250	626	393	Priming
27494	27694	200	707	392	Priming
27824	27904	80	1271	619	Priming
28074	28244	170	910	574	Priming
28294	28554	260	824	576	Priming
28893	29113	220	1061	600	Priming
29303	29483	180	1110	613	Priming
29553	29633	80	1067	609	Priming
30093	30273	180	766	576	Priming
30353	30473	120	759	573	Priming
30922	31102	180	818	574	Priming
31142	31532	390	780	564	Priming
31552	31842	290	759	573	Priming
31892	32142	250	531	380	Priming
32281	32371	90	1231	600	Priming
32391	32601	210	1180	596	Setting Units
32651	32821	170	1123	572	Setting Units
32841	34940	2099	1096	582	Setting Units
35430	35520	90	766	619	Setting Units
35689	35779	90	879	585	Injection
35959	36069	110	934	571	Injection
36239	36299	60	1021	548	Injection
36389	36499	110	1081	522	Injection
36519	36639	120	1102	458	Injection
36659	36749	90	1125	433	Injection
36919	37269	350	1117	445	Injection
37359	37639	280	1153	436	Injection
37658	38448	790	1111	457	Injection
38508	39308	800	1130	487	Injection
39327	39457	130	1119	498	Injection
39477	39807	330	1096	513	Injection
40227	40337	110	1141	565	Injection
40557	40667	110	1080	436	Injection
40687	41087	400	1051	449	Injection
41106	42375	1269	1056	415	Injection
42486	42876	390	858	731	Injection
42935	43065	130	1059	667	Injection
