Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
0.0	0.0	1.56
0.0	0.0	1.6
0.0	0.0	1.64
0.0	0.0	1.68
0.0	0.0	1.72
0.0	0.0	1.76
1326.8141480724169	1326.8141480724169	1.8
1204.7428507406746	1204.7428507406746	1.84
1095.7044924064908	1095.7044924064908	1.88
1003.4145871043552	1003.4145871043552	1.92
937.4566069284078	937.4566069284078	1.96
920.40806930662	920.40806930662	2.0
911.960617675741	911.960617675741	2.04
913.4971772086883	913.4971772086883	2.08
926.9141881177458	926.9141881177458	2.12
948.2555708055837	948.2555708055837	2.16
970.7689364112836	970.7689364112836	2.2
979.4758354938431	979.4758354938431	2.24
984.1401102668021	984.1401102668021	2.28
985.21678508178	985.21678508178	2.32
979.6065144398563	979.6065144398563	2.36
971.3686458650516	971.3686458650516	2.4
965.3695731553744	965.3695731553744	2.44
975.7543468890284	975.7543468890284	2.48
981.4482420479618	981.4482420479618	2.52
981.8455185008133	981.8455185008133	2.56
972.2568252017132	972.2568252017132	2.6
960.7948072061226	960.7948072061226	2.64
953.7940145295217	953.7940145295217	2.68
947.3309924891938	947.3309924891938	2.72
945.6279018739931	945.6279018739931	2.76
944.0552829333507	944.0552829333507	2.8
