Thumb_L	Index_L	Action
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
472.123129898524	472.123129898524	Cap Off
1445.136039884408	1445.136039884408	Cap Off
1076.538929323343	1076.538929323343	Apply Tip
1193.1685249601317	1193.1685249601317	Apply Tip
1169.5955946515792	1169.5955946515792	Apply Tip
1052.4551216976422	1052.4551216976422	Apply Tip
1033.1459224922053	1033.1459224922053	Apply Tip
1038.8596679561253	1038.8596679561253	Apply Tip
1027.8366508251117	1027.8366508251117	Apply Tip
1005.0991544753551	1005.0991544753551	Apply Tip
1032.950043232654	1032.950043232654	Setting Units
1109.1331786745334	1109.1331786745334	Setting Units
1096.5421417358625	1096.5421417358625	Setting Units
1126.9415781369964	1126.9415781369964	Priming
1155.1401271750826	1155.1401271750826	Priming
1224.7568516302192	1224.7568516302192	Priming
1263.8520372403189	1263.8520372403189	Priming
1209.0027232441043	1209.0027232441043	Priming
1105.8119527913273	1105.8119527913273	Priming
1112.0969019977504	1112.0969019977504	Priming
1116.1665639502103	1116.1665639502103	Priming
1116.878839646015	1116.878839646015	Priming
1096.5733478966258	1096.5733478966258	Priming
1103.117340739511	1103.117340739511	Priming
1215.647995966929	1215.647995966929	Priming
1258.8432701854704	1258.8432701854704	Priming
1211.387989287629	1211.387989287629	Priming
1213.2705671729987	1213.2705671729987	Priming
1212.139244417874	1212.139244417874	Priming
1218.650428291013	1218.650428291013	Priming
1238.2452656308678	1238.2452656308678	Priming
1384.7537261567802	1384.7537261567802	Priming
1438.8769688964353	1438.8769688964353	Setting Units
1437.2673536906009	1437.2673536906009	Setting Units
1436.2285441214506	1436.2285441214506	Injection
1435.6046937473754	1435.6046937473754	Injection
1435.6111643994514	1435.6111643994514	Injection
1429.4347860751318	1429.4347860751318	Injection
1167.5923840852195	1167.5923840852195	Injection
999.9444343056254	999.9444343056254	Injection
986.8342515383332	986.8342515383332	Injection
989.3964636064089	989.3964636064089	Injection
1003.6809864295229	1003.6809864295229	Injection
1020.2764001899059	1020.2764001899059	Injection
1150.8012639427686	1150.8012639427686	Injection
1400.2794820909178	1394.551884572214	Injection
1074.9650962348856	917.5050076236943	Injection
1144.9596142174432	860.0251699200062	Injection
739.2185865255004	704.9710476959046	Injection
176.53302991632916	176.53302991632916	Injection
1113.207485952876	1113.207485952876	Injection
1121.9791944787141	1121.9791944787141	Injection
1132.1151484840611	1132.1151484840611	Injection
1106.192979780273	1106.192979780273	Injection
1022.2565599834431	1022.2565599834431	Injection
531.7563666422092	531.7563666422092	Injection
343.2232699835472	343.2232699835472	Injection
457.78325700054194	457.78325700054194	Injection
396.4562271938455	401.147124304764	Remove Tip
436.07293459721404	436.07293459721404	Remove Tip
428.06875493249674	430.0461957955097	Remove Tip
445.9134678557023	445.9134678557023	Remove Tip
492.0164891836477	492.0164891836477	Remove Tip
333.5889830394465	333.5889830394465	Remove Tip
500.52205318557424	500.52205318557424	Remove Tip
1327.7203615405501	1057.440820446813	Remove Tip
0.0	0.0	Cap On
0.0	0.0	Cap On
0.0	0.0	Cap On
0.0	0.0	Cap On
0.0	0.0	Cap On
0.0	0.0	Cap On
