Thumb_L	Index_L	Action
1155.3921713011216	1155.3921713011216	Cap Off
1114.7433008420164	1114.7433008420164	Cap Off
1067.9196879560807	1067.9196879560807	Cap Off
952.8285276933841	952.8285276933841	Cap Off
938.2847540501391	938.2847540501391	Cap Off
966.7570532150103	966.7570532150103	Cap Off
1171.498429375366	1171.498429375366	Cap Off
1153.3390659057177	1153.3390659057177	Cap Off
1124.4715858890902	1124.4715858890902	Cap Off
1109.3142373573394	1109.3142373573394	Cap Off
1133.6357833349393	1133.6357833349393	Cap Off
1207.1525142519477	1207.1525142519477	Cap Off
1227.115546084177	1227.115546084177	Apply Tip
1314.3202626045747	1314.3202626045747	Apply Tip
1366.5300504404997	1366.5300504404997	Apply Tip
1244.6570355709846	1244.6570355709846	Apply Tip
1043.3524156541937	1043.3524156541937	Apply Tip
1056.7018915111476	1056.7018915111476	Apply Tip
1057.6510123234918	1057.6510123234918	Apply Tip
1131.1033555658764	1131.1033555658764	Apply Tip
1141.0847281439308	1141.0847281439308	Apply Tip
1123.8954558789096	1123.8954558789096	Apply Tip
1153.242739098548	1153.242739098548	Apply Tip
1161.7909262228104	1161.7909262228104	Apply Tip
1165.5989843993614	1165.5989843993614	Apply Tip
1102.7988078653284	1102.7988078653284	Apply Tip
1087.1209716976473	1087.1209716976473	Apply Tip
1082.156272328686	1082.156272328686	Apply Tip
1085.5108185000433	1085.5108185000433	Apply Tip
1061.8259567308587	1061.8259567308587	Apply Tip
1043.8604658219579	1043.8604658219579	Apply Tip
1041.3439141511692	1041.3439141511692	Apply Tip
1043.1632705795232	1043.1632705795232	Apply Tip
1037.8639745224161	1037.8639745224161	Apply Tip
1053.8360377279382	1053.8360377279382	Apply Tip
1166.0444199096198	1166.0444199096198	Apply Tip
1283.4908810174225	1283.4908810174225	Apply Tip
1304.5923782976076	1304.5923782976076	Apply Tip
1313.5517709724747	1313.5517709724747	Apply Tip
1267.7310040706293	1267.7310040706293	Apply Tip
1139.3609526938853	1139.3609526938853	Apply Tip
1135.7058527091285	1135.7058527091285	Apply Tip
1165.4041824925043	1165.4041824925043	Apply Tip
1055.4854784766537	1055.4854784766537	Setting Units
1024.4984447246559	1024.4984447246559	Setting Units
1020.9307766788534	1020.9307766788534	Setting Units
1018.5036351764481	1018.5036351764481	Setting Units
1166.0446770386136	1166.0446770386136	Priming
1239.920456433751	1239.920456433751	Priming
1260.8719928350495	1260.8719928350495	Priming
1266.88801410261	1266.88801410261	Priming
1294.2655510395616	1294.2655510395616	Priming
1289.6856079166419	1289.6856079166419	Priming
1281.9534735017126	1281.9534735017126	Priming
1288.031305779893	1288.031305779893	Priming
1286.5990253434325	1286.5990253434325	Priming
1282.8356864013217	1282.8356864013217	Priming
1277.103850896521	1277.103850896521	Priming
1281.2820169164672	1281.2820169164672	Priming
1305.1990533350709	1305.1990533350709	Priming
1555.2664995421082	1555.2664995421082	Priming
1560.3748276032175	1560.3748276032175	Priming
1560.2380225468655	1560.2380225468655	Priming
1561.6781537936267	1561.6781537936267	Priming
1549.7866395031529	1549.7866395031529	Setting Units
1480.021916103009	1480.021916103009	Setting Units
1253.4932305613477	1253.4932305613477	Setting Units
1169.0707995694077	1169.0707995694077	Setting Units
1042.2997556075723	1042.2997556075723	Setting Units
1041.4190959924365	1041.4190959924365	Setting Units
1468.2766150922344	1468.2766150922344	Injection
1301.5725557024186	1301.5725557024186	Injection
1179.4340399489274	1179.4340399489274	Injection
1152.2269970714408	1152.2269970714408	Injection
