Wrist_L	Thumb_L	Index_L	Middle_L	Ring_L	Pinky_L	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	0.0	0.0	1.24
0.0	0.0	0.0	0.0	0.0	0.0	1.28
0.0	0.0	0.0	0.0	0.0	0.0	1.32
0.0	0.0	0.0	0.0	0.0	0.0	1.36
0.0	0.0	0.0	0.0	0.0	0.0	1.4
0.0	0.0	0.0	0.0	0.0	0.0	1.44
0.0	0.0	0.0	0.0	0.0	0.0	1.48
0.0	0.0	0.0	0.0	0.0	0.0	1.52
0.0	0.0	0.0	0.0	0.0	0.0	1.56
0.0	0.0	0.0	0.0	0.0	0.0	1.6
0.0	0.0	0.0	0.0	0.0	0.0	1.64
0.0	0.0	0.0	0.0	0.0	0.0	1.68
0.0	0.0	0.0	0.0	0.0	0.0	1.72
0.0	0.0	0.0	0.0	0.0	0.0	1.76
2557.9500630118555	2557.9500630118555	2557.9500630118555	2557.9500630118555	2557.9500630118555	2557.9500630118555	1.8
2473.862476749621	2473.862476749621	2473.862476749621	2473.862476749621	2473.862476749621	2473.862476749621	1.84
2359.7188438819962	2359.7188438819962	2359.7188438819962	2359.7188438819962	2359.7188438819962	2359.7188438819962	1.88
2244.4599621412526	2244.4599621412526	2244.4599621412526	2244.4599621412526	2244.4599621412526	2244.4599621412526	1.92
2134.122223392761	2134.122223392761	2134.122223392761	2134.122223392761	2134.122223392761	2134.122223392761	1.96
2037.0756379464524	2037.0756379464524	2037.0756379464524	2037.0756379464524	2037.0756379464524	2037.0756379464524	2.0
1948.1805727538658	1948.1805727538658	1948.1805727538658	1948.1805727538658	1948.1805727538658	1948.1805727538658	2.04
1883.350226312238	1883.350226312238	1883.350226312238	1883.350226312238	1883.350226312238	1883.350226312238	2.08
1829.6425623615112	1829.6425623615112	1829.6425623615112	1829.6425623615112	1829.6425623615112	1829.6425623615112	2.12
1794.5560676380321	1794.5560676380321	1794.5560676380321	1794.5560676380321	1794.5560676380321	1794.5560676380321	2.16
1779.768228168376	1779.768228168376	1779.768228168376	1779.768228168376	1779.768228168376	1779.768228168376	2.2
1782.0958055180658	1782.0958055180658	1782.0958055180658	1782.0958055180658	1782.0958055180658	1782.0958055180658	2.24
1795.0970997644063	1795.0970997644063	1795.0970997644063	1795.0970997644063	1795.0970997644063	1795.0970997644063	2.28
1817.0860619367477	1817.0860619367477	1817.0860619367477	1817.0860619367477	1817.0860619367477	1817.0860619367477	2.32
1829.6865327631701	1829.6865327631701	1829.6865327631701	1829.6865327631701	1829.6865327631701	1829.6865327631701	2.36
1827.6665162015308	1827.6665162015308	1827.6665162015308	1827.6665162015308	1827.6665162015308	1827.6665162015308	2.4
1825.5523247979681	1825.5523247979681	1825.5523247979681	1825.5523247979681	1825.5523247979681	1825.5523247979681	2.44
1829.218240148554	1829.218240148554	1829.218240148554	1829.218240148554	1829.218240148554	1829.218240148554	2.48
1836.3238601069559	1836.3238601069559	1836.3238601069559	1836.3238601069559	1836.3238601069559	1836.3238601069559	2.52
1840.6736159087873	1840.6736159087873	1840.6736159087873	1840.6736159087873	1840.6736159087873	1840.6736159087873	2.56
1847.401179954442	1847.401179954442	1847.401179954442	1847.401179954442	1847.401179954442	1847.401179954442	2.6
1856.0001340894958	1856.0001340894958	1856.0001340894958	1856.0001340894958	1856.0001340894958	1856.0001340894958	2.64
1865.6270801708856	1865.6270801708856	1865.6270801708856	1865.6270801708856	1865.6270801708856	1865.6270801708856	2.68
1866.5244604149395	1866.5244604149395	1866.5244604149395	1866.5244604149395	1866.5244604149395	1866.5244604149395	2.72
1861.355388524303	1861.355388524303	1861.355388524303	1861.355388524303	1861.355388524303	1861.355388524303	2.76
1857.6085255709772	1857.6085255709772	1857.6085255709772	1857.6085255709772	1857.6085255709772	1857.6085255709772	2.8
1854.190377584017	1854.190377584017	1854.190377584017	1854.190377584017	1854.190377584017	1854.190377584017	2.84
1852.8000578373321	1852.8000578373321	1852.8000578373321	1852.8000578373321	1852.8000578373321	1852.8000578373321	2.88
1848.5929658166676	1848.5929658166676	1848.5929658166676	1848.5929658166676	1848.5929658166676	1848.5929658166676	2.92
1846.3724522946238	1846.3724522946238	1846.3724522946238	1846.3724522946238	1846.3724522946238	1846.3724522946238	2.96
1844.254785770013	1844.254785770013	1844.254785770013	1844.254785770013	1844.254785770013	1844.254785770013	3.0
1840.8873802700473	1840.8873802700473	1840.8873802700473	1840.8873802700473	1840.8873802700473	1840.8873802700473	3.04
1840.4727499054404	1840.4727499054404	1840.4727499054404	1840.4727499054404	1840.4727499054404	1840.4727499054404	3.08
1834.4659037881497	1834.4659037881497	1834.4659037881497	1834.4659037881497	1834.4659037881497	1834.4659037881497	3.12
1836.4480227569925	1836.4480227569925	1836.4480227569925	1836.4480227569925	1836.4480227569925	1836.4480227569925	3.16
1832.8671824322728	1832.8671824322728	1832.8671824322728	1832.8671824322728	1832.8671824322728	1832.8671824322728	3.2
1835.4684374862527	1835.4684374862527	1835.4684374862527	1835.4684374862527	1835.4684374862527	1835.4684374862527	3.24
1849.8464004330488	1849.8464004330488	1849.8464004330488	1849.8464004330488	1849.8464004330488	1849.8464004330488	3.28
1871.2519712662074	1871.2519712662074	1871.2519712662074	1871.2519712662074	1871.2519712662074	1871.2519712662074	3.32
1900.3974761553427	1900.3974761553427	1900.3974761553427	1900.3974761553427	1900.3974761553427	1900.3974761553427	3.36
1925.8442483269018	1925.8442483269018	1925.8442483269018	1925.8442483269018	1925.8442483269018	1925.8442483269018	3.4
1929.0195212773847	1929.0195212773847	1929.0195212773847	1929.0195212773847	1929.0195212773847	1929.0195212773847	3.44
1914.91268531126	1914.91268531126	1914.91268531126	1914.91268531126	1914.91268531126	1914.91268531126	3.48
1890.1000493975594	1890.1000493975594	1890.1000493975594	1890.1000493975594	1890.1000493975594	1890.1000493975594	3.52
1877.9379615991122	1877.9379615991122	1877.9379615991122	1877.9379615991122	1877.9379615991122	1877.9379615991122	3.56
1884.385348225942	1884.385348225942	1884.385348225942	1884.385348225942	1884.385348225942	1884.385348225942	3.6
1888.545397090706	1888.545397090706	1888.545397090706	1888.545397090706	1888.545397090706	1888.545397090706	3.64
1894.1141655735569	1894.1141655735569	1894.1141655735569	1894.1141655735569	1894.1141655735569	1894.1141655735569	3.68
1898.4395020541147	1898.4395020541147	1898.4395020541147	1898.4395020541147	1898.4395020541147	1898.4395020541147	3.72
1898.5213007943207	1898.5213007943207	1898.5213007943207	1898.5213007943207	1898.5213007943207	1898.5213007943207	3.76
1899.5288648172072	1899.5288648172072	1899.5288648172072	1899.5288648172072	1899.5288648172072	1899.5288648172072	3.8
1920.2200530599387	1920.2200530599387	1920.2200530599387	1920.2200530599387	1920.2200530599387	1920.2200530599387	3.84
1947.00716646186	1947.00716646186	1947.00716646186	1947.00716646186	1947.00716646186	1947.00716646186	3.88
2019.6873800378057	2019.6873800378057	2019.6873800378057	2019.6873800378057	2019.6873800378057	2019.6873800378057	3.92
2113.1165031421733	2113.1165031421733	2113.1165031421733	2113.1165031421733	2113.1165031421733	2113.1165031421733	3.96
2205.903008471703	2205.903008471703	2205.903008471703	2205.903008471703	2205.903008471703	2205.903008471703	4.0
2289.1465188293655	2289.1465188293655	2289.1465188293655	2289.1465188293655	2289.1465188293655	2289.1465188293655	4.04
2348.6823242011046	2348.6823242011046	2348.6823242011046	2348.6823242011046	2348.6823242011046	2348.6823242011046	4.08
2371.0450337471875	2371.0450337471875	2371.0450337471875	2371.0450337471875	2371.0450337471875	2371.0450337471875	4.12
2384.403608395783	2384.403608395783	2384.403608395783	2384.403608395783	2384.403608395783	2384.403608395783	4.16
2389.044460257875	2389.044460257875	2389.044460257875	2389.044460257875	2389.044460257875	2389.044460257875	4.2
2396.08242016665	2396.08242016665	2396.08242016665	2396.08242016665	2396.08242016665	2396.08242016665	4.24
2391.5720843887843	2391.5720843887843	2391.5720843887843	2391.5720843887843	2391.5720843887843	2391.5720843887843	4.28
2393.0700383366757	2393.0700383366757	2393.0700383366757	2393.0700383366757	2393.0700383366757	2393.0700383366757	4.32
2389.469678356699	2389.469678356699	2389.469678356699	2389.469678356699	2389.469678356699	2389.469678356699	4.36
2385.967419747266	2385.967419747266	2385.967419747266	2385.967419747266	2385.967419747266	2385.967419747266	4.4
2379.034283402845	2379.034283402845	2379.034283402845	2379.034283402845	2379.034283402845	2379.034283402845	4.44
2370.482019743005	2370.482019743005	2370.482019743005	2370.482019743005	2370.482019743005	2370.482019743005	4.48
2356.295735774046	2356.295735774046	2356.295735774046	2356.295735774046	2356.295735774046	2356.295735774046	4.52
2350.2810412524086	2350.2810412524086	2350.2810412524086	2350.2810412524086	2350.2810412524086	2350.2810412524086	4.56
