Thumb_L	Index_L	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
1343.0525820368628	1268.460071913796	0.64
1291.7437661179579	1241.5272636949003	0.68
1276.3906841462492	1219.8716587472502	0.72
1254.5573293320729	1200.50509111477	0.76
1236.7473796275747	1192.7533263905152	0.8
1234.8369344166963	1188.6704037609081	0.84
1224.90109420757	1179.104993884497	0.88
1215.2844634626165	1174.8480628329833	0.92
1221.8678819889903	1172.2186466490168	0.96
1230.7251042335643	1170.7345488320175	1.0
1240.8501806152728	1173.4953632924178	1.04
1247.9989000634985	1172.0910708126755	1.08
1262.4373876436441	1171.911002824203	1.12
1262.8591577937673	1168.9680273736387	1.16
1251.7528889798068	1164.8020843514587	1.2
1243.4400780513752	1163.9653134358994	1.24
1246.3550973698084	1164.1809446253883	1.28
1246.1460443068916	1174.5722187802423	1.32
1255.300132860963	1172.2117697923138	1.36
1264.4452122539035	1181.0373164170237	1.4
1283.5943612687222	1204.0946520505038	1.44
1308.4021578723853	1223.5250683966665	1.48
1331.498053571035	1235.5626018057437	1.52
1361.6811789498308	1261.8471266237032	1.56
1376.7855781954447	1278.340994579853	1.6
1375.1823301177092	1296.3460345829217	1.64
0.0	0.0	1.68
0.0	0.0	1.72
0.0	0.0	1.76
0.0	0.0	1.8
0.0	0.0	1.84
0.0	0.0	1.88
0.0	0.0	1.92
0.0	0.0	1.96
0.0	0.0	2.0
0.0	0.0	2.04
0.0	0.0	2.08
0.0	0.0	2.12
0.0	0.0	2.16
0.0	0.0	2.2
0.0	0.0	2.24
0.0	0.0	2.28
0.0	0.0	2.32
0.0	0.0	2.36
0.0	0.0	2.4
0.0	0.0	2.44
0.0	0.0	2.48
0.0	0.0	2.52
0.0	0.0	2.56
0.0	0.0	2.6
0.0	0.0	2.64
0.0	0.0	2.68
