Thumb_L	Index_L	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
1145.5729300204948	1149.106184507595	1.32
1069.3878244658372	1069.3691953774867	1.36
1009.8955918449464	1004.046080067425	1.4
972.4873930486514	964.1364722688423	1.44
955.0695667661817	959.1480544667594	1.48
943.8155601253777	955.9381273304629	1.52
944.8130250327949	923.0879634168995	1.56
954.445081344391	900.1533954951708	1.6
969.4800650228343	898.8516495674806	1.64
979.2457934245574	902.2969020622079	1.68
1003.876929450828	911.4607097183173	1.72
1013.6989740713552	931.7528454787055	1.76
1021.571027372612	958.2914379329524	1.8
1018.4910971418798	971.2723139273883	1.84
1010.0290723654197	970.673842954761	1.88
1016.8957143546321	979.2305521238384	1.92
1020.1391947845868	979.738493076426	1.96
1015.3702983690314	976.1630939084479	2.0
1009.0101216594651	985.1840622113315	2.04
1006.326971954345	994.6945600130798	2.08
1001.3311988805011	983.8538610075268	2.12
982.4723752803758	987.6526176591317	2.16
962.3553508877166	980.8130578714689	2.2
950.958843115818	975.8034437529483	2.24
936.5878120743488	967.9591610852527	2.28
930.2215840201314	959.439373046527	2.32
916.7500816269703	952.7698965292766	2.36
901.8829946233392	943.6016550116309	2.4
897.8626112871282	931.748044868212	2.44
903.0735748414911	924.1888425581016	2.48
897.0730251556289	923.3138046205555	2.52
896.0972575889854	940.2609951728251	2.56
892.421306548659	931.0551298094427	2.6
