Thumb_L	Index_L	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
0.0	0.0	1.56
0.0	0.0	1.6
0.0	0.0	1.64
0.0	0.0	1.68
0.0	0.0	1.72
0.0	0.0	1.76
0.0	0.0	1.8
0.0	0.0	1.84
0.0	0.0	1.88
0.0	0.0	1.92
1683.0131332667456	1706.1695849665216	1.96
1621.8487760229223	1646.619605074773	2.0
1568.9421480902415	1597.2961463803904	2.04
1517.6600714464694	1540.0016313109675	2.08
1469.523466030547	1479.598025586024	2.12
1419.0514122565364	1424.5262241917849	2.16
1374.3092098040797	1375.2276694118393	2.2
1327.92884467516	1320.1292907961201	2.24
1286.7580888741631	1259.8228105436356	2.28
1242.0366164485897	1205.124704073071	2.32
1201.8254367526106	1151.077015795188	2.36
1174.140204046628	1103.6023376860785	2.4
1144.279995588253	1073.252504777639	2.44
1123.231136002724	1049.2742167482925	2.48
1104.0476468357795	1025.9817865644825	2.52
1085.3074305570308	1018.4492049075279	2.56
1077.260981684974	1023.5786379723403	2.6
1076.1693604924192	1029.3013206456455	2.64
1074.6098758281726	1037.9338116722226	2.68
1069.3469079385973	1037.499616787227	2.72
1061.8585382064139	1031.4969428141912	2.76
1060.2301097734799	1025.626032733243	2.8
