Thumb_L	Index_L	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
1252.0269451868226	1256.9382880038936	1.2
1168.2324740069307	1163.6936545231993	1.24
1104.7533447141275	1095.4078188558278	1.28
1056.8924488938821	1057.2672067295737	1.32
1046.1778795879516	1037.5113138046977	1.36
1081.1537084382726	1009.0775628428386	1.4
1091.777106578734	1008.2886278197598	1.44
1107.7062308738589	1027.9827007050033	1.48
1122.3287379649666	1040.5621197049093	1.52
1129.0714432967277	1041.3049930084483	1.56
1128.7530645719073	1045.340200890347	1.6
1122.3157552686894	1050.733889708404	1.64
1111.8340466365773	1042.2414887646758	1.68
1100.685206872185	1040.9316105128066	1.72
1087.0138022827146	1041.5587682677938	1.76
1077.4845999555123	1030.4298127713537	1.8
1066.131722067316	1021.1845538101162	1.84
1049.4621886477853	1002.7806900994331	1.88
1038.5403226547987	989.3318471007175	1.92
1028.9807634546978	983.5322869911653	1.96
1025.098762066634	985.8244457129986	2.0
1030.6846046915891	1000.4514115787165	2.04
1037.857347967989	1026.980781520986	2.08
1039.21185030146	1056.7049797547204	2.12
1022.9775016952257	1062.4695640308257	2.16
1010.0102034731004	1043.2074721438278	2.2
998.7841491808127	1039.7627555631561	2.24
989.5747724200158	1032.4848757381021	2.28
987.5593430244783	1035.8280076687695	2.32
973.7692675760932	1019.7308477453197	2.36
946.0242210596583	1000.8869559933312	2.4
915.4027639929313	968.2002793157463	2.44
899.6197019046072	980.7579346528752	2.48
