Thumb_L	Index_L	Action
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
842.2744557215678	872.8068464266801	Cap Off
941.5419820532244	941.5419820532244	Cap Off
901.61552056416	901.61552056416	Cap Off
1025.42691444539	1004.9153481541139	Cap Off
921.7517796071401	911.0267885889114	Cap Off
823.8309083986775	850.3468524636127	Cap Off
680.5170989331112	647.5367423819861	Cap Off
768.3310944878933	721.916822272467	Cap Off
848.9116784843762	804.585441401358	Cap Off
987.5461210265017	1012.4125240513608	Cap Off
1010.7027144233872	1079.5650559282617	Cap Off
766.4280655053876	716.5152480505712	Apply Tip
1326.4032429496942	1326.4032429496942	Apply Tip
1351.1100974501173	1351.1100974501173	Apply Tip
1083.9669537242235	1115.6913063767975	Apply Tip
745.9755450135216	811.5911813731651	Apply Tip
851.366547474268	867.0694986362034	Apply Tip
775.5235898504847	814.899708902217	Apply Tip
764.2726509774274	800.1952275987189	Apply Tip
793.6822377841833	837.1573334678706	Apply Tip
801.3479854159341	843.3759736455397	Apply Tip
813.8271851525357	854.1833707996235	Apply Tip
773.7063497112475	817.0967666412942	Apply Tip
744.4342077316427	789.4899527866896	Apply Tip
757.8892533816678	797.196108805737	Apply Tip
759.4344398301962	806.8253356239126	Apply Tip
676.4552726641268	762.3464647348533	Apply Tip
703.779372423665	759.3044880105041	Apply Tip
707.9674977919316	750.0822467955403	Apply Tip
576.9132398491308	594.2440445013078	Apply Tip
842.2744557215678	872.8068464266801	Apply Tip
832.6506709241311	865.0183821191423	Apply Tip
889.2474784624492	917.9163137416592	Setting Units
913.6005298838265	928.1821932707231	Setting Units
914.4313835107843	906.5378263600054	Setting Units
903.8034348888704	839.2676868424172	Setting Units
919.1312857664436	941.2291171938452	Setting Units
