Thumb_L	Index_L	Action
1261.0855208607582	1261.0855208607582	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
0.0	0.0	Cap Off
425.3030125268937	425.3030125268937	Cap Off
1321.8036463274163	1321.8036463274163	Cap Off
1327.6799548060453	1327.6799548060453	Cap Off
1321.5163362505057	1321.5163362505057	Cap Off
1317.5644806931846	1317.5644806931846	Cap Off
1288.8477411721665	1288.8477411721665	Cap Off
1262.681277564264	1262.681277564264	Cap Off
1260.8728979923435	1260.8728979923435	Cap Off
1265.083744138844	1265.083744138844	Cap Off
1263.978189527118	1263.978189527118	Cap Off
1266.2385841667783	1266.2385841667783	Apply Tip
1237.3242778226006	1237.3242778226006	Apply Tip
1222.5694206983032	1222.5694206983032	Apply Tip
1206.6167449279617	1206.6167449279617	Apply Tip
1200.5541329033772	1200.5541329033772	Apply Tip
1239.4076397641645	1239.4076397641645	Apply Tip
1221.5229970550367	1221.5229970550367	Apply Tip
1232.2396457739826	1232.2396457739826	Apply Tip
1229.1431857835473	1229.1431857835473	Apply Tip
1223.2707432585255	1223.2707432585255	Apply Tip
1230.7391085556092	1230.7391085556092	Apply Tip
1238.125897986913	1238.125897986913	Apply Tip
1222.434795793167	1222.434795793167	Apply Tip
1207.8977910546475	1207.8977910546475	Apply Tip
1197.9474283070554	1197.9474283070554	Apply Tip
1195.0429830121313	1195.0429830121313	Apply Tip
1430.2675941217356	1430.2675941217356	Apply Tip
1303.9371439546164	1303.9371439546164	Apply Tip
1281.4053993579457	1281.4053993579457	Apply Tip
1269.1930857236925	1269.1930857236925	Apply Tip
276.5565134339159	276.5565134339159	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Apply Tip
0.0	0.0	Setting Units
0.0	0.0	Setting Units
0.0	0.0	Setting Units
0.0	0.0	Setting Units
0.0	0.0	Setting Units
0.0	0.0	Setting Units
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
0.0	0.0	Priming
1058.2189822744829	1058.2189822744829	Priming
1222.0597044613799	1222.0597044613799	Priming
722.2476189759261	722.2476189759261	Priming
0.0	0.0	Priming
0.0	0.0	Setting Units
0.0	0.0	Setting Units
836.6266436151774	836.6266436151774	Setting Units
1207.191561230758	1207.191561230758	Setting Units
1143.7119343204222	1143.7119343204222	Setting Units
1113.0401348142466	1113.0401348142466	Setting Units
1099.4699005624975	1099.4699005624975	Setting Units
1165.6036154945846	1165.6036154945846	Injection
1190.9412456058637	1190.9412456058637	Injection
1212.6280998560055	1212.6280998560055	Injection
1237.583565699535	1237.583565699535	Injection
1225.3709885137882	1225.3709885137882	Injection
1221.9557669948342	1221.9557669948342	Injection
1238.0517046358402	1238.0517046358402	Injection
1236.5182483521587	1236.5182483521587	Injection
1235.4804195845516	1235.4804195845516	Injection
1228.703668516516	1228.703668516516	Injection
1230.0959279681135	1230.0959279681135	Injection
1230.622194491657	1230.622194491657	Injection
1249.2969809253234	1249.2969809253234	Injection
1246.4321352577908	1246.4321352577908	Injection
1245.6586269428371	1245.6586269428371	Injection
1237.199480150561	1237.199480150561	Injection
1237.0287499754381	1237.0287499754381	Injection
1231.6246833204607	1231.6246833204607	Injection
1230.7201654844466	1230.7201654844466	Injection
1203.4313010384208	1203.4313010384208	Injection
1118.6259657254216	1118.6259657254216	Injection
1095.6331560038082	1095.6331560038082	Injection
1108.5232085347545	1108.5232085347545	Injection
1306.923886025982	1306.923886025982	Injection
1113.2731745147971	1113.2731745147971	Injection
1245.2261042825876	1245.2261042825876	Injection
1233.9473758981073	1233.9473758981073	Injection
1243.1111659600842	1243.1111659600842	Injection
1249.8100327189518	1249.8100327189518	Injection
1244.8564850265136	1244.8564850265136	Injection
1228.1615483120327	1228.1615483120327	Injection
1242.6532329837778	1242.6532329837778	Injection
1222.2800306591794	1222.2800306591794	Injection
1216.3476225008744	1216.3476225008744	Injection
1216.0991213904556	1216.0991213904556	Injection
1239.2808704210593	1239.2808704210593	Remove Tip
1243.855124478011	1243.855124478011	Remove Tip
1249.0243894627697	1249.0243894627697	Remove Tip
1253.0374052883571	1253.0374052883571	Remove Tip
1269.0415546648655	1269.0415546648655	Remove Tip
1373.6153876124906	1373.6153876124906	Remove Tip
1444.5678258028156	1444.5678258028156	Remove Tip
1403.21914652938	1403.21914652938	Remove Tip
1197.4640886485759	1197.4640886485759	Remove Tip
1154.9136499109907	1154.9136499109907	Remove Tip
1323.7875156861676	1323.7875156861676	Remove Tip
1340.3061986612324	1340.3061986612324	Remove Tip
1242.458660877211	1242.458660877211	Remove Tip
724.2629375167211	707.0618231829261	Remove Tip
0.0	0.0	Remove Tip
0.0	0.0	Remove Tip
0.0	0.0	Remove Tip
0.0	0.0	Remove Tip
0.0	0.0	Remove Tip
0.0	0.0	Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
