Thumb_L	Index_L	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
1071.0225429063628	1055.8075496095303	1.56
1079.2601167013152	1059.6658680717214	1.6
1077.1580192897004	1091.3899165972043	1.64
1077.4838201905602	1071.5054758224157	1.68
0.0	0.0	1.72
1106.587181090798	1142.839049792478	1.76
1104.2469980528447	1125.8320160849569	1.8
0.0	0.0	1.84
0.0	0.0	1.88
0.0	0.0	1.92
0.0	0.0	1.96
0.0	0.0	2.0
0.0	0.0	2.04
0.0	0.0	2.08
0.0	0.0	2.12
0.0	0.0	2.16
0.0	0.0	2.2
0.0	0.0	2.24
0.0	0.0	2.28
0.0	0.0	2.32
0.0	0.0	2.36
0.0	0.0	2.4
0.0	0.0	2.44
0.0	0.0	2.48
0.0	0.0	2.52
0.0	0.0	2.56
0.0	0.0	2.6
0.0	0.0	2.64
0.0	0.0	2.68
0.0	0.0	2.72
0.0	0.0	2.76
0.0	0.0	2.8
0.0	0.0	2.84
0.0	0.0	2.88
0.0	0.0	2.92
0.0	0.0	2.96
0.0	0.0	3.0
0.0	0.0	3.04
0.0	0.0	3.08
0.0	0.0	3.12
0.0	0.0	3.16
0.0	0.0	3.2
0.0	0.0	3.24
0.0	0.0	3.28
0.0	0.0	3.32
