Thumb_L	Index_L	Action
1107.2213650355473	1085.8572687197548	Priming
1340.6244208041778	1340.6244208041778	Priming
738.3842265543605	720.1939832041322	Priming
767.4193334087691	767.4193334087691	Priming
915.7221167163443	915.7221167163443	Priming
907.6447909907985	907.6447909907985	Priming
927.9589503182809	927.9589503182809	Priming
917.7428410223806	917.7428410223806	Priming
916.4495866234653	916.4495866234653	Priming
917.3228709120768	917.3228709120768	Priming
913.4568778360141	913.4568778360141	Setting Units
913.0536221288515	913.0536221288515	Setting Units
911.5700522845304	911.5700522845304	Setting Units
912.3421377268862	912.3421377268862	Setting Units
914.6318878802697	914.6318878802697	Setting Units
913.9699156982001	913.9699156982001	Setting Units
909.5023586058986	909.5023586058986	Setting Units
903.6610956953068	903.6610956953068	Setting Units
901.3847595981172	901.3847595981172	Setting Units
898.8057280889344	898.8057280889344	Setting Units
899.7101676162788	899.7101676162788	Setting Units
901.1452206285344	901.1452206285344	Injection
870.4785246487718	870.4785246487718	Injection
852.3282794159106	852.3282794159106	Injection
825.3350082723064	825.3350082723064	Injection
1107.2213650355473	1085.8572687197548	Injection
1107.2213650355473	1085.8572687197548	Injection
1107.2213650355473	1085.8572687197548	Injection
1178.8966330926444	1178.8966330926444	Injection
1207.3096429360253	1207.3096429360253	Injection
1168.5723463348368	1168.5723463348368	Injection
1165.0674387219813	1165.0674387219813	Injection
1161.7411260798042	1161.7411260798042	Injection
1125.9257720575204	1117.5924079223014	Injection
945.3885704594832	865.9641513751258	Injection
952.8629860377548	890.2728274152345	Injection
958.6280981819611	903.4729662487907	Injection
952.3923074719394	891.589802250531	Injection
947.7375114695283	885.976738362292	Injection
939.3553869759011	882.5838135914435	Injection
927.1899566590762	873.5196641991237	Injection
918.2298756017368	850.706141096055	Injection
974.5865865736154	899.036349798594	Injection
1072.5782790181324	1016.3941394958485	Injection
1119.6307298076513	1064.1626849880392	Injection
1132.2681649222934	1069.634859052332	Injection
1058.4950719234932	1010.806611654724	Injection
969.2151507832534	924.9848590305967	Injection
982.8983551725113	937.6501232580762	Injection
1002.9988583844375	961.9626455569536	Injection
1001.4772938201373	971.9341830697082	Injection
1032.4961839364782	970.7465058214151	Injection
1107.2213650355473	1071.9908427044277	Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Injection
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Remove Tip
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
		Cap On
