Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
1578.3903423048052	1579.7179799265032	1.28
1467.6303534414071	1454.6589687087344	1.32
1374.406099375709	1365.3956856185957	1.36
1310.8680392278113	1279.335100331722	1.4
1270.7654899010577	1222.7511911741487	1.44
1231.2311899926526	1180.928311833393	1.48
1201.4673415561201	1152.6031631401274	1.52
1189.305688397749	1136.3286381970195	1.56
1175.89311514399	1133.231248562186	1.6
1163.4891817064222	1128.1537864663558	1.64
1155.3384981680313	1129.223632392286	1.68
1148.6029894230062	1128.4246405567437	1.72
1143.8052726186684	1125.4391281228689	1.76
1137.287780304037	1123.1170822111517	1.8
1130.1015453322873	1113.210906890584	1.84
1108.8528599715535	1097.3088167493706	1.88
1101.510551756821	1088.0965763889667	1.92
1096.4293280331449	1075.5986222170782	1.96
1095.5201389144697	1069.896660467237	2.0
1094.724589764663	1067.753520295063	2.04
1105.5482281284883	1069.581103470586	2.08
1115.4035144998004	1078.5965183480093	2.12
1118.7864883820369	1083.8286375257944	2.16
1113.0645578445533	1080.789291533343	2.2
1105.4440240977535	1066.5467822202427	2.24
1098.2817735283265	1060.8194637064712	2.28
1101.9810265812525	1060.244507314108	2.32
1114.7438800477394	1070.3762711455167	2.36
1166.5474200526255	1117.4347648529442	2.4
1228.1682539497272	1176.076003988524	2.44
1289.914107327101	1235.0099571082114	2.48
1337.4417755340294	1286.105787667091	2.52
