Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
1346.5814773358395	1346.5814773358395	1.08
1241.9264436223652	1241.9264436223652	1.12
1151.2281436404478	1151.2281436404478	1.16
1077.6897211950704	1077.6897211950704	1.2
1016.3458915957088	1016.3458915957088	1.24
968.0210414880409	968.0210414880409	1.28
938.7323978833177	938.7323978833177	1.32
914.2480771149818	914.2480771149818	1.36
895.0131631016422	895.0131631016422	1.4
885.5282006483058	885.5282006483058	1.44
876.6452789419479	876.6452789419479	1.48
869.0926547514698	869.0926547514698	1.52
862.9639401284963	862.9639401284963	1.56
857.111874959755	857.111874959755	1.6
849.4435602837046	849.4435602837046	1.64
841.020606317728	841.020606317728	1.68
841.0475168530729	841.0475168530729	1.72
842.7634872288172	842.7634872288172	1.76
853.3204553635671	853.3204553635671	1.8
863.216295204362	863.216295204362	1.84
869.2425602465819	869.2425602465819	1.88
880.2782130120677	880.2782130120677	1.92
886.6688940291499	886.6688940291499	1.96
890.6193050523084	890.6193050523084	2.0
892.2451719320738	892.2451719320738	2.04
892.4009754015959	892.4009754015959	2.08
895.8367630676847	895.8367630676847	2.12
902.032055821868	902.032055821868	2.16
905.905584003559	905.905584003559	2.2
905.1493035068293	905.1493035068293	2.24
907.6092012018872	907.6092012018872	2.28
919.5025264084506	919.5025264084506	2.32
929.0899977932173	929.0899977932173	2.36
938.6061043519469	938.6061043519469	2.4
949.6695820894383	949.6695820894383	2.44
959.5303731546637	959.5303731546637	2.48
966.3798723473524	966.3798723473524	2.52
