Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
1397.751311375127	1385.043411611039	1.24
1389.263658605909	1372.0105395560934	1.28
1421.362733971769	1416.5897163760912	1.32
1484.2886760850217	1460.988366016772	1.36
1552.888029337932	1530.6716219425637	1.4
1602.6745339025335	1575.201820625759	1.44
1611.8967593527843	1582.795780083914	1.48
1600.025672703083	1573.5932891375946	1.52
1575.7695609985192	1554.151208461534	1.56
1541.8743929934678	1517.5528006569243	1.6
1499.3686262690583	1476.0654805308957	1.64
1456.472633434634	1430.5554468985838	1.68
1413.64564680805	1382.1562786231525	1.72
1367.0472871979384	1324.1778629035591	1.76
1326.8141480724169	1336.5238163812016	1.8
1204.7428507406746	1199.1578935485136	1.84
1095.7044924064908	1084.2453554898145	1.88
1003.4145871043552	995.4470511632207	1.92
937.4566069284078	926.1470986047672	1.96
920.40806930662	886.0506530161603	2.0
911.960617675741	849.4316574644524	2.04
913.4971772086883	840.0895805824449	2.08
926.9141881177458	848.3227191842459	2.12
948.2555708055837	860.8594693991332	2.16
970.7689364112836	888.8607255151439	2.2
979.4758354938431	900.9805060998551	2.24
984.1401102668021	918.7856299017174	2.28
985.21678508178	934.2629661058849	2.32
979.6065144398563	940.8014822510298	2.36
971.3686458650516	926.9736489717646	2.4
965.3695731553744	936.5733133067262	2.44
975.7543468890284	947.2119109070804	2.48
981.4482420479618	959.3867372082727	2.52
