Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
1176.4464872152016	1176.4464872152016	1.56
1090.7783345012688	1090.7783345012688	1.6
1019.6125140054478	1019.6125140054478	1.64
976.8717139285046	976.8717139285046	1.68
950.9166726611769	950.9166726611769	1.72
973.8739542011093	973.8739542011093	1.76
998.6300296346424	998.6300296346424	1.8
1014.4716529757776	1014.4716529757776	1.84
1029.4751732249006	1029.4751732249006	1.88
1032.1378561167296	1032.1378561167296	1.92
1031.9731935620846	1031.9731935620846	1.96
1032.3589340793544	1032.3589340793544	2.0
1021.3532874473318	1021.3532874473318	2.04
1006.7955849031665	1006.7955849031665	2.08
995.4237780360618	995.4237780360618	2.12
1000.1643721815044	1000.1643721815044	2.16
992.2809614788035	992.2809614788035	2.2
988.8072970826736	988.8072970826736	2.24
989.9359880842056	989.9359880842056	2.28
987.7922661493777	987.7922661493777	2.32
982.6760112561769	982.6760112561769	2.36
980.743531668174	980.743531668174	2.4
979.8026495703743	979.8026495703743	2.44
974.614907416683	974.614907416683	2.48
970.5310873128539	970.5310873128539	2.52
963.7416064025252	963.7416064025252	2.56
952.2432476943867	952.2432476943867	2.6
948.1932593427906	948.1932593427906	2.64
950.1523805329866	950.1523805329866	2.68
