Wrist_R	Thumb_R	Index_R	Middle_R	Ring_R	Pinky_R	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	0.0	0.0	1.24
0.0	0.0	0.0	0.0	0.0	0.0	1.28
0.0	0.0	0.0	0.0	0.0	0.0	1.32
0.0	0.0	0.0	0.0	0.0	0.0	1.36
0.0	0.0	0.0	0.0	0.0	0.0	1.4
0.0	0.0	0.0	0.0	0.0	0.0	1.44
0.0	0.0	0.0	0.0	0.0	0.0	1.48
0.0	0.0	0.0	0.0	0.0	0.0	1.52
0.0	0.0	0.0	0.0	0.0	0.0	1.56
0.0	0.0	0.0	0.0	0.0	0.0	1.6
0.0	0.0	0.0	0.0	0.0	0.0	1.64
0.0	0.0	0.0	0.0	0.0	0.0	1.68
0.0	0.0	0.0	0.0	0.0	0.0	1.72
0.0	0.0	0.0	0.0	0.0	0.0	1.76
0.0	0.0	0.0	0.0	0.0	0.0	1.8
0.0	0.0	0.0	0.0	0.0	0.0	1.84
0.0	0.0	0.0	0.0	0.0	0.0	1.88
0.0	0.0	0.0	0.0	0.0	0.0	1.92
0.0	0.0	0.0	0.0	0.0	0.0	1.96
0.0	0.0	0.0	0.0	0.0	0.0	2.0
0.0	0.0	0.0	0.0	0.0	0.0	2.04
0.0	0.0	0.0	0.0	0.0	0.0	2.08
0.0	0.0	0.0	0.0	0.0	0.0	2.12
0.0	0.0	0.0	0.0	0.0	0.0	2.16
0.0	0.0	0.0	0.0	0.0	0.0	2.2
0.0	0.0	0.0	0.0	0.0	0.0	2.24
0.0	0.0	0.0	0.0	0.0	0.0	2.28
0.0	0.0	0.0	0.0	0.0	0.0	2.32
0.0	0.0	0.0	0.0	0.0	0.0	2.36
0.0	0.0	0.0	0.0	0.0	0.0	2.4
2537.639480180861	2537.639480180861	2537.639480180861	2537.639480180861	2537.639480180861	2537.639480180861	2.44
0.0	0.0	0.0	0.0	0.0	0.0	2.48
0.0	0.0	0.0	0.0	0.0	0.0	2.52
0.0	0.0	0.0	0.0	0.0	0.0	2.56
0.0	0.0	0.0	0.0	0.0	0.0	2.6
0.0	0.0	0.0	0.0	0.0	0.0	2.64
0.0	0.0	0.0	0.0	0.0	0.0	2.68
0.0	0.0	0.0	0.0	0.0	0.0	2.72
0.0	0.0	0.0	0.0	0.0	0.0	2.76
0.0	0.0	0.0	0.0	0.0	0.0	2.8
962.2605667936015	962.2605667936015	962.2605667936015	962.2605667936015	962.2605667936015	962.2605667936015	2.84
922.5092393346048	922.5092393346048	922.5092393346048	922.5092393346048	922.5092393346048	922.5092393346048	2.88
947.5807220278756	947.5807220278756	947.5807220278756	947.5807220278756	947.5807220278756	947.5807220278756	2.92
965.3527085529402	965.3527085529402	965.3527085529402	965.3527085529402	965.3527085529402	965.3527085529402	2.96
1028.3580623426708	1028.3580623426708	1028.3580623426708	1028.3580623426708	1028.3580623426708	1028.3580623426708	3.0
1073.1459816035203	1073.1459816035203	1073.1459816035203	1073.1459816035203	1073.1459816035203	1073.1459816035203	3.04
1090.940757996364	1090.940757996364	1090.940757996364	1090.940757996364	1090.940757996364	1090.940757996364	3.08
1114.7903711857975	1114.7903711857975	1114.7903711857975	1114.7903711857975	1114.7903711857975	1114.7903711857975	3.12
1147.7192782106522	1147.7192782106522	1147.7192782106522	1147.7192782106522	1147.7192782106522	1147.7192782106522	3.16
1186.7921180004373	1186.7921180004373	1186.7921180004373	1186.7921180004373	1186.7921180004373	1186.7921180004373	3.2
1229.3508070082978	1229.3508070082978	1229.3508070082978	1229.3508070082978	1229.3508070082978	1229.3508070082978	3.24
1236.68859096972	1236.68859096972	1236.68859096972	1236.68859096972	1236.68859096972	1236.68859096972	3.28
1236.142131189325	1236.142131189325	1236.142131189325	1236.142131189325	1236.142131189325	1236.142131189325	3.32
1229.5794323395482	1229.5794323395482	1229.5794323395482	1229.5794323395482	1229.5794323395482	1229.5794323395482	3.36
1224.8556012475485	1224.8556012475485	1224.8556012475485	1224.8556012475485	1224.8556012475485	1224.8556012475485	3.4
1236.072169888491	1236.072169888491	1236.072169888491	1236.072169888491	1236.072169888491	1236.072169888491	3.44
1252.9010203680164	1252.9010203680164	1252.9010203680164	1252.9010203680164	1252.9010203680164	1252.9010203680164	3.48
1275.6625036992857	1275.6625036992857	1275.6625036992857	1275.6625036992857	1275.6625036992857	1275.6625036992857	3.52
1292.2364681081808	1292.2364681081808	1292.2364681081808	1292.2364681081808	1292.2364681081808	1292.2364681081808	3.56
1285.0661862463114	1285.0661862463114	1285.0661862463114	1285.0661862463114	1285.0661862463114	1285.0661862463114	3.6
1282.4598785386822	1282.4598785386822	1282.4598785386822	1282.4598785386822	1282.4598785386822	1282.4598785386822	3.64
1288.1672121810307	1288.1672121810307	1288.1672121810307	1288.1672121810307	1288.1672121810307	1288.1672121810307	3.68
1309.0262355070504	1309.0262355070504	1309.0262355070504	1309.0262355070504	1309.0262355070504	1309.0262355070504	3.72
1312.8623462272221	1312.8623462272221	1312.8623462272221	1312.8623462272221	1312.8623462272221	1312.8623462272221	3.76
1309.5234603464023	1309.5234603464023	1309.5234603464023	1309.5234603464023	1309.5234603464023	1309.5234603464023	3.8
1329.3549955305325	1329.3549955305325	1329.3549955305325	1329.3549955305325	1329.3549955305325	1329.3549955305325	3.84
1361.3649072753003	1361.3649072753003	1361.3649072753003	1361.3649072753003	1361.3649072753003	1361.3649072753003	3.88
1379.2318369479365	1379.2318369479365	1379.2318369479365	1379.2318369479365	1379.2318369479365	1379.2318369479365	3.92
1362.8864124720612	1362.8864124720612	1362.8864124720612	1362.8864124720612	1362.8864124720612	1362.8864124720612	3.96
1335.5994072594767	1335.5994072594767	1335.5994072594767	1335.5994072594767	1335.5994072594767	1335.5994072594767	4.0
1376.062435898115	1376.062435898115	1376.062435898115	1376.062435898115	1376.062435898115	1376.062435898115	4.04
1421.8944138558106	1421.8944138558106	1421.8944138558106	1421.8944138558106	1421.8944138558106	1421.8944138558106	4.08
1485.1335801441446	1485.1335801441446	1485.1335801441446	1485.1335801441446	1485.1335801441446	1485.1335801441446	4.12
1508.9975749459584	1508.9975749459584	1508.9975749459584	1508.9975749459584	1508.9975749459584	1508.9975749459584	4.16
1530.400615632225	1530.400615632225	1530.400615632225	1530.400615632225	1530.400615632225	1530.400615632225	4.2
1552.1116482109053	1552.1116482109053	1552.1116482109053	1552.1116482109053	1552.1116482109053	1552.1116482109053	4.24
1537.2622069970082	1537.2622069970082	1537.2622069970082	1537.2622069970082	1537.2622069970082	1537.2622069970082	4.28
1550.3787141965038	1550.3787141965038	1550.3787141965038	1550.3787141965038	1550.3787141965038	1550.3787141965038	4.32
1580.0506227233489	1580.0506227233489	1580.0506227233489	1580.0506227233489	1580.0506227233489	1580.0506227233489	4.36
1574.3662223336783	1574.3662223336783	1574.3662223336783	1574.3662223336783	1574.3662223336783	1574.3662223336783	4.4
1567.3875959132938	1567.3875959132938	1567.3875959132938	1567.3875959132938	1567.3875959132938	1567.3875959132938	4.44
1555.5162911220827	1555.5162911220827	1555.5162911220827	1555.5162911220827	1555.5162911220827	1555.5162911220827	4.48
1552.0598139673693	1552.0598139673693	1552.0598139673693	1552.0598139673693	1552.0598139673693	1552.0598139673693	4.52
1560.2566146840732	1560.2566146840732	1560.2566146840732	1560.2566146840732	1560.2566146840732	1560.2566146840732	4.56
1562.4774479166017	1562.4774479166017	1562.4774479166017	1562.4774479166017	1562.4774479166017	1562.4774479166017	4.6
1553.767002340099	1553.767002340099	1553.767002340099	1553.767002340099	1553.767002340099	1553.767002340099	4.64
1552.8856822171242	1552.8856822171242	1552.8856822171242	1552.8856822171242	1552.8856822171242	1552.8856822171242	4.68
1542.5776921848912	1542.5776921848912	1542.5776921848912	1542.5776921848912	1542.5776921848912	1542.5776921848912	4.72
1563.1184692965192	1563.1184692965192	1563.1184692965192	1563.1184692965192	1563.1184692965192	1563.1184692965192	4.76
1605.6032015561514	1605.6032015561514	1605.6032015561514	1605.6032015561514	1605.6032015561514	1605.6032015561514	4.8
1661.7725418831506	1661.7725418831506	1661.7725418831506	1661.7725418831506	1661.7725418831506	1661.7725418831506	4.84
1712.6832941145472	1712.6832941145472	1712.6832941145472	1712.6832941145472	1712.6832941145472	1712.6832941145472	4.88
1720.4956340122658	1720.4956340122658	1720.4956340122658	1720.4956340122658	1720.4956340122658	1720.4956340122658	4.92
1668.4401380579286	1668.4401380579286	1668.4401380579286	1668.4401380579286	1668.4401380579286	1668.4401380579286	4.96
1636.7574054813228	1636.7574054813228	1636.7574054813228	1636.7574054813228	1636.7574054813228	1636.7574054813228	5.0
1596.622662001958	1596.622662001958	1596.622662001958	1596.622662001958	1596.622662001958	1596.622662001958	5.04
