Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
1161.487740043518	1108.9095999884455	1.0
1163.046233253008	1097.9080472737992	1.04
1163.5473944691569	1090.92464006765	1.08
1167.610724059045	1089.1268151289898	1.12
1167.831948809695	1088.1237235421193	1.16
1163.895611711344	1094.478000793676	1.2
1170.4194773253864	1101.1929611797916	1.24
1170.334931367025	1104.7974228128307	1.28
1172.0198216459141	1107.4062322174777	1.32
1165.230726487183	1107.4089302386035	1.36
1157.5106510399821	1108.0737831169338	1.4
1144.4280681553087	1102.1741247313844	1.44
1128.9959708758943	1100.8007867344684	1.48
1118.479795767501	1090.13477046988	1.52
1116.4596175883732	1102.2087378479644	1.56
1117.2071520352788	1113.2586365290708	1.6
1123.536952847708	1124.2477454060647	1.64
1133.148956441676	1147.8246636968968	1.68
1145.1227784778087	1156.8264613811323	1.72
1146.1302024340716	1138.4834840468422	1.76
1148.3074117439205	1138.8922693589866	1.8
1152.6634447132499	1150.451145378452	1.84
1157.3999085439577	1144.8847485876586	1.88
1157.0414248797622	1138.039439618323	1.92
1161.9074980070413	1119.8940317237846	1.96
1167.3041277439813	1097.680431916898	2.0
1150.4902536955835	1034.345831436355	2.04
1118.0050435155285	1056.8843278489255	2.08
1096.1239091781745	998.0960480629892	2.12
1086.7958366742312	998.5143427844982	2.16
1082.4200456047577	1015.184126986971	2.2
1079.432749078155	1017.788322259947	2.24
1079.2296679620586	1036.7267150284285	2.28
1074.8707730472959	1026.5711222472048	2.32
1069.720874364753	1024.2138799581016	2.36
1070.140114206166	1026.7971168279219	2.4
