Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
0.0	0.0	1.56
0.0	0.0	1.6
0.0	0.0	1.64
0.0	0.0	1.68
0.0	0.0	1.72
0.0	0.0	1.76
0.0	0.0	1.8
1614.3845085257203	1677.1235692683151	1.84
1531.2233370346244	1574.540278653219	1.88
1444.5108479750186	1483.9495331107646	1.92
1365.036238503675	1388.4278776335343	1.96
1299.0046021300952	1302.462588852995	2.0
1245.4868431310065	1228.0856512233877	2.04
1206.6278304751747	1162.815284886046	2.08
1177.445153707246	1122.2506077236235	2.12
1158.0560302691254	1097.376855426147	2.16
1144.1118531934994	1077.8192886112668	2.2
1139.0723846547908	1064.7945923715215	2.24
1132.4199185891364	1055.205818951068	2.28
1124.3449022729972	1048.7838153436455	2.32
1116.658763105199	1050.0092968740557	2.36
1104.8392517702996	1048.2648742230738	2.4
1095.4934844485053	1053.9850937566696	2.44
1090.3512023601681	1042.7944651262915	2.48
1088.8355675203168	1038.080538110253	2.52
1084.5202213223213	1037.0212161966726	2.56
1077.8411037853868	1032.6748310507278	2.6
1074.765478507245	1026.0654382494724	2.64
1070.022743129349	1021.6911846991053	2.68
1067.8551801523279	1015.6845163756104	2.72
1062.8555173945117	1020.5578589595158	2.76
