Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
0.0	0.0	1.48
0.0	0.0	1.52
1169.243472098091	1145.5528107583032	1.56
1169.4914900703902	1153.7759613743794	1.6
1170.089950415381	1160.2172865584553	1.64
1177.399435294186	1177.2892739159493	1.68
0.0	0.0	1.72
1194.9342899093112	1188.7781388562519	1.76
1205.7516605123653	1184.2488138683239	1.8
0.0	0.0	1.84
0.0	0.0	1.88
0.0	0.0	1.92
0.0	0.0	1.96
0.0	0.0	2.0
0.0	0.0	2.04
0.0	0.0	2.08
0.0	0.0	2.12
0.0	0.0	2.16
0.0	0.0	2.2
0.0	0.0	2.24
0.0	0.0	2.28
0.0	0.0	2.32
0.0	0.0	2.36
0.0	0.0	2.4
0.0	0.0	2.44
0.0	0.0	2.48
0.0	0.0	2.52
0.0	0.0	2.56
0.0	0.0	2.6
0.0	0.0	2.64
0.0	0.0	2.68
0.0	0.0	2.72
0.0	0.0	2.76
0.0	0.0	2.8
0.0	0.0	2.84
0.0	0.0	2.88
0.0	0.0	2.92
0.0	0.0	2.96
0.0	0.0	3.0
0.0	0.0	3.04
0.0	0.0	3.08
0.0	0.0	3.12
0.0	0.0	3.16
0.0	0.0	3.2
0.0	0.0	3.24
0.0	0.0	3.28
0.0	0.0	3.32
