Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
1222.7493306672711	1235.9356022558152	1.4
1149.590151125745	1154.7759365006282	1.44
1078.172602731926	1084.6967898866994	1.48
1021.9575452787872	1025.773732777059	1.52
974.0001928016436	976.8402004427614	1.56
941.4571838041263	936.09361430956	1.6
922.3609297600542	898.5580519569162	1.64
921.3200923207693	892.7707987856628	1.68
946.9103653273601	896.7805403301189	1.72
977.4487751834506	908.8934609596247	1.76
986.1814992298978	917.268868884005	1.8
1000.3592001163798	927.2952579945704	1.84
1011.3395429404271	948.6012987401687	1.88
1017.5716247759766	968.6101964247391	1.92
1019.729712805228	981.3801021563376	1.96
1021.0012638834129	996.5984144529394	2.0
1018.3673725571532	996.6715392432882	2.04
1012.4313567545485	984.6307314762929	2.08
998.3457633885122	975.8586278382493	2.12
990.2073748774786	969.6345573358751	2.16
982.1426151025097	965.2124521453742	2.2
976.9341853495372	960.1971336018175	2.24
978.4517344911858	960.6210519506988	2.28
981.5072577946901	965.2426068706791	2.32
986.6196735789634	969.5781693572941	2.36
987.7027929703294	972.8140827766765	2.4
991.5939061920272	975.8600409335164	2.44
996.3565340456072	982.7756319588464	2.48
1002.4811160800357	988.8878596516753	2.52
1010.5676595202658	997.4561974236595	2.56
1019.3705427859412	1006.2094902697098	2.6
