Wrist_R	Thumb_R	Index_R	Middle_R	Ring_R	Pinky_R	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	0.0	0.0	1.24
0.0	0.0	0.0	0.0	0.0	0.0	1.28
0.0	0.0	0.0	0.0	0.0	0.0	1.32
0.0	0.0	0.0	0.0	0.0	0.0	1.36
0.0	0.0	0.0	0.0	0.0	0.0	1.4
0.0	0.0	0.0	0.0	0.0	0.0	1.44
0.0	0.0	0.0	0.0	0.0	0.0	1.48
0.0	0.0	0.0	0.0	0.0	0.0	1.52
1737.9417562567214	1737.9417562567214	1737.9417562567214	1737.9417562567214	1737.9417562567214	1737.9417562567214	1.56
1747.1574693403077	1747.1574693403077	1747.1574693403077	1747.1574693403077	1747.1574693403077	1747.1574693403077	1.6
1768.1086566028187	1768.1086566028187	1768.1086566028187	1768.1086566028187	1768.1086566028187	1768.1086566028187	1.64
1819.2926637508717	1819.2926637508717	1819.2926637508717	1819.2926637508717	1819.2926637508717	1819.2926637508717	1.68
0.0	0.0	0.0	0.0	0.0	0.0	1.72
1863.719612023294	1863.719612023294	1863.719612023294	1863.719612023294	1863.719612023294	1863.719612023294	1.76
1877.5533799653456	1877.5533799653456	1877.5533799653456	1877.5533799653456	1877.5533799653456	1877.5533799653456	1.8
0.0	0.0	0.0	0.0	0.0	0.0	1.84
0.0	0.0	0.0	0.0	0.0	0.0	1.88
0.0	0.0	0.0	0.0	0.0	0.0	1.92
0.0	0.0	0.0	0.0	0.0	0.0	1.96
0.0	0.0	0.0	0.0	0.0	0.0	2.0
0.0	0.0	0.0	0.0	0.0	0.0	2.04
0.0	0.0	0.0	0.0	0.0	0.0	2.08
0.0	0.0	0.0	0.0	0.0	0.0	2.12
0.0	0.0	0.0	0.0	0.0	0.0	2.16
0.0	0.0	0.0	0.0	0.0	0.0	2.2
0.0	0.0	0.0	0.0	0.0	0.0	2.24
0.0	0.0	0.0	0.0	0.0	0.0	2.28
0.0	0.0	0.0	0.0	0.0	0.0	2.32
0.0	0.0	0.0	0.0	0.0	0.0	2.36
0.0	0.0	0.0	0.0	0.0	0.0	2.4
0.0	0.0	0.0	0.0	0.0	0.0	2.44
0.0	0.0	0.0	0.0	0.0	0.0	2.48
0.0	0.0	0.0	0.0	0.0	0.0	2.52
0.0	0.0	0.0	0.0	0.0	0.0	2.56
0.0	0.0	0.0	0.0	0.0	0.0	2.6
0.0	0.0	0.0	0.0	0.0	0.0	2.64
0.0	0.0	0.0	0.0	0.0	0.0	2.68
0.0	0.0	0.0	0.0	0.0	0.0	2.72
0.0	0.0	0.0	0.0	0.0	0.0	2.76
0.0	0.0	0.0	0.0	0.0	0.0	2.8
0.0	0.0	0.0	0.0	0.0	0.0	2.84
0.0	0.0	0.0	0.0	0.0	0.0	2.88
0.0	0.0	0.0	0.0	0.0	0.0	2.92
0.0	0.0	0.0	0.0	0.0	0.0	2.96
0.0	0.0	0.0	0.0	0.0	0.0	3.0
0.0	0.0	0.0	0.0	0.0	0.0	3.04
0.0	0.0	0.0	0.0	0.0	0.0	3.08
0.0	0.0	0.0	0.0	0.0	0.0	3.12
0.0	0.0	0.0	0.0	0.0	0.0	3.16
0.0	0.0	0.0	0.0	0.0	0.0	3.2
0.0	0.0	0.0	0.0	0.0	0.0	3.24
0.0	0.0	0.0	0.0	0.0	0.0	3.28
0.0	0.0	0.0	0.0	0.0	0.0	3.32
0.0	0.0	0.0	0.0	0.0	0.0	3.36
0.0	0.0	0.0	0.0	0.0	0.0	3.4
0.0	0.0	0.0	0.0	0.0	0.0	3.44
0.0	0.0	0.0	0.0	0.0	0.0	3.48
0.0	0.0	0.0	0.0	0.0	0.0	3.52
0.0	0.0	0.0	0.0	0.0	0.0	3.56
0.0	0.0	0.0	0.0	0.0	0.0	3.6
0.0	0.0	0.0	0.0	0.0	0.0	3.64
0.0	0.0	0.0	0.0	0.0	0.0	3.68
0.0	0.0	0.0	0.0	0.0	0.0	3.72
0.0	0.0	0.0	0.0	0.0	0.0	3.76
0.0	0.0	0.0	0.0	0.0	0.0	3.8
0.0	0.0	0.0	0.0	0.0	0.0	3.84
0.0	0.0	0.0	0.0	0.0	0.0	3.88
0.0	0.0	0.0	0.0	0.0	0.0	3.92
0.0	0.0	0.0	0.0	0.0	0.0	3.96
0.0	0.0	0.0	0.0	0.0	0.0	4.0
0.0	0.0	0.0	0.0	0.0	0.0	4.04
0.0	0.0	0.0	0.0	0.0	0.0	4.08
0.0	0.0	0.0	0.0	0.0	0.0	4.12
0.0	0.0	0.0	0.0	0.0	0.0	4.16
0.0	0.0	0.0	0.0	0.0	0.0	4.2
0.0	0.0	0.0	0.0	0.0	0.0	4.24
0.0	0.0	0.0	0.0	0.0	0.0	4.28
0.0	0.0	0.0	0.0	0.0	0.0	4.32
0.0	0.0	0.0	0.0	0.0	0.0	4.36
0.0	0.0	0.0	0.0	0.0	0.0	4.4
0.0	0.0	0.0	0.0	0.0	0.0	4.44
0.0	0.0	0.0	0.0	0.0	0.0	4.48
0.0	0.0	0.0	0.0	0.0	0.0	4.52
0.0	0.0	0.0	0.0	0.0	0.0	4.56
0.0	0.0	0.0	0.0	0.0	0.0	4.6
0.0	0.0	0.0	0.0	0.0	0.0	4.64
0.0	0.0	0.0	0.0	0.0	0.0	4.68
1502.6765654864769	1502.6765654864769	1502.6765654864769	1502.6765654864769	1502.6765654864769	1502.6765654864769	4.72
1563.652547342056	1563.652547342056	1563.652547342056	1563.652547342056	1563.652547342056	1563.652547342056	4.76
1618.4853815045046	1618.4853815045046	1618.4853815045046	1618.4853815045046	1618.4853815045046	1618.4853815045046	4.8
1654.3234611552043	1654.3234611552043	1654.3234611552043	1654.3234611552043	1654.3234611552043	1654.3234611552043	4.84
1654.5674735717605	1654.5674735717605	1654.5674735717605	1654.5674735717605	1654.5674735717605	1654.5674735717605	4.88
1684.2025367537208	1684.2025367537208	1684.2025367537208	1684.2025367537208	1684.2025367537208	1684.2025367537208	4.92
1705.1504360585504	1705.1504360585504	1705.1504360585504	1705.1504360585504	1705.1504360585504	1705.1504360585504	4.96
1718.7291058242554	1718.7291058242554	1718.7291058242554	1718.7291058242554	1718.7291058242554	1718.7291058242554	5.0
1739.1522074049951	1739.1522074049951	1739.1522074049951	1739.1522074049951	1739.1522074049951	1739.1522074049951	5.04
1744.1768963180964	1744.1768963180964	1744.1768963180964	1744.1768963180964	1744.1768963180964	1744.1768963180964	5.08
1744.084858024824	1744.084858024824	1744.084858024824	1744.084858024824	1744.084858024824	1744.084858024824	5.12
1762.7158590929498	1762.7158590929498	1762.7158590929498	1762.7158590929498	1762.7158590929498	1762.7158590929498	5.16
1762.147863081347	1762.147863081347	1762.147863081347	1762.147863081347	1762.147863081347	1762.147863081347	5.2
1757.945698087418	1757.945698087418	1757.945698087418	1757.945698087418	1757.945698087418	1757.945698087418	5.24
1750.0162841682484	1750.0162841682484	1750.0162841682484	1750.0162841682484	1750.0162841682484	1750.0162841682484	5.28
1743.8897772619844	1743.8897772619844	1743.8897772619844	1743.8897772619844	1743.8897772619844	1743.8897772619844	5.32
1727.2454305447673	1727.2454305447673	1727.2454305447673	1727.2454305447673	1727.2454305447673	1727.2454305447673	5.36
1740.4221629885606	1740.4221629885606	1740.4221629885606	1740.4221629885606	1740.4221629885606	1740.4221629885606	5.4
1723.3734612202088	1723.3734612202088	1723.3734612202088	1723.3734612202088	1723.3734612202088	1723.3734612202088	5.44
1719.386125617367	1719.386125617367	1719.386125617367	1719.386125617367	1719.386125617367	1719.386125617367	5.48
1724.9979316953443	1724.9979316953443	1724.9979316953443	1724.9979316953443	1724.9979316953443	1724.9979316953443	5.52
1736.0039804811297	1736.0039804811297	1736.0039804811297	1736.0039804811297	1736.0039804811297	1736.0039804811297	5.56
1758.6221489303082	1758.6221489303082	1758.6221489303082	1758.6221489303082	1758.6221489303082	1758.6221489303082	5.6
1765.7680917617963	1765.7680917617963	1765.7680917617963	1765.7680917617963	1765.7680917617963	1765.7680917617963	5.64
1792.0049063220752	1792.0049063220752	1792.0049063220752	1792.0049063220752	1792.0049063220752	1792.0049063220752	5.68
1812.5875747418438	1812.5875747418438	1812.5875747418438	1812.5875747418438	1812.5875747418438	1812.5875747418438	5.72
1838.7459427086842	1838.7459427086842	1838.7459427086842	1838.7459427086842	1838.7459427086842	1838.7459427086842	5.76
1860.0447590673493	1860.0447590673493	1860.0447590673493	1860.0447590673493	1860.0447590673493	1860.0447590673493	5.8
1880.680912952433	1880.680912952433	1880.680912952433	1880.680912952433	1880.680912952433	1880.680912952433	5.84
1892.8209489195472	1892.8209489195472	1892.8209489195472	1892.8209489195472	1892.8209489195472	1892.8209489195472	5.88
