Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
1266.1447181110943	1207.7746154434235	1.08
1250.554338283358	1187.0738911177787	1.12
1234.6963741701875	1170.1554147752956	1.16
1234.1202922541497	1160.4838817512893	1.2
1236.6489533425076	1154.6892066637913	1.24
1240.392294192621	1151.6917203469	1.28
1233.904094433911	1148.5114534341167	1.32
1225.3719389189412	1143.9283856042705	1.36
1218.9789125537682	1139.937770798219	1.4
1213.255263718263	1137.9459280070157	1.44
1207.6607864959333	1135.823877922332	1.48
1203.511058642474	1129.50152143664	1.52
1197.8510926017484	1128.0048588734821	1.56
1195.4830407898419	1129.296986673108	1.6
1192.9828952156095	1129.7776603788664	1.64
1192.7407387972094	1132.4740248949208	1.68
1189.6646854415562	1130.4302946919297	1.72
1182.4569861006598	1123.5755233906623	1.76
1173.8945701023622	1123.1385544163172	1.8
1168.5003699573622	1121.979619766162	1.84
1162.0082376749472	1124.4702400887984	1.88
1153.9713597963942	1125.7183066015514	1.92
1151.1015702764491	1124.543865449326	1.96
1146.5666755468867	1121.117774160733	2.0
1140.8130429148996	1120.867819396313	2.04
1134.381604199687	1118.6221323108357	2.08
1133.874567124183	1116.1149068952805	2.12
1131.1783183785365	1115.4712029645773	2.16
1132.909497424247	1119.5608343267008	2.2
1135.511550938435	1121.1477628501314	2.24
1135.3429274723223	1120.0353561647046	2.28
1136.7904350145884	1117.4637891836517	2.32
1137.1339933683582	1119.7616617645983	2.36
1134.979226147579	1116.0820006808442	2.4
