Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
1270.3007410775033	1375.7081022285288	0.6
1250.1336645308236	1348.9814037198523	0.64
1229.532472929173	1318.8958429955594	0.68
1210.9815847876605	1276.6092520530917	0.72
1207.9686838158896	1237.1392012836864	0.76
1225.4327485345123	1215.3693961636143	0.8
1247.2529959374995	1200.8374784378918	0.84
1253.2094229114518	1200.1565182311845	0.88
1262.0192511169405	1201.3960294806093	0.92
1263.1880156253817	1207.405539386399	0.96
1259.3113675846419	1211.5311503575817	1.0
1251.9917131256927	1211.385420075083	1.04
1255.6118191913413	1213.7808968390505	1.08
1255.314043286738	1212.7916232002572	1.12
1255.4103278849984	1207.8135960459078	1.16
1253.5668860397536	1206.9734967324914	1.2
1250.3512456228118	1204.4080359667455	1.24
1238.0077173129346	1196.4866914132197	1.28
1238.3056780832212	1193.4055854036867	1.32
1232.814379723918	1194.7971725522136	1.36
1230.784137891963	1197.5259921045185	1.4
1229.2232953285613	1201.9873158334299	1.44
1228.8775042587392	1205.9398722831102	1.48
1234.1370779003605	1209.9703418041572	1.52
1240.0412992017323	1209.2540354480125	1.56
1240.981840972576	1207.33466710167	1.6
1234.1175798531833	1200.9934532192535	1.64
1225.3570274302426	1199.4207495641	1.68
1218.2892319402174	1196.7565850663657	1.72
1209.8685735004742	1208.5376289895084	1.76
1201.0966892189772	1185.4274092798653	1.8
1199.7637171570934	1192.80533558152	1.84
1200.3709504743742	1196.0042005594828	1.88
1205.600728826098	1198.349654467332	1.92
1213.2325331565087	1206.4006995208742	1.96
1214.7865225577505	1220.2920159140515	2.0
1215.2926280761733	1220.17380187544	2.04
1214.2648080712365	1226.5975004024428	2.08
1212.3920219820893	1228.3024165300844	2.12
1213.2363622873368	1223.654824899194	2.16
1217.1100324681722	1230.3724338601012	2.2
